product_key,product_id,isbn,title,author,publisher,publication_date,product_type,genre,sub_genre,language,page_count,duration_minutes,price,cost,in_stock,stock_quantity,bestseller_flag,new_release_flag,effective_date,expiry_date
840,PROD00000675,9780062348678,Simon vs. the Homo Sapiens Agenda,Becky Albertalli  ,Simon & Schuster,2015-01-19,E-book  ,Fiction,Historical Fiction  ,Spanish,320,,20.58,4.77,1,107,0,0,2015-07-23,
841,PROD00000676,9781590388983,Grip of the Shadow Plague,Brandon Mull,,2008-01-27,Physical,Fantasy,Urban Fantasy,French,477,,28.6,16.92,1,197,0,0,2011-08-01,2010-10-09
842,PROD00000676,9781590388983,Grip of the Shadow Plague,  Brandon Mull,,2008-01-27,Physical,  Fantasy,Urban Fantasy,French,477,,25.42,15.04,1,68,0,0,2011-03-01,2010-02-23
843,PROD00000676,9781590388983,Grip of the Shadow Plague,Brandon Mull,Simon & Schuster,2008-01-27,Physical,Fantasy,Urban Fantasy,French,477,,22.88,13.54,1,242,0,0,2010-12-23,
844,PROD00000677,9780399244575,The Battle for Skandia,John Flanagan,Simon & Schuster,2006-10-28,Physical,Fiction,Literary Fiction,English,294,,24.67,14.58,0,0,0,0,2009-02-18,
845,PROD00000678,,The Sea of Tranquility,Katja Millay  ,Macmillan,2012-02-11,Physical,Fiction,Literary Fiction,French,426,,35.28,13.41,1,39,0,0,2012-09-06,
846,PROD00000679,9780192123091,The Memoirs of Sherlock Holmes,Arthur Conan Doyle  ,Macmillan,1894-01-23,Audiobook,Mystery,Cozy Mystery,French,,535,10.54,5.2,1,103,0,0,1895-09-13,
847,PROD00000680,9780545424967,Blue Lily Lily Blue,Maggie Stiefvater,Simon & Schuster,2014-05-24,E-book,  Fantasy,  Epic Fantasy,French,391,,37.23,9.56,1,452,0,0,2016-04-24,
848,PROD00000681,9780552152952,Reaper Man,Terry Pratchett,Penguin Random House,1991-04-11,Physical,Fiction  ,Literary Fiction,Spanish,352,,37.88,10.95,1,18,0,0,1992-03-05,
849,PROD00000682,9780345348104,The Killer Angels,Michael Shaara,Macmillan,1974-10-24,Physical,fiction,Literary Fiction,French,345,,38.07,8.05,1,453,0,0,1976-11-12,
850,PROD00000683,9781841497976,River Marked,Patricia Briggs,Simon & Schuster,2011-07-17,E-book,Fantasy,Urban Fantasy,English,326,,34.21,7.43,1,62,0,0,2013-03-14,
851,PROD00000684,9781416903567,Impulse,Ellen Hopkins,Simon & Schuster,2007-10-23,audiobook,Fiction,Contemporary Fiction,french,,1110,27.02,13.97,1,159,0,0,2008-06-17,
852,PROD00000685,9780345410054,The Power of One,bryce courtenay,Simon & Schuster,1989-06-24,Audiobook,Fiction,Contemporary Fiction,Spanish,,906,13.13,13.97,1,270,0,,1991-07-05,
853,PROD00000686,9781452440026,Barely Breathing  ,Rebecca Donovan,Macmillan,2012-09-14,AUDIOBOOK,Romance,Historical Romance  ,German,,641,31.56,10.11,1,185,0,0,2015-04-18,
854,PROD00000687,9781408816035,The Song of Achilles,Madeline Miller  ,MACMILLAN,2011-09-02,Physical,Fiction,Historical Fiction,English,352,,37.79,11.57,1,46,0,0,2011-11-02,
855,PROD00000688,9781563894695,Batman: The Long Halloween,Jeph Loeb,  Macmillan,1997-08-11,physical,  Fiction,Historical Fiction,Spanish,376,,24.2,5.01,1,329,0,0,1998-05-01,
856,PROD00000689,,Twisted Perfection,Abbi Glines,Simon & Schuster,2013-08-17,Physical,Romance,Contemporary Romance  ,English,290,,32.05,13.12,1,70,0,0,2014-03-16,
857,PROD00000690,9780316067591,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Marcus Luttrell,Macmillan,2006-06-26,physical,Fiction,Historical Fiction,Spanish  ,390,,33.65,11.67,1,2,0,0,2009-07-20,
858,PROD00000691,9780060572990,EVERY WHICH WAY BUT DEAD,Kim Harrison,  Penguin Random House,2005-09-14,E-book,Fantasy,Urban Fantasy,English,501,,23.2,4.21,1,420,0,0,2006-09-19,
859,PROD00000692,9781400044160  ,Half of a Yellow Sun,Chimamanda Ngozi Adichie,Simon & Schuster,2006-03-19,Physical,Fiction,Historical Fiction,Spanish  ,433,,26.4,5.0,1,215,0,0,2008-04-06,
860,PROD00000693,9781590171998,Stoner,John Williams,Simon & Schuster,1965-07-07,E-book,Fiction,Historical Fiction,  French,278,,21.17,6.0,1,357,0,0,1969-07-25,
861,PROD00000694,9780316921176  ,Infinite Jest,David Foster Wallace,Macmillan,1996-07-03,Audiobook,Fiction,Literary Fiction,GERMAN,,1813,25.73,3.54,1,408,0,0,1998-10-21,
862,PROD00000695,9780006486015,Fool's Errand,Robin Hobb,Simon & Schuster,2001-01-22,Physical,Fantasy,Dark Fantasy,French,661,,39.86,14.15,1,392,0,0,2003-10-16,
863,PROD00000696,9781416903437,Wild Magic,Tamora Pierce,Simon & Schuster,1992-10-13,Physical,Fantasy,Urban Fantasy,English,362,,36.67,11.7,1,46,0,0,1994-07-02,
864,PROD00000697,9781484732748,The Hidden Oracle,Rick Riordan,Simon & Schuster,2016-12-06,E-book,Fiction,Historical Fiction,French,376,,13.04,8.57,1,315,0,0,2019-06-25,
865,PROD00000698,9780441015832,Magic Burns,Ilona Andrews,Simon & Schuster,2008-01-04,E-book,Fantasy  ,Dark Fantasy,Spanish,260,,38.56,7.87,1,351,0,0,2009-06-01,
866,PROD00000699,9780143034759,Alexander Hamilton,Ron Chernow,Penguin Random House,2025-12-21,Audiobook  ,  History,Military History,English  ,,1218,23.95,12.53,1,387,0,0,2008-04-26,
867,PROD00000700,9780553564938,Magician: Master,Raymond E. Feist,HarperCollins,1982-08-08,Physical  ,Fantasy,,Spanish,,,44.8,7.77,1,264,0,,1984-08-28,1983-08-25
868,PROD00000700,9780553564938,MAGICIAN: MASTER,Raymond E. Feist,,1982-08-08,physical,Fantasy,Dark Fantasy,Spanish,499,,39.82,6.91,1,124,0,0,1984-04-17,1983-10-02
869,PROD00000700,9780553564938,Magician: Master,Raymond E. Feist,HarperCollins,1982-08-08,Physical  ,Fantasy,Dark Fantasy,Spanish,499,,35.84,6.22,1,56,0,0,1983-11-26,
870,PROD00000701,9780552153256,Feet of Clay,Terry Pratchett,Hachette,1996-09-25,Physical,Fantasy,Urban Fantasy,German,416,,32.22,11.16,1,25,0,0,1999-11-29,
871,PROD00000702,9781423128205,Only the Good Spy Young,Ally Carter,Simon & Schuster,2010-06-24,Physical,Fiction,Contemporary Fiction,English,265,,32.76,11.27,1,192,0,0,2014-06-25,
872,PROD00000703,9781416940906,Glass,Ellen Hopkins,Penguin Random House,2007-09-14,physical,FICTION,Historical Fiction,French,681,,30.3,12.4,1,424,0,0,2010-12-04,
873,PROD00000704,,Grounded,R.K. Lilley,Simon & Schuster,2013-12-02,E-book,Romance,Paranormal Romance,Spanish,378,,32.3,14.58,1,219,0,0,2014-08-26,
874,PROD00000705,9780060572976,The Good the Bad and the Undead,Kim Harrison,HarperCollins,2005-05-06,Physical,Fantasy,Epic Fantasy,Spanish,  453,,49.57,18.39,1,138,0,0,2006-07-16,2005-07-31
875,PROD00000705,9780060572976,The Good the Bad and the Undead,Kim Harrison,HarperCollins  ,2005-05-06,Physical,Fantasy,Epic Fantasy  ,Spanish,453,,44.07,16.34,1,194,0,0,2006-02-12,2005-04-05
876,PROD00000705,9780060572976,The Good the Bad and the Undead,Kim Harrison,HarperCollins,2005-05-06,Physical,Fantasy,EPIC FANTASY,Spanish,453,,39.66,14.71,1,21,0,0,2005-12-13,
877,PROD00000706,9780553499117  ,Illuminae,Amie Kaufman,Macmillan,2015-07-28,Physical,Fiction,Literary Fiction,Spanish,608,,31.0,12.24,1,62,0,0,2019-08-09,
878,PROD00000707,9780385743587,Firefight,Brandon Sanderson,,,PHYSICAL  ,Fantasy,Epic Fantasy,,416,,45.69,12.42,1,177,0,0,2016-01-09,2015-08-23
879,PROD00000707,9780385743587,Firefight,Brandon Sanderson,Penguin Random House,2015-08-18,Physical,Fantasy,Epic Fantasy,German,416,,38.84,10.56,1,429,0,0,2015-09-27,
880,PROD00000708,  9780451239358,Lover at Last,J.R. Ward,Hachette,2013-01-07,Physical,Fantasy,Dark Fantasy,Spanish,608,,10.33,6.69,1,373,0,0,2015-10-22,
881,PROD00000709,9781841499901,Caliban's War,James S.A. Corey,Penguin Random House,2012-09-07,Physical,Fiction,Literary Fiction,spanish,595,,26.65,14.82,1,216,0,0,2016-08-31,
882,PROD00000710,  9780805090031,Bring Up the Bodies,Hilary Mantel,Penguin Random House,2012-04-03,Physical,Fiction,Contemporary Fiction,FRENCH,407,,29.74,7.78,1,294,0,0,2013-12-26,
883,PROD00000711,9781490904382,Dust,Hugh Howey,Simon & Schuster,2013-06-13,Physical,Fiction,Literary Fiction  ,English,458,,36.46,3.65,1,343,0,0,2014-05-20,
884,PROD00000712,9781423157519,Never Fade,Alexandra Bracken,HarperCollins,2013-08-15,Audiobook,Fiction,Historical Fiction,English,,845,20.81,6.12,1,15,0,0,2014-04-08,
885,PROD00000713,9780552152679,Thud!,Terry Pratchett,Simon & Schuster,2026-08-03,E-book,Fiction,Contemporary Fiction,Spanish,439,,36.07,12.11,1,427,0,0,2006-08-18,
886,PROD00000714,9780545424981,The Raven King,Maggie Stiefvater,Macmillan,2016-06-03,Physical,Fantasy,Urban Fantasy,German,439,,28.51,6.01,1,396,0,0,2018-10-27,
887,PROD00000715,,Finding Cinderella,Colleen Hoover,Macmillan,2013-03-09,  Audiobook,Romance,Historical Romance,English,,293,21.97,9.42,1,451,0,0,2014-09-21,
888,PROD00000716,9780061783180,This Side of the Grave,JEANIENE FROST,HarperCollins,2011-03-11,Physical,Fantasy,Urban Fantasy,English,357,,36.87,5.8,1,162,0,0,2013-09-26,
889,PROD00000717,9780552552646,A Hat Full of Sky,Terry Pratchett,  Macmillan,2004-04-11,Physical,Fantasy,Dark Fantasy,French,352,,17.18,8.95,1,113,0,0,2007-02-08,
890,PROD00000718,  9780062208194,Destroy Me,Tahereh Mafi,hachette,2012-06-20,Physical,fiction,Historical Fiction,French,109,,10.97,9.49,1,196,0,0,2013-11-27,
891,PROD00000719,  9780006513223,THE BRONZE HORSEMAN,paullina simons,SIMON & SCHUSTER,2001-08-20,physical,Romance,Contemporary Romance,Spanish,637,,24.31,7.85,1,41,0,0,2003-01-20,
892,PROD00000720,9780553582451,The Golden Fool,Robin Hobb,Hachette,2002-10-07,E-book,Fantasy,Epic Fantasy,English,709,,30.76,6.38,1,476,0,0,2004-09-20,
893,PROD00000721,9781416950059,Identical,ellen hopkins,hachette,2008-12-18,E-book,Fiction,Contemporary Fiction,German,565,,31.46,5.1,1,137,0,0,2010-12-31,
894,PROD00000722,9780441017386,Hunting Ground,Patricia Briggs,Simon & Schuster,2009-03-18,  Physical,Fantasy,Epic Fantasy  ,German,286,,32.06,14.16,1,198,0,0,2009-11-07,
895,PROD00000723,9780441013401,Academ's Fury,Jim Butcher,macmillan,2005-02-15,Audiobook,Fantasy,Epic Fantasy,German,,1173,18.56,6.6,1,314,0,0,2007-08-12,
896,PROD00000724,9780060788384,FOR A FEW DEMONS MORE,Kim Harrison,Hachette,2007-06-22,E-book,Fantasy,Dark Fantasy  ,French,456,,35.93,10.83,1,451,0,0,2008-12-16,
897,PROD00000725,9780312624682,awake at dawn,C.C. Hunter,Hachette,2011-06-19,Audiobook,  Fantasy,Dark Fantasy,French,,638,33.09,10.58,1,53,0,,2015-02-11,
898,PROD00000726,9780586217832,Magician,Raymond E. Feist,HarperCollins,1982-02-24,E-book,Fantasy,Dark Fantasy,German,681,,36.48,3.84,1,339,0,0,1985-02-26,
899,PROD00000727,9780983157229,Pure,JENNIFER L. ARMENTROUT,Simon & Schuster,2012-07-22,AUDIOBOOK,Fiction,Literary Fiction,German,,548,20.39,8.04,1,288,0,0,2015-08-08,
900,PROD00000728,9781416903376,Emperor Mage,Tamora Pierce,Macmillan,1994-06-09,Physical,Fantasy,Epic Fantasy,English,358,,11.9,6.89,1,488,0,0,1994-07-30,
901,PROD00000729,9780060788193,A Fistful of Charms,Kim Harrison,HARPERCOLLINS,2006-06-17,Physical,Fantasy,Urban Fantasy,French,510,,15.23,10.42,1,486,0,0,2010-01-23,
902,PROD00000730,9780373772322,The Darkest Kiss,Gena Showalter,Macmillan,2008-10-11,Audiobook  ,Fantasy,EPIC FANTASY,  Spanish,,613,13.18,14.48,1,221,0,0,2010-02-27,
903,PROD00000731,,The Gamble,Kristen Ashley,  Penguin Random House,2011-09-19,Physical,romance,Historical Romance  ,French,629  ,,35.48,7.4,1,415,0,0,2013-09-16,
904,PROD00000732,9780743452922,The Bride,Julie Garwood,simon & schuster,1989-07-09,Physical,History,ANCIENT HISTORY,Spanish,595,,33.07,13.28,1,467,0,0,1992-04-28,
905,PROD00000733,9781416509882,No Rest for the Wicked,Kresley Cole,Simon & Schuster,2006-02-06,Audiobook,Fantasy,Urban Fantasy,German,,593,17.35,6.49,1,443,0,0,2006-11-26,
906,PROD00000734,9781416908173,The Realms of the Gods,Tamora Pierce,HarperCollins,1996-01-27,  Physical,Fantasy,Urban Fantasy,French,347,,22.66,3.53,1,330,0,0,1996-09-01,
907,PROD00000735,9780765343437,Daughter of the Forest,Juliet Marillier,Penguin Random House,1999-05-19,PHYSICAL,Fantasy,Dark Fantasy,Spanish,554,,37.05,13.4,1,306,0,0,2000-11-06,
908,PROD00000736,9780061053566,The Player Of Games,Iain M. Banks,HarperCollins,1988-05-12,Audiobook,Fiction,Historical Fiction,English,,488,47.47,13.2,1,173,0,0,1990-09-04,1989-08-12
909,PROD00000736,9780061053566,  The Player of Games,Iain M. Banks,HarperCollins,1988-05-12,Audiobook,Fiction,  Historical Fiction,English,,488,42.2,11.73,1,275,0,0,1990-07-22,1989-09-09
910,PROD00000736,9780061053566,The Player of Games  ,Iain M. Banks,  HarperCollins,1988-05-12,Audiobook,Fiction,Historical Fiction  ,English,,488  ,37.98,10.56,1,336,0,0,1990-05-01,
911,PROD00000737,9780345409461,The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan,Hachette  ,1995-10-10,E-book,Fiction,Literary Fiction,Spanish,457,,21.65,10.19,1,138,0,0,1995-10-10,
912,PROD00000738,9780805080520,The High King,Lloyd Alexander,Hachette,,Audiobook,fantasy,Dark Fantasy,English,,421,37.55,14.92,1,134,0,0,1972-10-22,1971-11-14
913,PROD00000738,9780805080520,The High King,Lloyd Alexander,Hachette,1968-07-23,  audiobook,Fantasy,Dark Fantasy,,,421,34.24,13.6,1,24,0,0,1972-08-02,1971-09-27
914,PROD00000738,9780805080520,The High King,Lloyd Alexander,Hachette,1968-07-23,Audiobook,Fantasy,Dark Fantasy,English,,421,31.46,12.5,1,155,0,0,1972-07-19,1971-04-18
915,PROD00000738,9780805080520,The High King,Lloyd Alexander,Hachette,1968-07-23,Audiobook,Fantasy,dark fantasy,English,,421,29.1,11.56,1,76,0,0,1972-02-13,
916,PROD00000739,9780413771162,The Truth,TERRY PRATCHETT,Hachette,2000-05-27,Physical,Fantasy,Dark Fantasy,Spanish,336,,12.26,3.91,1,121,0,0,2002-09-25,
917,PROD00000740,9780765378552,Shadows of Self,Brandon Sanderson,Simon & Schuster,2015-01-25,Physical,Fantasy,Epic Fantasy,English,383,,19.67,4.0,1,406,0,0,2015-03-29,
918,PROD00000741,  9781423147947,Out of Sight Out of Time,Ally Carter,Simon & Schuster,2012-09-14,Physical,Fiction,Literary Fiction,Spanish,294,,31.24,4.59,1,241,0,0,2015-07-07,2014-10-05
919,PROD00000741,9781423147947,Out of Sight Out of Time,Ally Carter,Simon & Schuster,2012-09-14,Physical,  Fiction,Literary Fiction,spanish,294,,26.55,3.9,1,451,0,0,2015-03-07,
920,PROD00000742,9780060562519,Devil in Winter,Lisa Kleypas,  HarperCollins,2006-02-03,Physical,History,Ancient History,French,368,,23.9,12.63,1,224,0,0,2009-04-09,
921,PROD00000743,,Love Unrehearsed,TINA REBER,Macmillan,2012-04-05,  Audiobook,Romance,Historical Romance,  English,,746,19.99,11.54,1,361,0,,2014-05-23,
922,PROD00000744,9780679724773,I Claudius,Robert Graves,Macmillan,1934-11-25,Physical,Fiction,Historical Fiction,French,468,,25.13,6.37,1,200,0,0,1936-08-13,
923,PROD00000745,9780671741037,Swan Song,Robert McCammon,Harpercollins,1987-02-13,Physical,Fiction,Literary Fiction,English,956,,27.78,7.02,1,65,0,0,1987-09-05,
924,PROD00000746,,Play,Kylie Scott,Macmillan,2014-02-04,Physical,Romance,Paranormal Romance,Spanish,260  ,,13.23,10.57,1,439,0,0,2014-03-08,
925,PROD00000747,9780061138010,White Witch Black Curse,Kim Harrison,Macmillan,2009-01-14,E-book,Fantasy,Epic Fantasy,French,504,,30.84,11.18,1,203,0,0,2012-07-23,
926,PROD00000748,,Mine,Katy Evans,Simon & Schuster,,E-book,Romance,Paranormal Romance,English,337,,37.63,12.7,1,126,0,0,2016-07-22,2015-09-04
927,PROD00000748,,Mine,Katy Evans,Simon & Schuster  ,2013-12-10,E-book,Romance,Paranormal Romance,  English,337,,34.31,11.58,1,163,0,,2016-02-21,2015-07-19
928,PROD00000748,,Mine,Katy Evans,Simon & Schuster,2013-12-10,E-book  ,Romance,Paranormal Romance,English,337,,31.52,10.64,1,1,0,0,2015-10-28,2015-04-16
929,PROD00000748,,Mine,Katy Evans,Simon & Schuster,2013-12-10,E-book,Romance,Paranormal Romance,English,337,,29.16,9.84,1,366,0,0,2015-05-30,
930,PROD00000749,,Out of Breath,Rebecca Donovan,Simon & Schuster  ,2013-10-25,Audiobook,Romance,Paranormal Romance  ,English,,703,13.02,10.43,1,92,0,0,2015-06-26,
931,PROD00000750,9781616960926,The Emperor's Soul,Brandon Sanderson,Macmillan,2012-12-03,physical,Fantasy,Dark Fantasy,Spanish,175,,20.72,11.54,1,142,0,0,2016-12-27,
932,PROD00000751,9780920236161,The Paper Bag Princess,Robert Munsch,Simon & Schuster,1980-07-08,PHYSICAL,Fiction,Literary Fiction,French,32,,18.66,13.08,1,369,0,0,1984-07-07,
933,PROD00000752,,Lady Knight,Tamora Pierce,harpercollins,2002-02-18,Audiobook,Fantasy,Dark Fantasy,English,,693,21.8,10.7,1,257,0,0,2002-09-28,
934,PROD00000753,9780765310026,Deadhouse Gates,Steven Erikson,HarperCollins,2000-02-05,E-book,Fantasy,Urban Fantasy,French,604,,22.23,12.22,1,214,0,0,2003-01-02,
935,PROD00000754,9780765376473,A Gathering of Shadows,V.E. Schwab,HarperCollins,2016-08-25,E-book,Fantasy,Urban Fantasy  ,French,512,,23.41,12.44,1,215,0,,2019-09-02,
936,PROD00000755,9780373773107,The Darkest Pleasure,Gena Showalter,Hachette,2008-07-23,physical,Fantasy,Dark Fantasy,  Spanish,368,,21.13,11.85,1,299,0,0,2009-01-06,
937,PROD00000756,9780192123176,The Return of Sherlock Holmes,Arthur Conan Doyle,Simon & Schuster  ,,Physical,Fiction,,,474,,27.8,17.65,1,147,0,0,1908-02-11,1909-09-22
938,PROD00000756,9780192123176,The Return of Sherlock Holmes,Arthur Conan Doyle,SIMON & SCHUSTER,1905-10-22,Physical,Fiction,Literary Fiction,French,  474,,23.63,15.0,1,338,0,0,1909-09-22,
939,PROD00000757,9781416547075,Dark Needs At Night'S Edge,Kresley Cole,Macmillan,2008-05-17,Physical,Fantasy,Epic Fantasy,Spanish,368,,31.84,15.92,1,107,0,0,2010-03-04,2009-10-01
940,PROD00000757,9781416547075,Dark Needs At Night'S Edge,Kresley Cole,Macmillan,2008-05-17,Physical,Fantasy,,Spanish,368,,28.3,14.16,1,216,0,0,2010-02-20,2009-01-01
941,PROD00000757,9781416547075,  Dark Needs at Night's Edge,Kresley Cole,Macmillan,2008-05-17,Physical,Fantasy,Epic Fantasy,Spanish,368  ,,25.47,12.74,1,452,0,0,2009-10-06,
942,PROD00000758,9780312624699,Taken at Dusk,C.C. Hunter,Simon & Schuster,2012-03-18,E-book,Fantasy,Urban Fantasy,  English,380,,29.53,10.99,1,40,0,,2014-11-02,
943,PROD00000759,9780735220683,Eleanor Oliphant is Completely Fine,Gail Honeyman,Hachette,2017-08-01,E-book,Fiction,CONTEMPORARY FICTION,French,327,,18.7,10.4,1,277,0,0,2017-08-05,
944,PROD00000760,9780008250447,A Torch Against the Night,Sabaa Tahir,Hachette,2016-10-18,Physical,Fantasy,Dark Fantasy,French,452,,39.96,7.48,1,465,0,,2020-07-26,
945,PROD00000761,9781442423688,unwholly,Neal Shusterman,Simon & Schuster,2012-03-02,Physical,Fiction,Historical Fiction,French,416,,30.33,8.93,1,485,0,,2014-11-11,
946,PROD00000762,9781591162209,rurouni Jian Xin 1,NOBUHIRO WATSUKI,Macmillan,1994-10-16,Audiobook,Fiction,Historical Fiction,German,,335,32.99,14.45,1,469,0,0,1994-12-29,
947,PROD00000763,,Simple Perfection,Abbi Glines,HarperCollins,2013-11-03,E-Book,  Romance,Paranormal Romance,English,256,,24.78,5.17,1,285,0,0,2015-04-19,
948,PROD00000764,9781609452230,Storia di chi fugge e di chi resta,Elena Ferrante,Penguin Random House,2013-05-13,Physical,Fiction,Literary Fiction,  German,418,,19.92,4.99,1,49,0,0,2013-10-24,
949,PROD00000765,9780373773923,The Darkest Whisper,Gena Showalter,Simon & Schuster,2009-01-06,Physical,Fantasy,Dark Fantasy,  English,406,,28.69,13.24,1,237,0,0,2009-12-19,
950,PROD00000766,,The Score,Elle Kennedy,HarperCollins,2016-10-23,Physical,Romance,Historical Romance,English,361,,33.41,14.75,1,34,0,0,2018-10-22,
951,PROD00000767,  9780553589399,Midnight Awakening,Lara Adrian,Macmillan,2007-06-04,Physical,Fantasy,Urban Fantasy,german,369,,33.18,12.89,1,453,0,,2009-06-16,
952,PROD00000768,9781423118244,The Exiled Queen,Cinda Williams Chima,Macmillan,2010-03-03,Audiobook,Fantasy,Urban Fantasy,Spanish,,  976,36.84,3.43,1,365,0,0,2012-08-04,
953,PROD00000769,,Law Man,Kristen Ashley,Penguin Random House,2012-12-22,Audiobook,Romance,paranormal romance,English,,891,17.43,5.43,1,9,0,0,2016-12-17,
954,PROD00000770,9780385611077,I Shall Wear Midnight,Terry Pratchett,HarperCollins  ,2010-12-15,E-book  ,Fantasy,Epic Fantasy,Spanish,349,,18.41,11.64,1,342,0,0,2012-10-30,
955,PROD00000771,9780312360818  ,Second Grave on the Left,Darynda Jones,hachette,2011-10-21,E-book,Fantasy,epic fantasy,French,307,,31.85,8.04,1,36,0,,2015-02-25,
956,PROD00000772,9781741663013,The Kings of Clonmel,John Flanagan,  Penguin Random House,2008-12-17,Physical,Fantasy,  Epic Fantasy,German,320,,14.12,3.63,1,232,0,0,2010-06-10,
957,PROD00000773,9780439791434,Gregor and the Code of Claw,Suzanne Collins,Penguin Random House,2007-07-16,E-book,Fantasy,Epic Fantasy  ,French,412,,10.1,11.83,1,348,0,0,2007-10-09,
958,PROD00000774,9780679444329,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,HarperCollins,2010-02-16,Audiobook,History,Military History,Spanish,,1036,23.5,10.59,1,55,0,0,2014-03-13,
959,PROD00000775,9780749934088,Immortal in Death,J.D. Robb,Penguin Random House,1996-02-15,  Audiobook,Mystery,Cozy Mystery,German,,575,12.57,5.92,1,246,0,0,1998-05-20,
960,PROD00000776,9780759530010,souruita 1,Atsushi Ohkubo,Macmillan,2004-09-12,Audiobook,Fantasy,Urban Fantasy,French,,346,24.84,12.08,1,324,0,0,2007-06-07,
961,PROD00000777,9780345533623,Tricked,Kevin Hearne,Simon & Schuster,2012-07-27,Physical,Fantasy,Epic Fantasy,Spanish,341,,26.64,9.94,1,20,0,0,2013-12-19,
962,PROD00000778,9780671744212,The Secret,Julie Garwood,Simon & Schuster,1992-11-13,Physical,History,Military History,German,379,,12.88,8.91,1,224,0,0,1992-12-09,
963,PROD00000779,9780312934330,Unleash the Night,Sherrilyn Kenyon  ,Hachette,2005-05-17,Audiobook,Fantasy,Urban Fantasy,English,,630  ,14.19,10.99,1,424,0,0,2006-09-14,
964,PROD00000780,9780451464965,Written In Red,Anne Bishop,Simon & Schuster,2013-03-17,Physical,Fantasy,Urban Fantasy,German,433,,36.86,11.23,1,265,0,0,2014-10-24,
965,PROD00000781,9780440236559,Kiss of the Highlander,  Karen Marie Moning,HarperCollins,2001-10-19,  physical,Romance,Contemporary Romance,English,  396,,13.72,5.35,1,168,0,,2002-12-08,
966,PROD00000782,2940016319506,Play With Me,  Kristen Proby,Macmillan,2013-07-13,Physical,Romance,Contemporary Romance,English,298,,24.61,9.2,1,423,0,0,2013-10-14,
967,PROD00000783,9781250052384,Lead,Kylie Scott  ,Hachette,2014-06-08,Physical,Romance,Paranormal Romance,German,305,,12.38,14.03,1,255,0,0,2016-11-07,
968,PROD00000784,9780060724696,twilight,  Meg Cabot,Penguin Random House,2005-09-22,  Audiobook,Fiction,Contemporary Fiction,english,,520,19.21,13.55,1,410,0,0,2009-08-06,
969,PROD00000785,9781250091840,Stars Above,Marissa Meyer,Penguin Random House,2016-04-02,Physical,Fiction,Literary Fiction,French,400  ,,31.2,8.5,1,366,0,0,2019-08-08,
970,PROD00000786,9781416595205,  Kill Shot,Vince Flynn,Simon & Schuster  ,2012-02-25,E-book,Fiction,Literary Fiction,German,385,,31.66,10.16,1,322,0,0,2013-05-16,
971,PROD00000787,9781416580942,kiss of a demon king,Kresley Cole,Simon & Schuster,2009-02-21,E-book,Fantasy,Dark Fantasy,English,417,,21.4,11.91,1,465,0,,2010-01-10,
972,PROD00000788,9781401235413  ,Batman Volume 1: The Court of Owls,Scott Snyder  ,  Penguin Random House,2012-10-02,E-book,Fiction  ,Literary Fiction,German,176,,37.46,8.6,1,441,0,0,2013-06-14,
973,PROD00000789,9780451231611,Ghost Town,Rachel Caine,Penguin Random House,2010-05-02,Physical,Fiction,Contemporary Fiction,German,335,,25.35,12.5,1,373,0,0,2013-11-17,
974,PROD00000790,9780486422459,Briefe an einen jungen Dichter,RAINER MARIA RILKE,Hachette,1929-02-09,Audiobook,Fiction,Historical Fiction,German,,133,19.67,4.0,1,3,0,0,1930-01-22,
975,PROD00000791,9780316229296,The Fifth Season,N.K. Jemisin,Hachette,2015-08-27,E-BOOK,Fantasy,epic fantasy,German,468,,31.26,14.42,1,116,0,0,2017-06-03,
976,PROD00000792,,The Wall Of Winnipeg And Me,Mariana Zapata,Simon & Schuster,2016-11-14,Audiobook,ROMANCE,Historical Romance,French,,1121,39.65,9.75,1,272,0,0,2018-08-08,
977,PROD00000793,9780312369507,Devil May Cry,Sherrilyn Kenyon,Macmillan,2007-03-27,Physical,Fantasy,Epic Fantasy,German,258,,13.52,8.63,1,144,0,0,2010-11-03,2009-07-11
978,PROD00000793,9780312369507,Devil May Cry,Sherrilyn Kenyon,Macmillan  ,2007-03-27,Physical,Fantasy,Epic Fantasy,,258  ,,12.33,7.87,1,184,0,0,2010-06-29,2011-06-13
979,PROD00000793,9780312369507,Devil May Cry,Sherrilyn Kenyon,Macmillan,2007-03-27,Physical,Fantasy,Epic Fantasy,  German,258,,11.33,7.23,1,248,0,0,2011-06-13,2010-09-11
980,PROD00000793,9780312369507,Devil May Cry,Sherrilyn Kenyon,Macmillan,2007-03-27,Physical,Fantasy,Epic Fantasy,German,258,,10.48,6.69,1,65,0,0,2011-01-06,
981,PROD00000794,,White Hot Kiss,Jennifer L. Armentrout,Hachette,2014-06-24,Audiobook,Fantasy,Epic Fantasy,English,,646,37.57,14.75,1,304,0,0,2016-12-03,
982,PROD00000795,9780859536592,The Little Mouse the Red Ripe Strawberry and the Big Hungry Bear,Don Wood,Macmillan,1984-04-16,Audiobook,Fiction,Historical Fiction,French,,53,21.71,3.45,1,264,0,0,1986-03-10,
