page_view_key,session_id,page_view_timestamp,page_url,page_title,page_type,product_id,previous_page_url,time_on_page_seconds,scroll_depth_percent,exit_page_flag,entry_page_flag
19119,SESS00153356,2022-09-27 00:49:45,https://bookhoarder.com/product/PROD00001883,The Book Hoarder - Product,Product,PROD00001883,https://bookhoarder.com/home,342,62,0,0
19120,SESS00153356,2022-09-27 00:57:17,https://bookhoarder.com/product/PROD00003303,The Book Hoarder - Product,Product,PROD00003303,https://bookhoarder.com/product/PROD00001883,331,86,0,0
19121,SESS00153356,2022-09-27 00:57:07,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/product/PROD00003303,391,90,0,0
19122,SESS00153356,2022-09-27 00:56:09,https://bookhoarder.com/product/PROD00001862,  The Book Hoarder - Product,Product,PROD00001862,https://bookhoarder.com/category,369,93,0,0
19123,SESS00153356,2022-09-27 01:00:17,https://bookhoarder.com/home,  The Book Hoarder - Home,Home,,https://bookhoarder.com/product/PROD00001862  ,444,80,1,0
19124,SESS00063237,2021-08-01 12:37:46,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,,136,64,0,1
19125,SESS00063237,2021-08-01 12:39:28,https://bookhoarder.com/home  ,The Book Hoarder - Home,Home,,https://bookhoarder.com/home,298,73,0,0
19126,SESS00063237,2021-08-01 12:41:24,  https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/home,327,64,0,0
19127,SESS00063237,2021-08-01 12:42:25,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/home,91,77,0,0
19128,SESS00063237,2021-08-01 12:45:14,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,  https://bookhoarder.com/cart,387,77,0,0
19129,SESS00063237,2021-08-01 12:39:31,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/category,48,71,0,0
19130,SESS00063237,2021-08-01 12:49:40,https://bookhoarder.com/product/PROD00002856,the book hoarder - product,Product,PROD00002856,https://bookhoarder.com/home,142,68,0,0
19131,SESS00063237,2021-08-01 12:46:59,https://bookhoarder.com/product/PROD00000907,The Book Hoarder - Product,Product,PROD00000907,https://bookhoarder.com/product/PROD00002856,430,74,0,0
19132,SESS00063237,2021-08-01 12:46:34,https://bookhoarder.com/product/PROD00004937,The Book Hoarder - Product,Product,PROD00004937,https://bookhoarder.com/product/PROD00000907,30,77,0,0
19133,SESS00063237,2021-08-01 12:40:37,https://bookhoarder.com/product/PROD00002228,The Book Hoarder - Product,Product,PROD00002228,https://bookhoarder.com/product/PROD00004937,265,83,1,0
19134,SESS00013570,2021-08-30 06:24:51,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,,366,71,0,1
19135,SESS00013570,2021-08-30 06:26:20,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/category,207,82,1,0
19136,SESS00154011,2021-03-02 12:27:42,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,,198,63,0,1
19137,SESS00154011,2021-03-02 12:29:03,https://bookhoarder.com/category,The Book Hoarder - Category,  Category,,https://bookhoarder.com/home  ,85,99,0,0
19138,SESS00154011,2021-03-02 12:30:56,https://bookhoarder.com/product/PROD00000823,The Book Hoarder - Product,Product,PROD00000823,https://bookhoarder.com/category,387,94,0,0
19139,SESS00154011,2021-03-02 12:30:12,https://bookhoarder.com/checkout,The Book Hoarder - Checkout,Checkout,,https://bookhoarder.com/product/PROD00000823,132,92,0,0
19140,SESS00154011,2021-03-02 12:33:22,https://bookhoarder.com/category,The Book Hoarder - Category,  Category,,https://bookhoarder.com/checkout,111,71,1,0
19141,SESS00054655,2021-10-02 12:45:50,https://bookhoarder.com/category,The Book Hoarder - Category,  Category,,,106,86,0,1
19142,SESS00054655,2021-10-02 12:47:41,https://bookhoarder.com/product/PROD00000637,The Book Hoarder - Product,Product,PROD00000637,https://bookhoarder.com/category,144,93,0,0
19143,SESS00054655,2021-10-02 12:46:56,https://bookhoarder.com/product/PROD00003464,The Book Hoarder - Product,Product,PROD00003464,https://bookhoarder.com/product/PROD00000637,94,73,0,0
19144,SESS00054655,2021-10-02 12:47:17,https://bookhoarder.com/product/PROD00000147,The Book Hoarder - Product,Product,PROD00000147,https://bookhoarder.com/product/PROD00003464,13,83,0,0
19145,SESS00054655,2021-10-02 12:47:14,https://bookhoarder.com/product/PROD00003497,The Book Hoarder - Product  ,Product,PROD00003497,https://bookhoarder.com/product/PROD00000147,447,65,0,0
19146,SESS00054655,2021-10-02 12:47:55,https://bookhoarder.com/product/PROD00004740,The Book Hoarder - Product,Product,PROD00004740,https://bookhoarder.com/product/PROD00003497,337,72,0,0
19147,SESS00054655,2021-10-02 12:50:14,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/product/PROD00004740,421,72,0,0
19148,SESS00054655,2021-10-02 12:58:26,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/category,258,80,0,0
19149,SESS00054655,2021-10-02 12:58:54,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/cart,390,81,0,0
19150,SESS00054655,2021-10-02 12:57:50,https://bookhoarder.com/payment-failed,The Book Hoarder - Payment Failed,Payment Failed,,https://bookhoarder.com/home,146,54,1,0
19151,SESS00170294,2021-11-09 11:22:51,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,,348,73,0,1
19152,SESS00170294,2021-11-09 11:23:52,https://bookhoarder.com/category,The Book Hoarder - Category  ,Category,,https://bookhoarder.com/category,7,99,0,0
19153,SESS00170294,2021-11-09 11:25:11,https://bookhoarder.com/product/PROD00001451,The Book Hoarder - Product,Product,PROD00001451,https://bookhoarder.com/category,63,62,0,0
19154,SESS00170294,2021-11-09 11:24:15,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/product/PROD00001451,160,90,0,0
19155,SESS00170294,2021-11-09 11:27:15,https://bookhoarder.com/category,  The Book Hoarder - Category,Category,,https://bookhoarder.com/home,298,75,0,0
19156,SESS00170294,2021-11-09 11:24:56,https://bookhoarder.com/payment-failed,The Book Hoarder - Payment Failed,payment failed,,https://bookhoarder.com/category,129,,1,0
19157,SESS00178536,2024-09-13 02:39:58,  https://bookhoarder.com/category,THE BOOK HOARDER - CATEGORY,Category,,,84,89,0,1
19158,SESS00178536,2024-09-13 02:41:06,https://bookhoarder.com/category,The Book Hoarder - Category,Category  ,,https://bookhoarder.com/category,167,69,1,0
19159,SESS00010459,2024-04-07 09:57:25,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,,86,82,0,1
19160,SESS00010459,2024-04-07 09:57:42,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/category,198,96,0,0
19161,SESS00010459,2024-04-07 09:58:39,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/home,9,49,0,0
19162,SESS00010459,2024-04-07 09:57:58,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/cart,67,44,0,0
19163,SESS00010459,2024-04-07 09:59:01,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/home,196,89,0,0
19164,SESS00010459,2024-04-07 10:01:30,https://bookhoarder.com/cart,The Book Hoarder - Cart,  Cart,,https://bookhoarder.com/home,253,77,0,0
19165,SESS00010459,2024-04-07 09:59:13,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/cart,162,80,0,0
19166,SESS00010459,2024-04-07 10:06:31,https://bookhoarder.com/category,The Book Hoarder - Category,CATEGORY,,https://bookhoarder.com/home,13,43,0,0
19167,SESS00010459,2024-04-07 10:07:01,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/category,10,59,0,0
19168,SESS00010459,2024-04-07 10:08:31,https://bookhoarder.com/payment-failed,The Book Hoarder - Payment Failed,Payment Failed  ,,https://bookhoarder.com/category,75,51,1,0
19169,SESS00114788,2021-10-28 01:58:51,  https://bookhoarder.com/category,The Book Hoarder - Category,Category,,,177,79,0,1
19170,SESS00114788,2021-10-28 01:59:24,https://bookhoarder.com/product/PROD00003421,The Book Hoarder - Product,Product,PROD00003421,https://bookhoarder.com/category,175,100,0,0
19171,SESS00114788,2021-10-28 02:00:15,https://bookhoarder.com/product/PROD00003296,THE BOOK HOARDER - PRODUCT,Product,PROD00003296,https://bookhoarder.com/product/PROD00003421,103,99,0,0
19172,SESS00114788,2021-10-28 02:04:27,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/product/PROD00003296,162,68,0,0
19173,SESS00114788,2021-10-28 02:01:27,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,  https://bookhoarder.com/category,318,60,0,0
19174,SESS00114788,2021-10-28 02:07:16,https://bookhoarder.com/product/PROD00001784,The Book Hoarder - Product,Product  ,PROD00001784,https://bookhoarder.com/category,324,75,0,0
19175,SESS00114788,2021-10-28 02:05:03,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/product/PROD00001784,81,91,0,0
19176,SESS00114788,2021-10-28 02:10:45,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/category,93,66,0,0
19177,SESS00114788,2021-10-28 02:12:51,https://bookhoarder.com/product/PROD00004910,The Book Hoarder - Product,Product,PROD00004910,https://bookhoarder.com/cart,193,69,0,0
19178,SESS00114788,2021-10-28 02:02:00,https://bookhoarder.com/category,the book hoarder - category,Category  ,,https://bookhoarder.com/product/PROD00004910,16,63,1,0
19179,SESS00130317,2024-07-02 23:44:13,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,,76,,0,1
19180,SESS00130317,2024-07-02 23:45:00,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/home,81,66,0,0
19181,SESS00130317,2024-07-02 23:45:27,https://bookhoarder.com/product/PROD00004108,The Book Hoarder - Product,Product,PROD00004108,https://bookhoarder.com/category,195,87,0,0
19182,SESS00130317,2024-07-02 23:50:01,https://bookhoarder.com/category,THE BOOK HOARDER - CATEGORY,Category,,https://bookhoarder.com/product/PROD00004108,35,40,0,0
19183,SESS00130317,2024-07-02 23:46:25,https://bookhoarder.com/product/PROD00001475,The Book Hoarder - Product,PRODUCT,PROD00001475,https://bookhoarder.com/category,28,73,0,0
19184,SESS00130317,2024-07-02 23:52:43,https://bookhoarder.com/product/PROD00003136,the book hoarder - product,Product,PROD00003136,https://bookhoarder.com/product/PROD00001475,179,100,0,0
19185,SESS00130317,2024-07-02 23:52:31,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/product/PROD00003136,153,57,0,0
19186,SESS00130317,2024-07-02 23:50:10,https://bookhoarder.com/category,The Book Hoarder - Category,Category  ,,https://bookhoarder.com/cart,144,70,0,0
19187,SESS00130317,2024-07-02 23:50:37,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/category,149,,0,0
19188,SESS00130317,2024-07-02 23:55:37,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/home,198,41,1,0
19189,SESS00035568,2024-06-17 05:18:07,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,,20,93,0,1
19190,SESS00035568,2024-06-17 05:18:56,https://bookhoarder.com/category,the book hoarder - category,Category,,https://bookhoarder.com/home,39,97,0,0
19191,SESS00035568,2024-06-17 05:20:41,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/category,149,88,0,0
19192,SESS00035568,2024-06-17 05:19:28,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/category,19,81,0,0
19193,SESS00035568,2024-06-17 05:24:31,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/category,50,,0,0
19194,SESS00035568,2024-06-17 05:27:27,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/category,210,98,0,0
19195,SESS00035568,2024-06-17 05:22:43,  https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/cart,154,47,0,0
19196,SESS00035568,2024-06-17 05:23:43,https://bookhoarder.com/cart,  The Book Hoarder - Cart,Cart,,https://bookhoarder.com/category,84,79,0,0
19197,SESS00035568,2024-06-17 05:33:59,https://bookhoarder.com/product/PROD00002699,The Book Hoarder - Product  ,Product,PROD00002699,https://bookhoarder.com/cart,83,81,0,0
19198,SESS00035568,2024-06-17 05:32:40,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/product/PROD00002699,25,96,1,0
19199,SESS00154309,2024-04-26 04:24:20,https://bookhoarder.com/home,The Book Hoarder - Home,  Home,,,93,36,0,1
19200,SESS00154309,2024-04-26 04:26:01,  https://bookhoarder.com/product/PROD00004970,The Book Hoarder - Product,Product,PROD00004970,https://bookhoarder.com/home,14,77,0,0
19201,SESS00154309,2024-04-26 04:25:10,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/product/PROD00004970,68,58,0,0
19202,SESS00154309,2024-04-26 04:27:14,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/cart,71,49,0,0
19203,SESS00154309,2024-04-26 04:31:36,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/cart,7,63,0,0
19204,SESS00154309,2024-04-26 04:29:30,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/category,129,63,0,0
19205,SESS00154309,2024-04-26 04:32:56,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/category,64,37,0,0
19206,SESS00154309,2024-04-26 04:37:59,https://bookhoarder.com/category,  The Book Hoarder - Category,Category,,https://bookhoarder.com/home,142,33,0,0
19207,SESS00154309,2024-04-26 04:39:00,https://bookhoarder.com/product/PROD00002840,The Book Hoarder - Product,Product,PROD00002840,https://bookhoarder.com/category,37,60,0,0
19208,SESS00154309,2024-04-26 04:26:17,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/product/PROD00002840,158,47,1,0
19209,SESS00101864,2021-04-07 15:21:08,  https://bookhoarder.com/home,THE BOOK HOARDER - HOME,Home,,,88,70,0,1
19210,SESS00101864,2021-04-07 15:23:08,https://bookhoarder.com/product/PROD00003915,The Book Hoarder - Product,Product,PROD00003915,https://bookhoarder.com/home,412,61,0,0
19211,SESS00101864,2021-04-07 15:24:30,https://bookhoarder.com/product/PROD00000326,The Book Hoarder - Product,Product,PROD00000326,https://bookhoarder.com/product/PROD00003915,414,60,0,0
19212,SESS00101864,2021-04-07 15:22:11,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/product/PROD00000326,282,60,0,0
19213,SESS00101864,2021-04-07 15:27:24,https://bookhoarder.com/product/PROD00004996,The Book Hoarder - Product,Product,PROD00004996,https://bookhoarder.com/home,270,89,0,0
19214,SESS00101864,2021-04-07 15:22:08,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/product/PROD00004996,88,89,0,0
19215,SESS00101864,2021-04-07 15:22:50,https://bookhoarder.com/product/PROD00000108,The Book Hoarder - Product,Product,PROD00000108,https://bookhoarder.com/home,175,69,0,0
19216,SESS00101864,2021-04-07 15:27:54,https://bookhoarder.com/product/PROD00003246,The Book Hoarder - Product,product,PROD00003246,https://bookhoarder.com/product/PROD00000108,111,91,1,0
19217,SESS00089280,2022-05-03 23:16:35,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,,117,90,0,1
19218,SESS00089280,2022-05-03 23:17:40,https://bookhoarder.com/product/PROD00001345,The Book Hoarder - Product,product,PROD00001345,https://bookhoarder.com/category,208,92,0,0
19219,SESS00089280,2022-05-03 23:18:09,https://bookhoarder.com/product/PROD00001308,The Book Hoarder - Product,Product,PROD00001308,https://bookhoarder.com/product/PROD00001345,198,88,0,0
19220,SESS00089280,2022-05-03 23:21:50,https://bookhoarder.com/product/PROD00003709,The Book Hoarder - Product,Product,PROD00003709,https://bookhoarder.com/product/PROD00001308,238,92,0,0
19221,SESS00089280,2022-05-03 23:18:19,https://bookhoarder.com/payment-failed,The Book Hoarder - Payment Failed,Payment Failed,,https://bookhoarder.com/product/PROD00003709,47,79,1,0
19222,SESS00002964,2021-04-20 01:00:02,https://bookhoarder.com/category  ,The Book Hoarder - Category,Category,,,258,93,0,1
19223,SESS00002964,2021-04-20 01:00:49,https://bookhoarder.com/product/PROD00004005,The Book Hoarder - Product,Product,PROD00004005,https://bookhoarder.com/category,373,79,0,0
19224,SESS00002964,2021-04-20 01:02:58,https://bookhoarder.com/product/PROD00001338,The Book Hoarder - Product,Product,PROD00001338,  https://bookhoarder.com/product/PROD00004005,144,87,0,0
19225,SESS00002964,2021-04-20 01:01:35,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/product/PROD00001338,237,67,0,0
19226,SESS00002964,2021-04-20 01:01:18,https://bookhoarder.com/product/PROD00001828,The Book Hoarder - Product,Product,PROD00001828,https://bookhoarder.com/home,12,70,0,0
19227,SESS00002964,2021-04-20 01:03:17,https://bookhoarder.com/category,THE BOOK HOARDER - CATEGORY,Category,,https://bookhoarder.com/product/PROD00001828,54,88,0,0
19228,SESS00002964,2021-04-20 01:02:20,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/category,423,92,0,0
19229,SESS00002964,2021-04-20 01:12:24,  https://bookhoarder.com/product/PROD00004843,The Book Hoarder - Product,Product,PROD00004843,https://bookhoarder.com/category,303,80,0,0
19230,SESS00002964,2021-04-20 01:14:02,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/product/PROD00004843,530,71,0,0
19231,SESS00002964,2021-04-20 01:09:38,https://bookhoarder.com/home,The Book Hoarder - Home,  Home,,https://bookhoarder.com/cart,402,72,1,0
19232,SESS00106830,2024-12-13 03:46:43,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,,193,96,0,1
19233,SESS00106830,2024-12-13 03:48:29,https://bookhoarder.com/product/PROD00003953,The Book Hoarder - Product,Product,PROD00003953,https://bookhoarder.com/home,150,65,0,0
19234,SESS00106830,2024-12-13 03:48:51,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/product/PROD00003953,143,32,1,0
19235,SESS00183310,2023-01-22 09:29:51,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,,138,89,0,1
19236,SESS00183310,2023-01-22 09:31:14,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/home,227,32,0,0
19237,SESS00183310,2023-01-22 09:33:25,https://bookhoarder.com/product/PROD00002445,The Book Hoarder - Product,Product,PROD00002445,https://bookhoarder.com/cart,193,59,0,0
19238,SESS00183310,2023-01-22 09:34:57,https://bookhoarder.com/product/PROD00003124,The Book Hoarder - Product,Product,PROD00003124,https://bookhoarder.com/product/PROD00002445,39,77,0,0
19239,SESS00183310,2023-01-22 09:35:27,https://bookhoarder.com/category,The Book Hoarder - Category,  Category,,https://bookhoarder.com/product/PROD00003124,107,69,0,0
19240,SESS00183310,2023-01-22 09:31:41,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/category,174,85,0,0
19241,SESS00183310,2023-01-22 09:34:09,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/cart,35,48,0,0
19242,SESS00183310,2023-01-22 09:34:38,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/category,125,82,1,0
19243,SESS00043051,2022-04-02 06:08:40,https://bookhoarder.com/category,THE BOOK HOARDER - CATEGORY,  Category,,,73,100,0,1
19244,SESS00043051,2022-04-02 06:08:54,https://bookhoarder.com/product/PROD00004279,The Book Hoarder - Product  ,Product,PROD00004279,https://bookhoarder.com/category,366,92,0,0
19245,SESS00043051,2022-04-02 06:10:58,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/product/PROD00004279,79,72,0,0
19246,SESS00043051,2022-04-02 06:11:31,https://bookhoarder.com/product/PROD00002580,The Book Hoarder - Product,Product,PROD00002580,https://bookhoarder.com/home  ,406,71,0,0
19247,SESS00043051,2022-04-02 06:16:16,https://bookhoarder.com/product/PROD00003556,The Book Hoarder - Product,Product  ,PROD00003556,https://bookhoarder.com/product/PROD00002580,118,95,0,0
19248,SESS00043051,2022-04-02 06:10:20,https://bookhoarder.com/product/PROD00003929,The Book Hoarder - Product,Product,PROD00003929,https://bookhoarder.com/product/PROD00003556,243,,0,0
19249,SESS00043051,2022-04-02 06:12:04,https://bookhoarder.com/product/PROD00001631,The Book Hoarder - Product,Product,PROD00001631,https://bookhoarder.com/product/PROD00003929,291,78,0,0
19250,SESS00043051,2022-04-02 06:22:05,https://bookhoarder.com/cart,The Book Hoarder - Cart,CART,,https://bookhoarder.com/product/PROD00001631,315,60,0,0
19251,SESS00043051,2022-04-02 06:22:56,https://bookhoarder.com/checkout,The Book Hoarder - Checkout,Checkout,,https://bookhoarder.com/cart,442,75,0,0
19252,SESS00043051,2022-04-02 06:11:49,https://bookhoarder.com/order-success,The Book Hoarder - Order Success,Order Success,,https://bookhoarder.com/checkout,93,,1,0
19253,SESS00159770,2023-11-09 19:44:43,https://bookhoarder.com/home,The Book Hoarder - Home,HOME,,,203,57,0,1
19254,SESS00159770,2023-11-09 19:46:31,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/home,270,63,0,0
19255,SESS00159770,2023-11-09 19:46:47,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/cart,76,43,1,0
19256,SESS00148163,2024-08-19 11:19:54,https://bookhoarder.com/category,The Book Hoarder - Category  ,Category,,,116,41,0,1
19257,SESS00148163,2024-08-19 11:21:44,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/category  ,39,55,1,0
19258,SESS00113408,2023-12-21 22:52:13,https://bookhoarder.com/category,THE BOOK HOARDER - CATEGORY,Category,,,106,,0,1
19259,SESS00113408,2023-12-21 22:52:43,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/category,37,54,0,0
19260,SESS00113408,2023-12-21 22:53:25,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/category,178,64,0,0
19261,SESS00113408,2023-12-21 22:56:28,  https://bookhoarder.com/cart,the book hoarder - cart,Cart,,https://bookhoarder.com/cart,175,31,0,0
19262,SESS00113408,2023-12-21 22:56:21,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/cart,60,35,1,0
19263,SESS00066589,2022-11-05 14:42:51,https://bookhoarder.com/category,The Book Hoarder - Category  ,Category,,,243,69,0,1
19264,SESS00066589,2022-11-05 14:43:14,https://bookhoarder.com/product/PROD00001956,The Book Hoarder - Product,product,PROD00001956,https://bookhoarder.com/category,324,67,0,0
19265,SESS00066589,2022-11-05 14:45:49,https://bookhoarder.com/product/PROD00002445,The Book Hoarder - Product,Product,PROD00002445,https://bookhoarder.com/product/PROD00001956,120,89,0,0
19266,SESS00066589,2022-11-05 14:43:51,  https://bookhoarder.com/product/PROD00002996,The Book Hoarder - Product,Product,PROD00002996,https://bookhoarder.com/product/PROD00002445,61,94,0,0
19267,SESS00066589,2022-11-05 14:45:23,https://bookhoarder.com/product/PROD00001071  ,The Book Hoarder - Product,Product,PROD00001071,https://bookhoarder.com/product/PROD00002996,261,67,0,0
19268,SESS00066589,2022-11-05 14:46:16,https://bookhoarder.com/payment-failed,The Book Hoarder - Payment Failed,Payment Failed  ,,https://bookhoarder.com/product/PROD00001071,129,69,1,0
19269,SESS00011357,2021-09-20 03:51:05,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,,27,,0,1
19270,SESS00011357,2021-09-20 03:52:38,https://bookhoarder.com/product/PROD00002013,The Book Hoarder - Product,Product,PROD00002013,https://bookhoarder.com/category,247,100,1,0
19271,SESS00146873,2024-05-11 08:08:05,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,,153,48,0,1
19272,SESS00146873,2024-05-11 08:09:12,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/category,43,80,0,0
19273,SESS00146873,2024-05-11 08:09:19,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/category,210,87,0,0
19274,SESS00146873,2024-05-11 08:13:53,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/category,129,45,1,0
19275,SESS00149566,2021-11-06 19:36:48,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,,96,,0,1
19276,SESS00149566,2021-11-06 19:37:42,https://bookhoarder.com/cart,The Book Hoarder - Cart,  Cart,,https://bookhoarder.com/home,292,90,0,0
19277,SESS00149566,2021-11-06 19:38:24,https://bookhoarder.com/product/PROD00000305,The Book Hoarder - Product,Product,PROD00000305,https://bookhoarder.com/cart,273,89,0,0
19278,SESS00149566,2021-11-06 19:42:03,https://bookhoarder.com/product/PROD00004817,The Book Hoarder - Product,Product,PROD00004817,https://bookhoarder.com/product/PROD00000305,27,83,1,0
19279,SESS00106438,2022-05-25 19:15:27,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,,423,93,0,1
19280,SESS00106438,2022-05-25 19:17:18,https://bookhoarder.com/product/PROD00000698,THE BOOK HOARDER - PRODUCT,Product,PROD00000698,https://bookhoarder.com/home,253,86,0,0
19281,SESS00106438,2022-05-25 19:18:55,https://bookhoarder.com/product/PROD00002858,THE BOOK HOARDER - PRODUCT,Product,PROD00002858,https://bookhoarder.com/product/PROD00000698,39,81,0,0
19282,SESS00106438,2022-05-25 19:19:57,  https://bookhoarder.com/home,The Book Hoarder - Home,Home  ,,https://bookhoarder.com/product/PROD00002858,79,,0,0
19283,SESS00106438,2022-05-25 19:22:03,https://bookhoarder.com/product/PROD00000046,The Book Hoarder - Product,Product,PROD00000046,https://bookhoarder.com/home,99,97,0,0
19284,SESS00106438,2022-05-25 19:21:02,https://bookhoarder.com/product/PROD00001884,The Book Hoarder - Product,Product,PROD00001884,  https://bookhoarder.com/product/PROD00000046,205,61,0,0
19285,SESS00106438,2022-05-25 19:23:39,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/product/PROD00001884,184,71,0,0
19286,SESS00106438,2022-05-25 19:28:31,https://bookhoarder.com/cart,  The Book Hoarder - Cart,Cart,,https://bookhoarder.com/category,74,62,0,0
19287,SESS00106438,2022-05-25 19:18:31,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/cart,433,77,0,0
19288,SESS00106438,2022-05-25 19:28:21,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/category,39,83,1,0
19289,SESS00098565,2024-10-23 14:11:27,  https://bookhoarder.com/category,The Book Hoarder - Category,Category,,,118,71,0,1
19290,SESS00098565,2024-10-23 14:12:30,https://bookhoarder.com/category,the book hoarder - category,Category,,https://bookhoarder.com/category,126,34,0,0
19291,SESS00098565,2024-10-23 14:12:07,https://bookhoarder.com/product/PROD00000987,The Book Hoarder - Product,Product,PROD00000987,https://bookhoarder.com/category,64,52,0,0
19292,SESS00098565,2024-10-23 14:13:18,https://bookhoarder.com/cart,The Book Hoarder - Cart,CART,,  https://bookhoarder.com/product/PROD00000987,11,32,0,0
19293,SESS00098565,2024-10-23 14:13:11,https://bookhoarder.com/cart,  the book hoarder - cart,Cart,,https://bookhoarder.com/cart,227,,0,0
19294,SESS00098565,2024-10-23 14:12:42,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/cart,189,89,0,0
