line_key,order_id,product_id,line_number,quantity,unit_price,unit_cost,discount_amount,line_total
1281,ORD00000432,PROD00000161,4,4,12.19,4.88,1.05,44.559999999999995
1282,ORD00000433,PROD00000568,1,3,15.93,6.37,,
1283,ORD00000433,PROD00004192,2,7,19.24,7.7,2.65,116.13
1284,ORD00000433,PROD00003462,3,4,34.03,13.61,0.81,132.88
1285,ORD00000433,PROD00004088,4,10,31.25,12.5,4.58,266.70000000000005
1286,ORD00000433,PROD00003033,5,6,48.42,19.37,,
1287,ORD00000434,PROD00003902,1,7,33.65,13.46,3.64,210.07
1288,ORD00000434,PROD00001405,2,1,31.94,12.78,,
1289,ORD00000435,PROD00003461,1,7,45.11,18.04,,
1290,ORD00000435,PROD00000530,2,9,26.21,10.48,3.23,206.82
1291,ORD00000436,PROD00002310,1,7,42.99,17.2,,
1292,ORD00000436,PROD00000257,2,4,20.37,8.15,0.07,81.2
1293,ORD00000436,PROD00004976,3,6,43.72,17.49,4.66,234.36
1294,ORD00000436,PROD00004894,4,7,13.84,5.54,1.05,89.53
1295,ORD00000436,PROD00001723,5,8,29.89,11.96,,
1296,ORD00000437,PROD00000260,1,10,39.79,15.92,3.92,358.7
1297,ORD00000437,PROD00003698,2,1,40.91,16.36,0.7,40.209999999999994
1298,ORD00000437,PROD00001176,3,8,23.08,9.23,2.2,167.04
1299,ORD00000438,PROD00003255,1,1,29.68,11.87,0.21,29.47
1300,ORD00000439,PROD00003596,1,1,36.22,14.49,,
1301,ORD00000440,PROD00002486,1,9,38.38,15.35,,
1302,ORD00000440,PROD00001599,2,1,44.38,17.75,,
1303,ORD00000441,PROD00004436,1,10,47.98,19.19,,
1304,ORD00000441,PROD00003162,2,6,12.11,4.84,1.18,65.58
1305,ORD00000441,PROD00002674,3,6,16.74,6.7,1.53,91.25999999999999
1306,ORD00000442,PROD00004222,1,1,44.0,17.6,5.87,38.13
1307,ORD00000442,PROD00004035,2,4,28.87,11.55,0.49,113.52000000000001
1308,ORD00000442,PROD00002602,3,10,33.19,13.28,2.79,304.0
1309,ORD00000443,PROD00004997,1,9,16.94,6.78,,
1310,ORD00000443,PROD00002955,2,9,19.4,7.76,1.11,164.60999999999999
1311,ORD00000444,PROD00003934,1,8,13.6,5.44,1.36,97.92
1312,ORD00000444,PROD00002871,2,3,15.72,6.29,1.29,43.29
1313,ORD00000445,PROD00001991,1,3,38.41,15.36,,
1314,ORD00000445,PROD00002503,2,10,32.01,12.8,,
1315,ORD00000445,PROD00001118,3,7,44.41,17.76,,
1316,ORD00000446,PROD00004788,1,1,34.5,13.8,2.52,31.98
1317,ORD00000447,PROD00004522,1,5,27.06,10.82,0.16,134.5
1318,ORD00000447,PROD00003401,2,5,41.63,16.65,4.19,187.20000000000002
1319,ORD00000447,PROD00004781,3,9,21.23,8.49,1.39,178.56
1320,ORD00000447,PROD00001206,4,6,21.35,8.54,3.2,108.9
1321,ORD00000447,PROD00002053,5,7,42.27,16.91,3.99,267.96000000000004
1322,ORD00000448,PROD00002367,1,10,11.39,4.56,1.62,97.69999999999999
1323,ORD00000448,PROD00002245,2,1,42.62,17.05,0.89,41.73
1324,ORD00000448,PROD00003558,3,6,32.08,12.83,2.72,176.16
1325,ORD00000448,PROD00000337,4,3,46.62,18.65,,
1326,ORD00000448,PROD00004995,5,5,40.45,16.18,1.92,192.65
1327,ORD00000449,PROD00004227,1,7,19.42,7.77,,
1328,ORD00000449,PROD00003705,2,8,43.51,17.4,0.7,342.47999999999996
1329,ORD00000449,PROD00002904,3,7,23.31,9.32,,
1330,ORD00000450,PROD00002182,1,1,46.62,18.65,,
1331,ORD00000450,PROD00000612,2,8,12.04,4.82,1.24,86.39999999999999
1332,ORD00000450,PROD00004955,3,9,47.01,18.8,6.73,362.52
1333,ORD00000450,PROD00002335,4,9,10.13,4.05,,
1334,ORD00000451,PROD00001048,1,1,21.74,8.7,1.82,19.919999999999998
1335,ORD00000452,PROD00003551,1,8,10.33,4.13,0.51,78.56
1336,ORD00000453,PROD00003485,1,1,40.89,16.36,5.91,34.980000000000004
1337,ORD00000453,PROD00004871,2,3,17.36,6.94,0.86,49.5
1338,ORD00000454,PROD00004258,1,2,46.97,18.79,,
1339,ORD00000454,PROD00002795,2,3,17.44,6.98,0.53,50.730000000000004
1340,ORD00000454,PROD00002237,3,2,27.75,11.1,3.64,48.22
1341,ORD00000454,PROD00004780,4,1,48.44,19.38,,
1342,ORD00000454,PROD00002657,5,9,26.26,10.5,1.75,220.59
1343,ORD00000455,PROD00004785,1,7,20.01,8.0,,
1344,ORD00000455,PROD00002701,2,2,15.46,6.18,0.93,29.060000000000002
1345,ORD00000455,PROD00001253,3,6,44.35,17.74,3.05,247.8
1346,ORD00000456,PROD00004138,1,1,22.13,8.85,,
1347,ORD00000457,PROD00004406,1,8,38.12,15.25,0.18,303.52
1348,ORD00000457,PROD00002305,2,6,15.61,6.24,0.1,93.06
1349,ORD00000457,PROD00002922,3,10,48.1,19.24,2.54,455.6
1350,ORD00000458,PROD00004133,1,4,22.02,8.81,0.26,87.03999999999999
1351,ORD00000458,PROD00001006,2,10,38.15,15.26,2.33,358.2
1352,ORD00000459,PROD00003066,1,2,49.94,19.98,3.87,92.14
1353,ORD00000459,PROD00004646,2,3,42.5,17.0,2.51,119.97
1354,ORD00000459,PROD00002473,3,7,43.23,17.29,,
1355,ORD00000459,PROD00001747,4,1,49.16,19.66,,
1356,ORD00000459,PROD00000054,5,7,37.4,14.96,3.53,237.08999999999997
1357,ORD00000460,PROD00004637,1,4,19.45,7.78,2.62,67.32
1358,ORD00000460,PROD00000861,2,5,27.64,11.06,1.28,131.8
1359,ORD00000460,PROD00002929,3,8,12.14,4.86,0.85,90.32000000000001
1360,ORD00000460,PROD00002542,4,2,25.24,10.1,,
1361,ORD00000461,PROD00000855,1,2,10.02,4.01,,
1362,ORD00000461,PROD00000988,2,3,38.84,15.54,,
1363,ORD00000462,PROD00001865,1,6,26.34,10.54,2.8,141.24
1364,ORD00000463,PROD00002751,1,7,16.74,6.7,0.82,111.43999999999998
1365,ORD00000463,PROD00003732,2,6,20.19,8.08,1.39,112.80000000000001
1366,ORD00000463,PROD00000075,3,1,27.63,11.05,0.41,27.22
1367,ORD00000464,PROD00003717,1,1,42.27,16.91,,
1368,ORD00000464,PROD00004015,2,6,36.13,14.45,2.73,200.40000000000003
1369,ORD00000464,PROD00002507,3,8,49.56,19.82,1.57,383.92
1370,ORD00000464,PROD00002443,4,1,25.88,10.35,,
1371,ORD00000465,PROD00004567,1,8,29.92,11.97,0.03,239.12
1372,ORD00000465,PROD00002443,2,9,47.73,19.09,0.51,424.98
1373,ORD00000465,PROD00002429,3,1,27.95,11.18,0.24,27.71
1374,ORD00000465,PROD00000098,4,1,11.36,4.54,0.49,10.87
1375,ORD00000466,PROD00004356,1,5,22.0,8.8,,
1376,ORD00000466,PROD00004515,2,9,24.75,9.9,2.18,203.13
1377,ORD00000467,PROD00002082,1,10,23.5,9.4,1.57,219.3
1378,ORD00000467,PROD00000016,2,9,38.13,15.25,4.23,305.1
1379,ORD00000467,PROD00002520,3,6,48.88,19.55,,
1380,ORD00000467,PROD00002084,4,6,31.32,12.53,1.07,181.5
1381,ORD00000468,PROD00000009,1,7,33.72,13.49,2.82,216.29999999999998
1382,ORD00000468,PROD00000280,2,2,20.58,8.23,0.63,39.9
1383,ORD00000468,PROD00000671,3,3,16.24,6.5,1.93,42.92999999999999
1384,ORD00000468,PROD00002359,4,8,39.82,15.93,3.96,286.88
1385,ORD00000468,PROD00001565,5,6,43.96,17.58,,
1386,ORD00000469,PROD00004135,1,3,22.36,8.94,2.6,59.279999999999994
1387,ORD00000469,PROD00003374,2,10,42.88,17.15,,
1388,ORD00000469,PROD00002960,3,3,36.88,14.75,5.25,94.89000000000001
1389,ORD00000469,PROD00003524,4,5,41.19,16.48,1.84,196.74999999999997
1390,ORD00000470,PROD00003604,1,8,42.43,16.97,,
1391,ORD00000470,PROD00002214,2,9,21.53,8.61,0.75,187.02
1392,ORD00000470,PROD00004518,3,6,10.98,4.39,0.91,60.42
1393,ORD00000470,PROD00002887,4,2,16.48,6.59,1.61,29.740000000000002
1394,ORD00000471,PROD00000340,1,7,44.44,17.78,0.89,304.84999999999997
1395,ORD00000471,PROD00004765,2,2,18.76,7.5,1.49,34.540000000000006
1396,ORD00000471,PROD00003579,3,9,39.57,15.83,2.16,336.68999999999994
1397,ORD00000471,PROD00003612,4,3,27.34,10.94,,
1398,ORD00000472,PROD00004767,1,5,38.13,15.25,2.2,179.65
1399,ORD00000472,PROD00003756,2,4,45.34,18.14,2.53,171.24
1400,ORD00000472,PROD00001531,3,1,41.26,16.5,,
1401,ORD00000472,PROD00004301,4,2,25.15,10.06,2.05,46.199999999999996
1402,ORD00000473,PROD00004759,1,9,39.65,15.86,4.73,314.28000000000003
1403,ORD00000473,PROD00000884,2,3,49.71,19.88,3.61,138.3
1404,ORD00000473,PROD00003141,3,1,24.4,9.76,2.09,22.31
1405,ORD00000473,PROD00003317,4,3,45.1,18.04,6.44,115.98000000000002
1406,ORD00000474,PROD00003831,1,7,28.62,11.45,1.83,187.53
1407,ORD00000474,PROD00003080,2,9,43.57,17.43,4.57,351.0
1408,ORD00000474,PROD00003914,3,6,44.64,17.86,3.11,249.18
1409,ORD00000475,PROD00001237,1,6,26.83,10.73,,
1410,ORD00000475,PROD00003678,2,1,10.66,4.26,0.34,10.32
1411,ORD00000475,PROD00004898,3,1,48.95,19.58,1.23,47.720000000000006
1412,ORD00000475,PROD00001246,4,3,31.07,12.43,,
1413,ORD00000476,PROD00002751,1,7,20.71,8.28,0.42,142.03
1414,ORD00000476,PROD00000129,2,9,17.87,7.15,0.17,159.29999999999998
1415,ORD00000476,PROD00000914,3,5,17.11,6.84,1.54,77.85
1416,ORD00000477,PROD00000855,1,1,36.88,14.75,,
1417,ORD00000477,PROD00003920,2,1,16.38,6.55,2.15,14.229999999999999
1418,ORD00000478,PROD00000176,1,5,47.21,18.88,,
1419,ORD00000478,PROD00003808,2,4,15.64,6.26,,
1420,ORD00000479,PROD00001907,1,5,21.87,8.75,0.63,106.20000000000002
1421,ORD00000479,PROD00004370,2,1,13.39,5.36,1.03,12.360000000000001
1422,ORD00000479,PROD00003948,3,7,11.99,4.8,,
1423,ORD00000479,PROD00001692,4,1,10.49,4.2,,
1424,ORD00000480,PROD00001631,1,10,19.56,7.82,,
1425,ORD00000480,PROD00001124,2,4,15.99,6.4,2.02,55.88
1426,ORD00000480,PROD00001587,3,8,46.43,18.57,2.1,354.64
1427,ORD00000480,PROD00000228,4,1,14.46,5.78,,
1428,ORD00000480,PROD00001785,5,3,25.55,10.22,,
1429,ORD00000481,PROD00002323,1,8,42.51,17.0,0.73,334.24
1430,ORD00000481,PROD00004646,2,5,11.07,4.43,,
1431,ORD00000481,PROD00003654,3,8,12.7,5.08,1.3,91.19999999999999
1432,ORD00000481,PROD00002332,4,6,13.6,5.44,,
1433,ORD00000482,PROD00001504,1,8,25.93,10.37,,
1434,ORD00000482,PROD00001353,2,9,32.46,12.98,,
1435,ORD00000482,PROD00000792,3,2,39.76,15.9,2.17,75.17999999999999
1436,ORD00000482,PROD00002757,4,9,45.81,18.32,5.72,360.81000000000006
1437,ORD00000483,PROD00003581,1,2,12.5,5.0,0.15,24.7
1438,ORD00000483,PROD00002227,2,3,47.82,19.13,5.75,126.21000000000001
1439,ORD00000484,PROD00001222,1,1,19.04,7.62,,
1440,ORD00000484,PROD00003912,2,10,48.09,19.24,0.7,473.9
1441,ORD00000484,PROD00004707,3,3,18.3,7.32,0.96,52.019999999999996
1442,ORD00000485,PROD00001020,1,10,23.7,9.48,,
1443,ORD00000486,PROD00002771,1,6,40.65,16.26,3.62,222.18
1444,ORD00000486,PROD00003581,2,2,41.48,16.59,1.87,79.22
1445,ORD00000486,PROD00004120,3,8,19.47,7.79,,
1446,ORD00000486,PROD00002808,4,1,18.78,7.51,,
1447,ORD00000486,PROD00003014,5,2,40.21,16.08,,
1448,ORD00000487,PROD00003586,1,2,47.45,18.98,6.33,82.24000000000001
1449,ORD00000487,PROD00004413,2,7,21.03,8.41,,
1450,ORD00000487,PROD00000227,3,3,12.32,4.93,,
1451,ORD00000487,PROD00000511,4,5,40.01,16.0,0.57,197.2
1452,ORD00000488,PROD00003589,1,1,14.83,5.93,,
1453,ORD00000489,PROD00000602,1,9,35.93,14.37,1.38,310.95
1454,ORD00000490,PROD00002586,1,10,22.24,8.9,0.28,219.59999999999997
1455,ORD00000490,PROD00004639,2,10,19.85,7.94,2.78,170.7
1456,ORD00000490,PROD00001114,3,7,46.59,18.64,1.69,314.30000000000007
1457,ORD00000490,PROD00004694,4,10,21.04,8.42,2.54,185.0
1458,ORD00000490,PROD00002578,5,10,16.07,6.43,1.29,147.8
1459,ORD00000491,PROD00004066,1,1,21.67,8.67,,
1460,ORD00000491,PROD00004764,2,1,18.79,7.52,0.19,18.599999999999998
1461,ORD00000491,PROD00001962,3,5,47.58,19.03,2.84,223.7
1462,ORD00000491,PROD00004662,4,2,20.28,8.11,1.54,37.480000000000004
1463,ORD00000491,PROD00000170,5,4,42.36,16.94,1.18,164.72
1464,ORD00000492,PROD00003313,1,9,10.06,4.02,,
1465,ORD00000492,PROD00000269,2,1,22.75,9.1,,
1466,ORD00000492,PROD00001481,3,2,24.09,9.64,3.47,41.24
1467,ORD00000492,PROD00000919,4,5,31.49,12.6,0.04,157.25
1468,ORD00000492,PROD00002660,5,2,42.26,16.9,,
1469,ORD00000493,PROD00002164,1,6,19.4,7.76,2.39,102.05999999999999
1470,ORD00000493,PROD00002105,2,8,49.39,19.76,1.9,379.92
1471,ORD00000494,PROD00002616,1,3,40.72,16.29,5.43,105.87
1472,ORD00000494,PROD00003407,2,10,34.79,13.92,,
1473,ORD00000494,PROD00001367,3,4,37.58,15.03,0.94,146.56
1474,ORD00000494,PROD00000229,4,4,11.65,4.66,1.15,42.0
1475,ORD00000494,PROD00003143,5,7,36.28,14.51,5.26,217.14000000000001
1476,ORD00000495,PROD00000812,1,1,34.59,13.84,,
1477,ORD00000495,PROD00003850,2,3,40.66,16.26,,
1478,ORD00000495,PROD00001061,3,6,18.48,7.39,2.12,98.16
1479,ORD00000496,PROD00004354,1,7,13.85,5.54,1.33,87.64
1480,ORD00000496,PROD00000821,2,3,46.38,18.55,2.02,133.07999999999998
1481,ORD00000496,PROD00003173,3,10,38.78,15.51,,
1482,ORD00000497,PROD00000516,1,6,17.35,6.94,1.53,94.92000000000002
1483,ORD00000497,PROD00001101,2,6,44.83,17.93,,
1484,ORD00000497,PROD00002327,3,5,37.42,14.97,,
1485,ORD00000498,PROD00001417,1,3,17.98,7.19,2.18,47.400000000000006
1486,ORD00000499,PROD00001673,1,5,29.16,11.66,,
1487,ORD00000500,PROD00001806,1,1,27.23,10.89,,
1488,ORD00000500,PROD00003394,2,10,20.05,8.02,,
1489,ORD00000500,PROD00000642,3,8,37.41,14.96,2.34,280.55999999999995
1490,ORD00000501,PROD00003087,1,10,21.16,8.46,,
1491,ORD00000501,PROD00001187,2,1,15.78,6.31,,
1492,ORD00000501,PROD00002489,3,10,28.74,11.5,3.85,248.89999999999998
1493,ORD00000502,PROD00002209,1,6,36.15,14.46,1.54,207.66
1494,ORD00000502,PROD00003501,2,2,16.55,6.62,2.02,29.060000000000002
1495,ORD00000502,PROD00002716,3,3,45.8,18.32,,
1496,ORD00000502,PROD00002133,4,5,24.66,9.86,,
1497,ORD00000502,PROD00003558,5,10,46.36,18.54,,
1498,ORD00000503,PROD00000229,1,5,26.79,10.72,1.49,126.5
1499,ORD00000503,PROD00003057,2,10,22.29,8.92,3.12,191.7
1500,ORD00000503,PROD00000808,3,9,25.71,10.28,1.01,222.29999999999998
1501,ORD00000503,PROD00003897,4,3,13.83,5.53,0.55,39.839999999999996
1502,ORD00000503,PROD00000906,5,3,15.42,6.17,,
1503,ORD00000504,PROD00002890,1,9,32.65,13.06,0.94,285.39
1504,ORD00000504,PROD00002349,2,4,48.9,19.56,2.95,183.79999999999998
1505,ORD00000504,PROD00004464,3,3,37.37,14.95,5.5,95.60999999999999
1506,ORD00000505,PROD00003919,1,10,21.43,8.57,1.39,200.39999999999998
1507,ORD00000505,PROD00003281,2,5,45.72,18.29,2.08,218.2
1508,ORD00000505,PROD00004868,3,7,44.32,17.73,0.1,309.53999999999996
1509,ORD00000505,PROD00003256,4,9,28.98,11.59,,
1510,ORD00000506,PROD00004197,1,2,31.96,12.78,3.14,57.64
1511,ORD00000507,PROD00003552,1,4,21.94,8.78,1.51,81.72
1512,ORD00000507,PROD00002356,2,3,10.06,4.02,1.38,26.04
1513,ORD00000507,PROD00001458,3,10,14.86,5.94,1.35,135.1
1514,ORD00000508,PROD00004255,1,10,25.74,10.3,2.4,233.4
1515,ORD00000508,PROD00001642,2,9,42.43,16.97,5.35,333.71999999999997
1516,ORD00000508,PROD00004206,3,9,15.58,6.23,1.29,128.60999999999999
1517,ORD00000509,PROD00000857,1,4,43.66,17.46,4.2,157.83999999999997
1518,ORD00000509,PROD00004724,2,6,39.24,15.7,2.1,222.84
1519,ORD00000509,PROD00003161,3,3,32.15,12.86,0.82,93.99
1520,ORD00000510,PROD00000665,1,4,18.66,7.46,,
1521,ORD00000510,PROD00004163,2,10,47.38,18.95,3.22,441.6
1522,ORD00000511,PROD00001261,1,4,49.54,19.82,,
1523,ORD00000511,PROD00001117,2,8,29.14,11.66,2.09,216.4
1524,ORD00000512,PROD00000701,1,7,40.95,16.38,,
1525,ORD00000512,PROD00004304,2,9,48.92,19.57,6.71,379.89
1526,ORD00000512,PROD00003532,3,7,10.22,4.09,,
1527,ORD00000513,PROD00001642,1,8,31.42,12.57,,
1528,ORD00000513,PROD00001507,2,9,39.44,15.78,1.94,337.5
1529,ORD00000513,PROD00000204,3,3,42.43,16.97,3.33,117.30000000000001
1530,ORD00000513,PROD00004577,4,9,10.64,4.26,,
1531,ORD00000514,PROD00004982,1,3,45.81,18.32,6.46,118.05000000000001
1532,ORD00000514,PROD00000947,2,2,28.84,11.54,,
1533,ORD00000514,PROD00002959,3,1,31.44,12.58,,
1534,ORD00000514,PROD00003018,4,6,34.14,13.66,4.73,176.46
1535,ORD00000514,PROD00001964,5,8,47.13,18.85,,
1536,ORD00000515,PROD00001276,1,8,45.54,18.22,6.7,310.71999999999997
1537,ORD00000516,PROD00004920,1,1,28.87,11.55,3.26,25.61
1538,ORD00000517,PROD00004318,1,7,38.6,15.44,,
1539,ORD00000518,PROD00003707,1,3,42.27,16.91,,
1540,ORD00000518,PROD00003375,2,6,32.91,13.16,3.65,175.56
1541,ORD00000518,PROD00002634,3,4,38.1,15.24,1.0,148.4
1542,ORD00000518,PROD00002237,4,7,22.98,9.19,2.81,141.19
1543,ORD00000519,PROD00001887,1,8,29.91,11.96,3.9,208.08
1544,ORD00000519,PROD00004397,2,6,42.66,17.06,1.32,248.03999999999996
1545,ORD00000519,PROD00000777,3,10,19.11,7.64,,
1546,ORD00000520,PROD00004757,1,4,16.56,6.62,2.46,56.39999999999999
1547,ORD00000521,PROD00002661,1,6,19.69,7.88,0.9,112.74000000000001
1548,ORD00000521,PROD00002203,2,7,16.18,6.47,1.25,104.50999999999999
1549,ORD00000522,PROD00002718,1,6,36.16,14.46,4.85,187.85999999999996
1550,ORD00000522,PROD00002460,2,3,19.25,7.7,2.06,51.57000000000001
1551,ORD00000522,PROD00004753,3,10,10.38,4.15,0.47,99.1
1552,ORD00000523,PROD00000554,1,10,24.17,9.67,,
1553,ORD00000524,PROD00002135,1,10,49.19,19.68,0.88,483.09999999999997
1554,ORD00000524,PROD00004443,2,10,29.95,11.98,,
1555,ORD00000524,PROD00004074,3,5,35.98,14.39,1.12,174.3
1556,ORD00000524,PROD00004361,4,8,37.6,15.04,,
1557,ORD00000525,PROD00003253,1,4,20.5,8.2,1.87,74.52
1558,ORD00000525,PROD00001215,2,10,10.5,4.2,1.29,92.10000000000001
1559,ORD00000526,PROD00004083,1,7,36.41,14.56,2.95,234.21999999999997
1560,ORD00000526,PROD00000152,2,8,15.87,6.35,1.54,114.63999999999999
1561,ORD00000526,PROD00002357,3,10,31.07,12.43,2.84,282.3
1562,ORD00000526,PROD00003624,4,4,22.9,9.16,3.16,78.96
1563,ORD00000526,PROD00002771,5,2,45.77,18.31,0.53,90.48
1564,ORD00000527,PROD00003663,1,8,48.83,19.53,2.57,370.08
1565,ORD00000527,PROD00000808,2,10,18.48,7.39,1.55,169.3
1566,ORD00000528,PROD00001569,1,7,15.79,6.32,0.9,104.22999999999999
1567,ORD00000528,PROD00000026,2,2,21.53,8.61,0.49,42.080000000000005
1568,ORD00000528,PROD00003942,3,2,25.56,10.22,,
1569,ORD00000528,PROD00001655,4,8,28.25,11.3,,
1570,ORD00000529,PROD00004102,1,4,42.66,17.06,0.53,168.51999999999998
1571,ORD00000529,PROD00001142,2,7,23.08,9.23,,
1572,ORD00000529,PROD00001453,3,9,42.52,17.01,,
1573,ORD00000529,PROD00000597,4,5,26.25,10.5,0.51,128.7
1574,ORD00000530,PROD00004371,1,2,48.54,19.42,,
1575,ORD00000531,PROD00002370,1,7,26.69,10.68,,
1576,ORD00000532,PROD00003511,1,8,38.82,15.53,,
1577,ORD00000532,PROD00003724,2,1,36.28,14.51,2.94,33.34
1578,ORD00000532,PROD00004128,3,5,38.04,15.22,,
1579,ORD00000532,PROD00000369,4,6,35.58,14.23,3.22,194.16
1580,ORD00000532,PROD00000638,5,1,42.95,17.18,1.14,41.81
1581,ORD00000533,PROD00000697,1,8,11.94,4.78,0.32,92.96
1582,ORD00000534,PROD00001006,1,2,45.58,18.23,0.57,90.02
1583,ORD00000535,PROD00004638,1,9,22.55,9.02,3.2,174.15
1584,ORD00000536,PROD00004054,1,6,26.45,10.58,1.74,148.26
1585,ORD00000536,PROD00000256,2,2,14.37,5.75,,
1586,ORD00000536,PROD00005000,3,9,45.86,18.34,5.33,364.77
1587,ORD00000536,PROD00000398,4,1,32.81,13.12,0.83,31.980000000000004
1588,ORD00000536,PROD00003364,5,5,38.1,15.24,2.6,177.5
1589,ORD00000537,PROD00004783,1,1,34.86,13.94,4.87,29.99
1590,ORD00000537,PROD00002715,2,10,19.5,7.8,2.62,168.79999999999998
1591,ORD00000537,PROD00001867,3,1,21.74,8.7,1.09,20.65
1592,ORD00000538,PROD00004558,1,1,21.67,8.67,1.72,19.950000000000003
1593,ORD00000538,PROD00004357,2,6,13.86,5.54,1.89,71.82
1594,ORD00000538,PROD00002933,3,8,49.8,19.92,2.41,379.12
1595,ORD00000538,PROD00001552,4,6,40.42,16.17,,
1596,ORD00000538,PROD00000062,5,3,23.77,9.51,,
1597,ORD00000539,PROD00003962,1,9,28.57,11.43,4.02,220.95000000000002
1598,ORD00000539,PROD00000473,2,2,28.24,11.3,0.97,54.54
1599,ORD00000539,PROD00002198,3,7,44.78,17.91,4.75,280.21000000000004
1600,ORD00000539,PROD00004301,4,7,25.22,10.09,2.05,162.19
1601,ORD00000539,PROD00004660,5,6,46.81,18.72,5.33,248.88000000000002
1602,ORD00000540,PROD00001995,1,5,18.88,7.55,,
1603,ORD00000540,PROD00000102,2,6,27.8,11.12,3.57,145.38
1604,ORD00000541,PROD00001922,1,10,34.51,13.8,1.54,329.7
1605,ORD00000541,PROD00004735,2,6,25.24,10.1,0.65,147.54
1606,ORD00000542,PROD00002136,1,2,12.57,5.03,0.05,25.04
1607,ORD00000542,PROD00004604,2,5,45.11,18.04,,
1608,ORD00000542,PROD00002995,3,7,28.29,11.32,2.13,183.12
1609,ORD00000542,PROD00003454,4,2,29.95,11.98,,
1610,ORD00000542,PROD00002677,5,7,30.49,12.2,0.53,209.71999999999997
1611,ORD00000543,PROD00000260,1,10,38.56,15.42,0.97,375.90000000000003
1612,ORD00000543,PROD00004770,2,6,24.66,9.86,0.63,144.18
1613,ORD00000543,PROD00003612,3,3,46.69,18.68,1.64,135.14999999999998
1614,ORD00000543,PROD00002473,4,1,30.57,12.23,0.95,29.62
1615,ORD00000544,PROD00000651,1,9,47.75,19.1,,
1616,ORD00000545,PROD00000507,1,7,47.52,19.01,,
1617,ORD00000546,PROD00002855,1,7,39.79,15.92,2.6,260.33
1618,ORD00000546,PROD00002190,2,6,39.2,15.68,2.54,219.96000000000004
1619,ORD00000546,PROD00003551,3,2,46.7,18.68,3.45,86.5
1620,ORD00000546,PROD00001957,4,1,14.86,5.94,1.39,13.469999999999999
1621,ORD00000546,PROD00003051,5,5,37.48,14.99,1.71,178.84999999999997
1622,ORD00000547,PROD00002683,1,9,38.02,15.21,,
1623,ORD00000548,PROD00001156,1,3,10.76,4.3,0.36,31.200000000000003
1624,ORD00000548,PROD00004386,2,1,16.2,6.48,,
1625,ORD00000548,PROD00000389,3,9,28.8,11.52,1.64,244.44
1626,ORD00000549,PROD00002863,1,10,24.34,9.74,0.69,236.5
1627,ORD00000549,PROD00004144,2,9,27.93,11.17,2.0,233.37
1628,ORD00000549,PROD00003423,3,4,43.92,17.57,3.67,161.0
1629,ORD00000549,PROD00003714,4,8,38.28,15.31,1.25,296.24
1630,ORD00000549,PROD00001466,5,4,44.78,17.91,,
1631,ORD00000550,PROD00000812,1,1,14.28,5.71,,
1632,ORD00000550,PROD00001581,2,10,25.18,10.07,2.24,229.39999999999998
1633,ORD00000550,PROD00004212,3,9,21.84,8.74,0.92,188.27999999999997
1634,ORD00000550,PROD00001852,4,6,20.61,8.24,2.8,106.85999999999999
1635,ORD00000550,PROD00004023,5,10,29.75,11.9,,
1636,ORD00000551,PROD00001745,1,8,40.51,16.2,5.68,278.64
1637,ORD00000551,PROD00000607,2,3,48.86,19.54,,
1638,ORD00000551,PROD00003405,3,3,36.39,14.56,,
1639,ORD00000552,PROD00001391,1,7,45.87,18.35,,
1640,ORD00000553,PROD00000676,1,1,27.65,11.06,3.9,23.75
1641,ORD00000554,PROD00001328,1,8,26.62,10.65,0.13,211.92000000000002
1642,ORD00000554,PROD00000845,2,5,33.51,13.4,,
1643,ORD00000554,PROD00002882,3,9,34.68,13.87,4.99,267.21
1644,ORD00000554,PROD00003201,4,3,18.31,7.32,2.2,48.33
1645,ORD00000555,PROD00001501,1,4,17.58,7.03,2.2,61.519999999999996
1646,ORD00000556,PROD00001637,1,6,25.99,10.4,2.43,141.35999999999999
1647,ORD00000556,PROD00000136,2,2,21.86,8.74,0.88,41.96
1648,ORD00000556,PROD00002091,3,9,46.35,18.54,5.46,368.01
1649,ORD00000556,PROD00000394,4,1,19.38,7.75,0.92,18.459999999999997
1650,ORD00000556,PROD00000421,5,7,24.12,9.65,1.55,157.99
1651,ORD00000557,PROD00001228,1,9,31.97,12.79,,
1652,ORD00000557,PROD00002343,2,4,26.59,10.64,2.57,96.08
1653,ORD00000557,PROD00003684,3,2,42.47,16.99,6.22,72.5
1654,ORD00000558,PROD00001089,1,1,14.84,5.94,2.12,12.719999999999999
1655,ORD00000558,PROD00003098,2,8,22.44,8.98,,
1656,ORD00000558,PROD00001173,3,6,18.66,7.46,1.48,103.08
1657,ORD00000559,PROD00002338,1,10,27.3,10.92,0.31,269.90000000000003
1658,ORD00000559,PROD00002078,2,3,42.86,17.14,,
1659,ORD00000559,PROD00003451,3,1,12.08,4.83,0.13,11.95
1660,ORD00000559,PROD00002448,4,7,32.12,12.85,2.72,205.79999999999998
1661,ORD00000559,PROD00004412,5,5,28.15,11.26,3.89,121.29999999999998
1662,ORD00000560,PROD00000956,1,8,40.37,16.15,,
1663,ORD00000561,PROD00003615,1,4,43.52,17.41,2.44,164.32000000000002
1664,ORD00000562,PROD00003660,1,10,47.76,19.1,6.18,415.79999999999995
1665,ORD00000562,PROD00003390,2,6,20.76,8.3,,
