order_key,order_id,customer_id,order_timestamp,order_status,order_channel,store_id,subtotal,discount_amount,shipping_cost,tax_amount,total_amount,payment_method,shipping_method,shipping_address_line1,shipping_address_line2,shipping_city,shipping_postal_code,shipping_country,promo_code,discount_percent,first_purchase_flag,gift_order_flag
502,ORD00000502,CUST00014572,2024-11-28 12:31:17,  Completed,ONLINE,,125.09,18.76,7.29,8.51,122.13000000000001,PayPal,Express,,,,,,PARTNER15,15,0,0
503,ORD00000503,CUST00004036,2023-05-14 04:35:38,Completed,Online,,102.95,0.0,6.11,8.24,117.3,Debit Card  ,  Standard,,,,,,,0,0,0
504,ORD00000504,CUST00039029,2024-01-06 16:15:48,Completed,ONLINE,,54.42,0.0,2.91,4.35,61.68,Debit Card,Express,,,,,,,0,0,0
505,ORD00000505,CUST00049904,2022-08-13 16:47:16,Completed,Online,,133.75,0.0,0.0,10.7,144.45,debit card,Standard,,,,,,BOOKFLUENCERSHIP,0,0,0
506,ORD00000506,CUST00041306,2023-02-17 05:09:12,Completed,Online,,155.43,0.0,4.97,12.43,172.83,Credit Card,express,,,,,,,0,0,0
507,ORD00000507,CUST00002339,2024-07-10 07:53:12,Completed,Online,,93.54,0.0,4.03,7.48,105.05000000000001,Debit Card,Express,,,,,,,0,0,0
508,ORD00000508,CUST00048575,2024-12-26 13:09:35,Completed,Online,,63.18,9.48,4.08,4.3,62.08,Credit Card,Standard,,,,,,PARTNER15,15,0,0
509,ORD00000509,CUST00039491,2024-09-28 02:07:32,Completed,Online,,155.15,0.0,0.16,12.41,167.72,debit card,Express,,,,,,,0,0,0
510,ORD00000510,CUST00019291,2024-03-29 09:20:48,Completed,Online,,163.38,0.0,0.0,13.07,176.45,Credit Card,Express,,,,,,HOLIDAYSHIP,0,0,0
511,ORD00000511,CUST00018688,2025-01-11 03:56:03,Completed,Online,,88.52,0.0,6.01,7.08,101.61,Credit Card  ,Express,,,,,,,0,0,0
512,ORD00000512,CUST00008703,2024-05-14 10:47:40,Completed,Online,,173.22,0.0,5.91,13.86,192.99,PayPal,Express,,,,,,,0,0,0
513,ORD00000513,CUST00019886,2024-03-23 22:33:01,Completed,Online,,142.06,0.0,2.16,11.36,155.57999999999998,PayPal  ,standard,,,,,,,0,0,0
514,ORD00000514,CUST00037855,2024-07-26 18:53:59,Completed,Online,,93.42,0.0,8.1,7.47,108.99,PayPal,Standard,,,,,,,0,0,0
515,ORD00000515,CUST00046346,2024-02-23 01:29:10,Completed,Online,,60.61,0.0,7.99,4.85,73.44999999999999,Debit Card,Standard,,,,,,,0,0,1
516,ORD00000516,CUST00013976,2024-07-25 17:40:50,Completed,Online,,137.14,0.0,14.64,10.97,162.74999999999997,Credit Card,Express,,,,,,,0,0,0
517,ORD00000517,CUST00013927,2023-11-15 17:04:57,Completed,Online,,152.69,0.0,13.15,12.22,178.06,Credit Card,Express,,,,,,,0,0,0
518,ORD00000518,CUST00007239,2022-08-07 04:42:49,Completed,Online,,61.68,0.0,3.18,4.93,69.78999999999999,credit card,Standard,,,,,,,0,0,0
519,ORD00000519,CUST00044693,2024-09-03 06:50:00,completed,Online,,96.19,0.0,13.45,7.7,117.34,Debit Card,Express,,,,,,,0,0,0
520,ORD00000520,CUST00007167,2023-05-28 01:01:56,Completed,Online,,129.91,12.99,2.91,9.35,129.18,Debit Card,Express,,,,,,SAVE10,10,0,0
521,ORD00000521,CUST00006176,2023-08-13 11:50:35,Completed,Online,,95.71,0.0,4.46,7.66,107.82999999999998,Debit Card,Standard,,,,,,,0,0,0
522,ORD00000522,CUST00018440,2024-10-31 05:45:05,Completed,Online,,170.99,0.0,10.6,13.68,195.27,debit card  ,Express,,,,,,,0,0,1
523,ORD00000523,CUST00000681,2023-06-16 01:42:16,Completed,Online,,196.02,19.6,8.25,14.11,198.78000000000003,Debit Card,Standard,,,,,,SAVE10,10,0,0
524,ORD00000524,CUST00048171,2021-07-27 11:41:24,Completed,Online,,81.22,0.0,0.0,6.5,87.72,PayPal,Standard,,,,,,bookfluencership,0,0,1
525,ORD00000525,CUST00010387,2022-06-15 21:11:09,Completed  ,Online,,172.09,0.0,9.91,13.77,195.77,Debit Card  ,Express,,,,,,,0,0,0
526,ORD00000526,CUST00015187,2024-05-11 18:26:21,  Completed,Online,,26.62,0.0,10.63,2.13,39.38,Credit Card,Standard,,,,,,,0,0,0
527,ORD00000527,CUST00044198,2023-11-17 13:33:25,Completed,Online,,175.34,0.0,3.79,14.03,193.16,Debit Card,Express,,,,,,,0,0,0
528,ORD00000528,CUST00029689,2024-09-13 12:31:00,Completed,ONLINE,,148.86,0.0,2.9,11.91,163.67000000000002,Credit Card,Standard,,,,,,,0,0,0
529,ORD00000529,CUST00037856,2022-09-09 14:55:07,Completed,Online,,127.67,0.0,0.0,10.21,137.88,Credit Card,Standard,,,,,,BOOKFLUENCERSHIP,0,0,0
530,ORD00000530,CUST00000655,2024-02-10 07:00:58,Completed,Online,,152.14,0.0,4.36,12.17,168.67,Credit Card  ,Standard,,,,,,,0,0,0
531,ORD00000531,CUST00042220,2024-10-21 05:58:24,Completed,Online,,189.4,0.0,7.11,15.15,211.66000000000003,DEBIT CARD,Standard  ,,,,,,,0,0,0
532,ORD00000532,CUST00038466,2024-07-17 11:06:28,Completed,Online,,119.32,0.0,1.2,9.55,130.07,Debit Card,Express,,,,,,,0,0,0
533,ORD00000533,CUST00023824,2021-07-21 11:31:49,COMPLETED,Online,,65.57,0.0,0.0,5.25,70.82,Debit Card,STANDARD,,,,,,BOOKFLUENCERSHIP,0,0,0
534,ORD00000534,CUST00018305,2022-09-10 01:14:25,Completed,Online,,106.87,0.0,0.0,8.55,115.42,credit card,Express,,,,,,Bookfluencership,0,0,0
535,ORD00000535,CUST00002833,2024-09-30 10:00:28,Completed,Online,,198.24,0.0,1.99,15.86,216.09000000000003,Debit Card,Standard,,,,,,,0,0,0
536,ORD00000536,CUST00007803,2021-07-21 16:18:49,Completed,online,,49.96,0.0,0.0,4.0,53.96,Debit Card,Express,,,,,,BOOKFLUENCERSHIP,0,0,0
537,ORD00000537,CUST00010945,2024-12-02 02:08:07,Completed,Online,,151.99,0.0,2.46,12.16,166.61,PayPal,Standard,,,,,,,0,0,0
538,ORD00000538,CUST00032275,2023-09-22 21:32:26,completed,Online,,111.47,0.0,5.45,8.92,125.84,Debit Card,Standard,,,,,,,0,0,0
539,ORD00000539,CUST00043066,2024-11-04 21:29:57,  Completed,Online,,40.93,0.0,14.07,3.27,58.27,Debit Card,Express,,,,,,,0,0,0
540,ORD00000540,CUST00002219,2023-08-20 02:12:45,Completed,Online,,77.64,0.0,13.14,6.21,96.99,Credit Card,Express,,,,,,,0,0,0
541,ORD00000541,CUST00021006,2024-05-14 12:24:13,  Completed,Online,,158.91,0.0,7.89,12.71,179.51,Credit Card,Standard,,,,,,,0,0,0
542,ORD00000542,CUST00022815,2023-08-27 09:03:58,Completed,Online,,152.66,0.0,5.85,12.21,170.72,PayPal,Standard,,,,,,,0,0,0
543,ORD00000543,CUST00042551,2023-06-11 11:07:16,Completed,Online,,190.31,0.0,7.99,15.22,213.52,PayPal,Standard,,,,,,,0,0,0
544,ORD00000544,CUST00015703,2024-02-05 23:09:00,Completed,Online,,137.64,0.0,0.0,11.01,148.64999999999998,Credit Card,Standard,,,,,,PARTNERSHIP,0,0,0
545,ORD00000545,CUST00008274,2024-09-27 13:33:36,completed,  Online,,97.28,0.0,5.56,7.78,110.62,Debit Card,Express,,,,,,,0,0,0
546,ORD00000546,CUST00039899,2024-12-06 06:50:28,Completed,Online,,138.34,0.0,6.77,11.07,156.18,Debit Card,Standard,,,,,,,0,0,0
547,ORD00000547,CUST00019907,2024-12-06 05:25:58,Completed,Online,,66.86,10.03,11.79,4.55,73.17,Debit Card,express,,,,,,Bookfluencer15,15,0,0
548,ORD00000548,CUST00009285,2024-08-12 08:40:43,Completed,Online,,105.61,0.0,5.41,8.45,119.47,PayPal,Standard  ,,,,,,,0,0,0
549,ORD00000549,CUST00012758,2024-12-06 01:57:01,Completed,Online,,123.68,0.0,7.49,9.89,141.06,PayPal,Express,,,,,,,0,0,0
550,ORD00000550,CUST00043117,2024-11-06 05:00:08,Completed,Online,,110.82,0.0,3.35,8.87,123.03999999999999,Credit Card,Express  ,,,,,,,0,0,0
551,ORD00000551,CUST00015207,2023-11-15 22:41:31,Completed,Online,,52.83,0.0,0.94,4.23,58.0,Credit Card,  Standard,,,,,,,0,0,0
552,ORD00000552,CUST00015771,2025-01-04 02:59:40,Completed,Online,,78.78,0.0,11.7,6.3,96.78,  PayPal,Express,,,,,,,0,0,0
553,ORD00000553,CUST00004611,2024-05-03 20:30:21,Completed,Online,,163.91,0.0,4.71,13.11,181.73000000000002,Credit Card,Express  ,,,,,,,0,0,0
554,ORD00000554,CUST00032649,2024-06-26 21:29:42,Completed,Online,,75.96,0.0,3.85,6.08,85.88999999999999,PayPal,Express,,,,,,,0,0,0
555,ORD00000555,CUST00018643,2024-12-22 13:30:04,Completed,Online,,61.07,0.0,3.2,4.89,69.16,Credit Card,Standard,,,,,,,0,0,0
556,ORD00000556,CUST00002289,2024-07-08 06:05:40,Completed,Online,,182.73,0.0,8.48,14.62,205.82999999999998,Credit Card,Express,,,,,,,0,0,0
557,ORD00000557,CUST00046814,2022-04-08 16:36:38,Completed,Online  ,,55.85,0.0,12.66,4.47,72.98,Debit Card,Express,,,,,,,0,0,0
558,ORD00000558,CUST00040554,2023-08-16 16:00:03,Completed,Online,,63.49,0.0,9.16,5.08,77.73,PayPal,Standard,,,,,,,0,0,0
559,ORD00000559,CUST00005636,2024-06-04 00:20:44,Completed,Online,,72.86,0.0,9.9,5.83,88.59,PayPal,Express,,,,,,,0,0,0
560,ORD00000560,CUST00008574,2024-10-16 23:16:06,Completed,Online,,143.21,0.0,8.56,11.46,163.23000000000002,Credit Card,Express,,,,,,,0,0,0
561,ORD00000561,CUST00003618,2024-09-19 01:44:04,Completed,Online,,174.82,0.0,10.71,13.99,199.52,Credit Card,Express,,,,,,,0,0,0
562,ORD00000562,CUST00049689,2023-12-29 06:08:58,Completed,Online,,166.85,0.0,8.92,13.35,189.11999999999998,Credit Card,Standard,,,,,,,0,0,0
563,ORD00000563,CUST00005085,2024-12-21 22:41:36,Completed,Online,,156.26,0.0,8.0,12.5,176.76,Credit Card,Express,,,,,,,0,0,0
564,ORD00000564,CUST00043734,2024-10-17 01:40:02,Completed,Online,,67.36,0.0,2.64,5.39,75.39,PayPal,Standard,,,,,,,0,0,0
565,ORD00000565,CUST00018659,2024-09-04 11:43:02,Completed,Online,,171.9,0.0,3.69,13.75,189.34,Debit Card,Express,,,,,,,0,0,0
566,ORD00000566,CUST00028168,2024-12-15 23:47:58,Completed,Online,,183.15,0.0,12.21,14.65,210.01000000000002,PayPal  ,Standard,,,,,,,0,0,0
567,ORD00000567,CUST00000586,2022-11-02 23:24:09,Completed,Online,,132.25,0.0,1.23,10.58,144.06,Credit Card,Standard,,,,,,,0,0,0
568,ORD00000568,CUST00013293,2024-10-03 19:26:26,Completed,  Online,,81.43,0.0,14.7,6.51,102.64000000000001,PayPal,  Standard,,,,,,BOOKFLUENCER20,0,0,0
569,ORD00000569,CUST00011850,2024-06-23 19:45:00,Completed,Online,,146.37,0.0,12.83,11.71,170.91000000000003,Debit Card,Standard,,,,,,,0,0,0
570,ORD00000570,CUST00043995,2024-01-19 14:54:11,Completed,Online,,103.99,0.0,3.41,8.32,115.72,Credit Card,Standard,,,,,,,0,0,0
571,ORD00000571,CUST00040313,2023-04-05 18:35:30,Completed,Online,,192.52,0.0,14.81,15.4,222.73000000000002,PayPal,Express,,,,,,,0,0,0
572,ORD00000572,CUST00018068,2023-03-04 04:55:40,Completed,Online,,128.28,0.0,5.37,10.26,143.91,Debit Card,Standard,,,,,,,0,0,0
573,ORD00000573,CUST00029442,2024-12-02 03:43:01,Completed,Online,,36.6,0.0,14.8,2.93,54.330000000000005,PayPal,Express,,,,,,,0,0,0
574,ORD00000574,CUST00041108,2023-06-25 23:58:36,Completed,Online,,125.38,0.0,7.73,10.03,143.14,Debit Card,Express,,,,,,,0,0,0
575,ORD00000575,CUST00020427,2024-08-11 21:32:26,Completed,Online,,32.85,0.0,9.71,2.63,45.190000000000005,Debit Card,Standard,,,,,,,0,0,0
576,ORD00000576,CUST00038336,2023-12-27 11:36:46,Completed,Online,,54.66,0.0,9.54,4.37,68.57,Credit Card,Express,,,,,,,0,0,0
577,ORD00000577,CUST00005254,2025-01-04 07:48:03,Completed,Online,,155.26,0.0,14.53,12.42,182.20999999999998,PayPal,Standard,,,,,,,0,0,0
578,ORD00000578,CUST00030172,2024-07-29 23:27:54,Completed,Online,,97.11,0.0,14.3,7.77,119.17999999999999,PayPal,Standard,,,,,,,0,0,0
579,ORD00000579,CUST00026937,2023-02-21 03:22:11,Completed,Online,,129.0,12.9,7.54,9.29,132.93,Credit Card,Standard,,,,,,NEWYEAR10,10,0,0
580,ORD00000580,CUST00026355,2024-08-10 16:12:48,Completed,Online,,199.45,0.0,11.98,15.96,227.39,Credit Card,Express,,,,,,,0,0,0
581,ORD00000581,CUST00008440,2023-01-22 04:48:10,Completed,Online,,65.4,0.0,9.91,5.23,80.54,Paypal,Standard,,,,,,,0,0,0
582,ORD00000582,CUST00019042,2023-12-05 05:15:12,completed,Online,,65.1,0.0,8.57,5.21,78.87999999999998,DEBIT CARD,Express,,,,,,,0,0,0
583,ORD00000583,CUST00016770,2024-04-03 14:26:29,Completed,Online,,78.39,0.0,5.72,6.27,90.38,PayPal,Standard,,,,,,,0,0,0
584,ORD00000584,CUST00003639,2024-04-22 09:36:11,Completed,Online,,34.4,0.0,7.07,2.75,44.22,  Debit Card,Express,,,,,,,0,0,0
585,ORD00000585,CUST00012920,2024-08-01 08:11:42,Completed,Online,,133.14,0.0,10.34,10.65,154.13,Credit Card,Express,,,,,,,0,0,0
586,ORD00000586,CUST00038443,2024-07-24 18:16:02,Completed,Online,,106.8,0.0,8.46,8.54,123.79999999999998,Debit Card,Standard,,,,,,,0,0,0
587,ORD00000587,CUST00025463,2022-04-10 21:40:48,Completed,Online,,67.58,0.0,13.17,5.41,86.16,PayPal,Standard,,,,,,,0,0,0
588,ORD00000588,CUST00000934,2023-06-28 21:20:07,Completed,Online,,163.8,0.0,3.76,13.1,180.66,Debit Card,Express,,,,,,,0,0,0
589,ORD00000589,CUST00032395,2023-09-01 19:24:17,Completed,Online,,26.07,0.0,14.04,2.09,42.2,PayPal,Standard,,,,,,,0,0,0
590,ORD00000590,CUST00029177,2023-04-30 02:39:14,completed,Online,,181.75,0.0,12.27,14.54,208.56,Debit Card,Standard,,,,,,,0,0,0
591,ORD00000591,CUST00013569,2024-06-25 20:50:26,Completed,Online,,192.64,0.0,2.57,15.41,210.61999999999998,Credit Card,Express,,,,,,,0,0,0
592,ORD00000592,CUST00009485,2021-12-02 18:01:06,COMPLETED,Online,,190.6,28.59,12.3,12.96,187.27,Debit Card,Express,,,,,,BFRIDAY15,15,0,0
593,ORD00000593,CUST00000944,2024-09-24 21:37:47,Completed,Online,,190.22,0.0,0.0,15.22,205.44,CREDIT CARD,Express,,,,,,BOOKFLUENCERSHIP,0,0,0
594,ORD00000594,CUST00022837,2024-03-21 06:00:52,  Completed,Online,,161.13,0.0,9.54,12.89,183.56,Credit Card,Standard,,,,,,,0,0,0
595,ORD00000595,CUST00035943,2022-04-14 09:46:57,Completed,online,,90.9,0.0,10.59,7.27,108.76,Debit Card,Standard,,,,,,,0,0,0
596,ORD00000596,CUST00031551,2023-07-22 07:34:31,Completed,Online,,56.22,0.0,7.95,4.5,68.67,Credit Card,Standard,,,,,,,0,0,0
597,ORD00000597,CUST00029248,2023-08-22 04:26:00,Completed,Online,,62.66,0.0,6.07,5.01,73.74,PayPal,Express,,,,,,,0,0,0
598,ORD00000598,CUST00020186,2024-11-07 22:27:50,Completed,Online,,30.19,0.0,8.15,2.42,40.760000000000005,Debit Card,Standard,,,,,,,0,0,0
599,ORD00000599,CUST00003410,2022-09-17 19:36:05,Completed,Online,,177.36,0.0,0.0,14.19,191.55,Debit Card,Express  ,,,,,,BOOKFLUENCERSHIP,0,0,0
600,ORD00000600,CUST00042430,2024-07-26 22:56:50,Completed,Online,,187.55,0.0,12.1,15.0,214.65,PayPal,Express,,,,,,,0,0,0
601,ORD00000601,CUST00017706,2023-04-22 11:13:42,  Completed,ONLINE,,173.99,0.0,10.57,13.92,198.48,Debit Card,Standard,,,,,,,0,0,0
602,ORD00000602,CUST00030929,2022-05-16 06:31:07,Completed,Online,,82.62,0.0,0.56,6.61,89.79,PayPal,Express,,,,,,,0,0,0
603,ORD00000603,CUST00032705,2023-03-02 02:20:01,Completed  ,Online,,52.2,0.0,2.97,4.18,59.35,PAYPAL,Express,,,,,,,0,0,0
604,ORD00000604,CUST00035263,2023-08-15 12:02:18,Completed,Online,,56.33,0.0,12.94,4.51,73.78,Debit Card,  Standard,,,,,,,0,0,0
605,ORD00000605,CUST00048906,2024-05-23 22:35:23,Completed,Online  ,,163.57,0.0,5.55,13.09,182.21,Credit Card,Standard,,,,,,,0,0,0
606,ORD00000606,CUST00000644,2022-09-06 11:24:59,Completed,Online,,57.84,0.0,5.11,4.63,67.58,PayPal,Express,,,,,,,0,0,0
607,ORD00000607,CUST00029206,2024-02-08 04:55:08,COMPLETED,Online,,193.85,0.0,0.0,15.51,209.35999999999999,PayPal,Express,,,,,,PARTNERSHIP,0,0,0
608,ORD00000608,CUST00045069,2021-03-11 06:38:46,Completed,Online,,162.36,0.0,14.48,12.99,189.83,PayPal,Express  ,,,,,,,0,0,0
609,ORD00000609,CUST00046169,2022-08-05 01:46:27,Completed,online,,44.38,0.0,2.7,3.55,50.63,Credit Card,  Standard,,,,,,,0,0,0
610,ORD00000610,CUST00038288,2023-12-15 20:25:42,Completed,Online,,145.57,0.0,3.64,11.65,160.85999999999999,PayPal,Standard,,,,,,,0,0,0
611,ORD00000611,CUST00040928,2024-05-29 05:16:17,Completed,Online,,195.15,0.0,3.28,15.61,214.04000000000002,PayPal,Express,,,,,,,0,0,0
612,ORD00000612,CUST00005547,2024-10-07 13:56:00,Completed,Online,,108.16,0.0,9.39,8.65,126.2,PayPal,Express,,,,,,,0,0,0
613,ORD00000613,CUST00001795,2024-01-22 08:36:26,Completed,Online,,47.8,4.78,13.82,3.44,60.279999999999994,Credit Card,Express,,,,,,GIFT10,10,0,0
614,ORD00000614,CUST00013229,2023-01-13 03:57:07,Completed  ,Online,,61.25,0.0,4.55,4.9,70.7,Credit Card,Standard,,,,,,,0,0,1
615,ORD00000615,CUST00037071,2021-12-24 14:34:00,Completed  ,Online,,82.74,0.0,0.45,6.62,89.81,PayPal,Express,,,,,,,0,0,0
616,ORD00000616,CUST00042654,2024-09-20 04:06:38,Completed,Online,,79.25,0.0,5.85,6.34,91.44,DEBIT CARD,STANDARD,,,,,,BOOKFLUENCER20,0,0,0
617,ORD00000617,CUST00037238,2023-07-07 10:24:57,COMPLETED,  Online,,192.86,0.0,0.41,15.43,208.70000000000002,Debit Card,Standard,,,,,,,0,0,0
618,ORD00000618,CUST00010537,2024-10-04 18:57:14,Completed,Online,,65.76,0.0,2.6,5.26,73.62,Debit Card,Standard,,,,,,,0,0,0
619,ORD00000619,CUST00022552,2024-09-20 05:42:48,Completed,Online,,39.84,0.0,8.25,3.19,51.28,Debit Card,Express,,,,,,,0,0,0
620,ORD00000620,CUST00042198,2023-05-13 08:19:01,Completed,Online,,52.06,0.0,14.51,4.16,70.73,Debit Card,  Express,,,,,,,0,0,0
621,ORD00000621,CUST00034643,2021-07-13 08:33:34,Completed,Online,,147.35,0.0,0.0,11.79,159.14,Credit Card,Express,,,,,,BOOKFLUENCERSHIP,0,0,0
622,ORD00000622,CUST00026097,2023-02-10 19:06:32,  Completed,Online,,116.93,0.0,7.3,9.35,133.58,Credit Card,  Standard,,,,,,,0,0,0
623,ORD00000623,CUST00013418,2023-06-16 13:09:42,Completed,  Online,,189.57,0.0,8.41,15.17,213.14999999999998,PayPal,Standard,,,,,,,0,0,0
624,ORD00000624,CUST00030262,2024-02-22 05:32:32,Completed,Online,,27.74,0.0,8.93,2.22,38.89,Debit Card,Express,,,,,,,0,0,0
625,ORD00000625,CUST00043683,2022-05-09 09:18:07,COMPLETED,Online,,164.13,0.0,10.12,13.13,187.38,Debit Card,Express,,,,,,,0,0,0
626,ORD00000626,CUST00037263,2024-09-15 00:09:13,Completed,Online,,136.71,0.0,5.24,10.94,152.89000000000001,Credit Card,Express,,,,,,,0,0,0
627,ORD00000627,CUST00039663,2023-12-25 19:35:56,Completed,Online,,149.74,0.0,8.26,11.98,169.98,PayPal,Express,,,,,,,0,0,0
628,ORD00000628,CUST00003483,2023-03-30 02:14:11,Completed,Online,,158.62,0.0,14.81,12.69,186.12,credit card,Express,,,,,,,0,0,0
629,ORD00000629,CUST00043668,2023-11-19 01:38:59,Completed,Online,,152.3,0.0,7.7,12.18,172.18,Debit Card,Express,,,,,,,0,0,0
630,ORD00000630,CUST00014086,2024-04-15 10:18:33,  Completed,Online,,151.88,0.0,12.87,12.15,176.9,Debit Card,Express,,,,,,,0,0,0
631,ORD00000631,CUST00014686,2022-02-28 08:56:46,Completed,Online,,48.64,0.0,0.0,3.89,52.53,PayPal,Standard,,,,,,  BOOKFLUENCERSHIP,0,0,0
632,ORD00000632,CUST00025924,2022-08-26 03:00:36,Completed,Online,,95.41,0.0,7.59,7.63,110.63,CREDIT CARD,Express,,,,,,,0,0,0
633,ORD00000633,CUST00023028,2024-09-22 01:37:52,Completed,Online,,146.89,0.0,13.1,11.75,171.73999999999998,PayPal,Express,,,,,,,0,0,0
634,ORD00000634,CUST00016438,2022-08-15 05:26:29,  Completed,Online,,162.07,0.0,0.0,12.97,175.04,PayPal,Standard,,,,,,BOOKFLUENCERSHIP,0,0,0
635,ORD00000635,CUST00023378,2024-08-25 05:46:39,Completed,Online,,175.11,0.0,6.11,14.01,195.23000000000002,  PayPal,Standard,,,,,,,0,0,0
636,ORD00000636,CUST00038653,2024-11-20 07:04:43,Completed,Online,,69.74,0.0,5.52,5.58,80.83999999999999,Debit Card,Standard,,,,,,,0,0,0
637,ORD00000637,CUST00042759,2024-05-24 17:58:12,Completed,Online  ,,90.95,0.0,13.79,7.28,112.02000000000001,Credit Card,express,,,,,,,0,0,0
638,ORD00000638,CUST00014105,2024-09-26 13:15:05,Completed,Online,,128.44,0.0,1.39,10.28,140.10999999999999,Debit Card,Express,,,,,,,0,0,0
639,ORD00000639,CUST00047134,2022-03-23 08:54:42,Completed,Online,,153.27,0.0,0.86,12.26,166.39000000000001,PayPal,Express,,,,,,,0,0,0
640,ORD00000640,CUST00013578,2024-07-07 16:12:07,Completed,Online,,100.45,0.0,13.34,8.04,121.83000000000001,PayPal,Express,,,,,,PARTNER20,0,0,0
641,ORD00000641,CUST00018012,2022-08-02 16:29:26,Completed,Online,,133.86,0.0,5.34,10.71,149.91000000000003,DEBIT CARD,Standard,,,,,,,0,0,0
642,ORD00000642,CUST00013870,2023-01-10 23:04:18,Completed,Online,,101.71,0.0,0.29,8.14,110.14,Credit Card,Standard  ,,,,,,,0,0,0
643,ORD00000643,CUST00017903,2023-12-10 18:25:32,Completed,Online,,106.48,0.0,1.94,8.52,116.94,Credit Card,Express,,,,,,,0,0,0
644,ORD00000644,CUST00012030,2024-12-29 09:26:32,Completed,Online,,77.55,0.0,6.99,6.2,90.74,Credit Card,Standard,,,,,,,0,0,0
645,ORD00000645,CUST00017544,2024-10-28 19:33:44,Completed,Online,,41.57,0.0,0.0,3.33,44.9,Debit Card,Standard,,,,,,PARTNERSHIP,0,0,0
646,ORD00000646,CUST00008489,2022-10-16 00:01:06,Completed,Online,,198.18,0.0,4.55,15.85,218.58,Debit Card,Standard,,,,,,,0,0,0
647,ORD00000647,CUST00016515,2023-07-13 11:33:54,Completed,Online,,35.82,0.0,11.19,2.87,49.879999999999995,Credit Card,Standard,,,,,,,0,0,0
648,ORD00000648,CUST00046892,2023-06-30 12:36:35,Completed,Online,,183.28,0.0,11.38,14.66,209.32,PayPal,EXPRESS,,,,,,,0,0,0
649,ORD00000649,CUST00004632,2024-12-20 11:13:58,Completed,Online,,130.02,0.0,6.68,10.4,147.10000000000002,PayPal  ,Standard,,,,,,,0,0,0
650,ORD00000650,CUST00032457,2022-11-10 00:39:31,Completed,Online,,87.14,0.0,12.35,6.97,106.46,credit card,express,,,,,,,0,0,0
651,ORD00000651,CUST00049914,2024-01-04 23:03:55,Completed,Online,,198.66,0.0,9.59,15.89,224.14,Credit Card,Express,,,,,,,0,0,0
652,ORD00000652,CUST00046465,2023-02-28 23:22:19,Completed,Online,,88.04,0.0,0.04,7.04,95.12000000000002,PayPal,Standard,,,,,,,0,0,0
653,ORD00000653,CUST00000666,2024-12-30 03:27:39,Completed,Online,,90.12,0.0,12.84,7.21,110.17,Credit Card,Express,,,,,,,0,0,0
654,ORD00000654,CUST00035536,2024-08-01 14:47:35,completed,Online,,190.16,0.0,12.49,15.21,217.86,Credit Card,Standard,,,,,,,0,0,0
655,ORD00000655,CUST00044195,2025-01-07 22:08:04,Completed,Online,,189.68,0.0,10.07,15.17,214.92,Credit Card,Express,,,,,,Partner20,0,0,0
656,ORD00000656,CUST00016923,2022-08-05 08:41:27,Completed,Online,,188.61,0.0,8.67,15.09,212.37,PayPal,Standard,,,,,,,0,0,0
657,ORD00000657,CUST00012256,2023-07-18 21:51:16,Completed,Online,,128.35,0.0,2.89,10.27,141.51,PayPal,Express,,,,,,,0,0,0
658,ORD00000658,CUST00028509,2025-01-12 08:16:28,Completed,Online,,42.49,0.0,5.49,3.4,51.38,Credit Card,Express,,,,,,,0,0,0
659,ORD00000659,CUST00008415,2023-07-27 17:06:37,Completed,Online,,126.23,0.0,11.78,10.1,148.10999999999999,PayPal  ,Standard,,,,,,,0,0,0
660,ORD00000660,CUST00040917,2022-11-01 09:43:39,Completed,Online,,152.06,0.0,13.9,12.16,178.12,Debit Card,EXPRESS,,,,,,,0,0,0
661,ORD00000661,CUST00009669,2024-01-20 18:39:27,Completed,Online,,116.48,0.0,10.03,9.32,135.83,PayPal,Standard  ,,,,,,,0,0,0
662,ORD00000662,CUST00049832,2024-10-28 07:49:57,completed,Online,,125.2,0.0,11.91,10.02,147.13000000000002,Credit Card,Standard,,,,,,,0,0,0
663,ORD00000663,CUST00005669,2022-10-21 11:50:58,Completed,online,,51.36,0.0,0.0,4.11,55.47,PayPal,Express,,,,,,BOOKFLUENCERSHIP,0,0,0
664,ORD00000664,CUST00031209,2024-07-24 18:56:41,Completed  ,Online,,80.52,0.0,8.05,6.44,95.00999999999999,Credit Card  ,Express,,,,,,,0,0,0
665,ORD00000665,CUST00005548,2023-01-18 17:51:39,Completed,Online,,172.11,0.0,10.62,13.77,196.50000000000003,Debit Card,Express,,,,,,BOOKFLUENCER20,0,0,0
666,ORD00000666,CUST00015086,2023-09-13 05:27:04,Completed,Online,,36.04,0.0,7.96,2.88,46.88,Credit Card,Express,,,,,,,0,0,1
667,ORD00000667,CUST00039911,2024-07-21 05:24:14,Completed  ,Online,,168.96,0.0,6.97,13.52,189.45000000000002,Debit Card,Express,,,,,,,0,0,0
668,ORD00000668,CUST00026351,2024-04-06 22:52:09,Completed,Online,,130.81,0.0,3.41,10.46,144.68,  Debit Card,Express,,,,,,,0,0,0
669,ORD00000669,CUST00015644,2022-06-28 01:19:00,Completed,Online,,178.23,0.0,10.35,14.26,202.83999999999997,Credit Card,Express,,,,,,,0,0,0
670,ORD00000670,CUST00032209,2021-11-16 06:11:27,Completed,Online,,151.8,22.77,6.61,10.32,145.96,Credit Card,Express,,,,,,BOOKFLUENCER15,15,0,0
