spend_key,campaign_id,channel_id,spend_date,amount_spent,spend_category,notes
2208,CAMP00000024,CH00000003,2022-02-06,288.91,Agency,
2209,CAMP00000024,CH00000014,2022-02-06,247.82,Media,
2210,CAMP00000024,CH00000012,2022-02-07,348.77,Media,
2211,CAMP00000024,CH00000001,2022-02-07,225.29,Agency,
2212,CAMP00000024,CH00000012,2022-02-07,230.17,Creative,
2213,CAMP00000024,CH00000012,2022-02-08,220.91,Creative,
2214,CAMP00000024,CH00000004,2022-02-08,309.92,Agency,
2215,CAMP00000024,CH00000012,2022-02-09,305.56,Platform,
2216,CAMP00000024,CH00000003,2022-02-09,346.2,Platform,
2217,camp00000024,CH00000007,2022-02-09,229.02,Media,
2218,CAMP00000024,CH00000012,2022-02-10,280.41,Creative,
2219,CAMP00000024,CH00000014,2022-02-10,296.21,Agency,
2220,CAMP00000024,CH00000005,2022-02-11,202.52,Platform,
2221,CAMP00000024,CH00000013,2022-02-12,257.77,Media,
2222,CAMP00000024,CH00000005,2022-02-13,267.98,Creative,
2223,CAMP00000024,ch00000007,2022-02-13,267.68,Agency,
2224,CAMP00000024,CH00000007,2022-02-13,346.79,Agency,
2225,CAMP00000024,CH00000004,2022-02-14,308.75,Platform,
2226,CAMP00000024,CH00000014,2022-02-14,262.71,Agency,
2227,CAMP00000024,CH00000007,2022-02-15,225.68,Platform,
2228,CAMP00000024,CH00000004,2022-02-16,273.87,Media,
2229,CAMP00000024,CH00000002,2022-02-16,215.99,Media,
2230,CAMP00000024,CH00000012,2022-02-16,194.17,Media,
2231,CAMP00000024,CH00000007,2022-02-17,338.5,Platform,
2232,CAMP  00000024,CH00000010,2022-02-17,259.94,Platform,
2233,CAMP00000024,CH00000005,2022-02-17,215.86,Platform,
2234,CAMP00000024,CH00000008,2022-02-18,227.22,Agency,
2235,CAMP00000024,CH00000011,2022-02-18,215.09,Creative,
2236,CAMP00000024,CH00000004,2022-02-18,293.39,Creative,
2237,CAMP00000024,CH00000003,2022-02-19,209.5,Creative,
2238,CAMP00000024,CH00000001,2022-02-20,346.71,Agency,
2239,CAMP00000024,CH00000010,2022-02-20,262.87,Platform,
2240,CAMP00000024,CH00000003,2022-02-20,307.36,Creative,
2241,CAMP00000024,CH  00000009,2022-02-21,230.89,Media,
2242,CAMP00000024,CH00000007,2022-02-22,230.07,Agency,
2243,CAMP00000024,CH00000003,2022-02-22,342.51,Platform,
2244,CAMP00000024,CH00000005,2022-02-22,193.34,Agency,
2245,CAMP00000024,CH00000015,2022-02-23,257.93,Media,
2246,CAMP00000024,CH00000014,2022-02-23,236.75,Platform,
2247,CAMP  00000024,CH00000010,2022-02-23,221.29,Agency,
2248,CAMP00000024,CH00000003,2022-02-24,307.2,Platform,
2249,CAMP00000024,CH00000011,2022-02-24,347.43,Creative,
2250,CAMP00000024,CH00000005,2022-02-24,210.14,Creative,
2251,CAMP00000024,CH00000009,2022-02-25,224.65,Agency,
2252,CAMP00000024,CH00000015,2022-02-26,259.19,Agency,
2253,CAMP00000024,CH00000006,2022-02-26,231.44,Creative,
2254,CAMP00000024,CH00000002,2022-02-26,239.03,Creative,
2255,CAMP00000024,CH00000011,2022-02-27,213.77,Creative,
2256,CAMP00000024,CH00000015,2022-02-28,197.02,Platform,
2257,CAMP00000024,CH00000005,2022-02-28,260.33,Agency,
2258,CAMP00000024,CH00000012,2022-02-28,331.68,Platform,
2259,CAMP00000024,CH00000007,2022-03-01,193.09,Creative,
2260,CAMP00000024,CH00000005,2022-03-02,268.33,Agency,
2261,CAMP00000024,ch00000003,2022-03-02,285.42,Media,
2262,CAMP00000024,CH00000006,2022-03-03,238.94,Agency,
2263,CAMP00000024,CH00000012,2022-03-03,255.02,Creative,
2264,CAMP00000024,CH00000010,2022-03-03,240.0,Agency,
2265,CAMP00000024,CH00000012,2022-03-04,225.62,Creative,
2266,CAMP00000024,CH00000013,2022-03-05,343.22,Platform,
2267,CAMP00000024,CH00000009,2022-03-05,247.53,Media,
2268,CAMP00000024,CH00000003,2022-03-06,194.66,Agency,
2269,CAMP00000024,CH00000004,2022-03-06,235.16,Platform,
2270,CAMP00000024,CH00000002,2022-03-06,268.65,Platform,
2271,CAMP00000024,CH00000003,2022-03-07,194.62,Creative,
2272,CAMP00000024,CH00000009,2022-03-07,195.21,Creative,
2273,CAMP  00000024,CH00000006,2022-03-08,216.77,Media,
2274,CAMP00000024,CH00000004,2022-03-09,333.78,Media,
2275,CAMP00000024,CH00000008,2022-03-09,282.48,Creative,
2276,CAMP00000024,CH  00000001,2022-03-09,281.95,Media,
2277,CAMP00000024,CH00000002,2022-03-10,228.59,Creative,
2278,CAMP00000024,CH00000011,2022-03-10,320.41,Platform,
2279,CAMP00000024,CH00000003,2022-03-11,308.21,Creative,
2280,CAMP00000024,CH00000015,2022-03-11,348.53,Media,
2281,CAMP00000024,CH00000015,2022-03-11,199.39,Creative,
2282,CAMP00000024,CH00000015,2022-03-12,249.02,Platform,
2283,CAMP00000024,CH00000012,2022-03-13,301.05,Creative,
2284,CAMP00000024,CH00000013,2022-03-13,272.36,Media,
2285,CAMP00000024,CH00000010,2022-03-13,234.04,Media,
2286,CAMP00000024,CH00000011,2022-03-14,194.19,Agency,
2287,CAMP00000024,CH00000007,2022-03-15,324.83,Media,
2288,CAMP00000024,CH00000007,2022-03-16,311.23,Media,
2289,CAMP00000024,CH00000015,2022-03-16,314.7,Media,
2290,CAMP00000024,CH00000011,2022-03-16,206.26,Platform,
2291,CAMP00000024,CH00000009,2022-03-17,298.48,Agency,
2292,CAMP00000024,CH00000015,2022-03-18,213.93,Media,
2293,CAMP00000024,CH00000009,2022-03-18,248.14,Media,
2294,CAMP00000024,CH00000002,2022-03-19,233.82,Platform,
2295,CAMP00000024,CH00000010,2022-03-20,204.18,Creative,
2296,CAMP00000024,CH00000002,2022-03-21,343.37,Agency,
2297,CAMP00000024,CH00000002,2022-03-21,194.16,Platform,
2298,CAMP00000024,CH00000013,2022-03-21,352.33,Platform,
2299,CAMP00000024,CH00000010,2022-03-22,239.37,Media,
2300,CAMP00000024,CH00000005,2022-03-22,221.19,Agency,
2301,CAMP00000024,CH00000007,2022-03-22,276.13,Platform,
2302,CAMP00000024,CH00000009,2022-03-23,281.93,Platform,
2303,CAMP00000024,CH00000001,2022-03-23,305.18,Media,
2304,CAMP00000024,CH00000004,2022-03-24,310.5,Agency,
2305,CAMP00000024,CH00000006,2022-03-25,339.6,Platform,
2306,CAMP00000024,CH00000005,2022-03-26,223.97,Media,
2307,CAMP  00000024,CH00000008,2022-03-26,329.31,Creative,
2308,CAMP00000024,CH00000015,2022-03-26,280.45,Creative,
2309,CAMP  00000024,CH00000006,2022-03-27,246.24,Media,
2310,CAMP00000024,CH  00000013,2022-03-27,312.96,Media,
2311,CAMP00000024,CH00000011,2022-03-27,339.66,Platform,
2312,CAMP00000024,CH00000004,2022-03-28,287.96,Agency,
2313,CAMP00000024,CH00000007,2022-03-28,246.73,Platform,
2314,CAMP00000024,CH00000004,2022-03-29,256.01,Agency,
2315,CAMP00000025,CH00000011,2021-11-06,406.59,Agency,
2316,CAMP00000025,CH00000013,2021-11-06,384.59,Agency,
2317,CAMP00000025,CH00000015,2021-11-07,352.29,Media,
2318,CAMP00000025,CH00000010,2021-11-07,409.71,Agency,
2319,camp00000025,CH00000009,2021-11-08,358.17,Media,
2320,CAMP00000025,CH00000009,2021-11-09,487.32,Platform,
2321,CAMP00000025,CH00000013,2021-11-09,498.36,Agency,
2322,CAMP00000025,CH00000007,2021-11-09,525.94,Platform,
2323,CAMP00000025,CH00000004,2021-11-10,303.56,Creative,
2324,CAMP00000025,CH00000003,2021-11-11,461.01,Creative,
2325,CAMP  00000025,ch00000015,2021-11-12,459.76,Platform,
2326,CAMP00000025,CH00000007,2021-11-12,471.32,Agency,
2327,CAMP00000025,CH00000011,2021-11-12,313.28,Creative,
2328,CAMP00000025,CH00000009,2021-11-13,373.53,Platform,
2329,CAMP00000025,CH00000004,2021-11-13,308.76,Agency,
2330,CAMP00000025,CH00000007,2021-11-14,391.45,Agency,
2331,CAMP00000025,CH00000012,2021-11-14,315.57,Platform,
2332,CAMP00000025,CH00000006,2021-11-15,419.34,Creative,
2333,CAMP  00000025,CH00000008,2021-11-15,298.96,Agency,
2334,CAMP00000025,CH00000002,2021-11-16,421.57,Creative,
2335,CAMP00000025,CH00000007,2021-11-16,401.98,Media,
2336,CAMP  00000025,CH00000015,2021-11-17,399.74,Media,
2337,CAMP00000025,CH  00000003,2021-11-17,302.69,Agency,
2338,CAMP00000025,CH00000007,2021-11-17,505.73,Platform,
2339,CAMP00000025,CH00000001,2021-11-18,519.25,Platform,
2340,CAMP00000025,CH00000015,2021-11-19,413.34,Agency,
2341,CAMP00000025,CH00000005,2021-11-19,372.36,Media,
2342,CAMP00000025,CH00000011,2021-11-20,398.67,Creative,
2343,CAMP00000025,CH00000005,2021-11-20,320.19,Creative,
2344,CAMP00000025,CH00000003,2021-11-21,369.92,Platform,
2345,CAMP00000025,CH00000011,2021-11-21,439.99,Media,
2346,CAMP00000025,CH00000010,2021-11-21,432.78,Platform,
2347,CAMP00000025,CH00000004,2021-11-22,492.91,Platform,
2348,CAMP00000025,CH00000005,2021-11-22,425.21,Agency,
2349,camp00000025,CH00000011,2021-11-22,536.54,Platform,
2350,CAMP00000025,CH00000015,2021-11-23,402.45,Agency,
2351,CAMP00000025,CH00000007,2021-11-23,385.3,Creative,
2352,CAMP00000025,CH00000002,2021-11-24,320.33,Creative,
2353,CAMP00000025,CH00000011,2021-11-24,520.1,Creative,
2354,CAMP00000025,CH00000012,2021-11-24,540.4,Platform,
2355,CAMP  00000025,ch  00000015,2021-11-25,446.87,Agency,
2356,CAMP00000025,CH00000007,2021-11-26,417.06,Media,
2357,CAMP00000025,CH00000003,2021-11-26,312.78,Platform,
2358,CAMP00000025,ch00000015,2021-11-27,300.09,Platform,
2359,CAMP00000025,CH00000010,2021-11-27,429.96,Creative,
2360,CAMP  00000025,CH00000009,2021-11-28,467.15,Platform,
2361,CAMP00000025,CH00000007,2021-11-28,405.91,Agency,
2362,CAMP00000025,CH00000015,2021-11-29,337.53,Creative,
2363,CAMP00000025,CH  00000010,2021-11-29,438.17,Agency,
2364,CAMP00000025,CH00000003,2021-11-29,428.75,Media,
2365,CAMP00000025,CH00000002,2021-11-30,446.53,Creative,
2366,CAMP00000025,CH00000009,2021-11-30,533.21,Agency,
2367,CAMP00000025,CH00000014,2021-11-30,453.54,Creative,
2368,CAMP00000025,CH00000014,2021-12-01,428.63,Platform,
2369,CAMP00000025,CH00000007,2021-12-01,424.58,Creative,
2370,CAMP00000025,CH00000001,2021-12-01,339.48,Creative,
2371,CAMP00000025,CH00000009,2021-12-02,374.65,Creative,
2372,CAMP00000025,CH00000004,2021-12-03,460.64,Platform,
2373,CAMP00000025,CH  00000005,2021-12-04,336.96,Media,
2374,CAMP00000025,CH00000013,2021-12-04,547.84,Agency,
2375,CAMP00000025,CH00000012,2021-12-04,417.88,Media,
2376,camp00000025,CH00000007,2021-12-05,375.46,Creative,
2377,CAMP00000025,CH00000012,2021-12-06,521.96,Media,
2378,CAMP00000025,CH00000012,2021-12-06,397.02,Platform,
2379,CAMP00000025,CH00000014,2021-12-07,416.25,Creative,
2380,CAMP00000025,CH00000013,2021-12-08,317.0,Creative,
2381,CAMP00000025,CH00000002,2021-12-08,406.28,Creative,
2382,CAMP00000025,CH00000014,2021-12-08,540.43,Platform,
2383,CAMP00000025,CH00000009,2021-12-09,538.09,Agency,
2384,CAMP00000025,CH00000002,2021-12-09,419.01,Creative,
2385,CAMP00000025,CH00000011,2021-12-09,371.2,Creative,
2386,CAMP00000025,CH00000007,2021-12-10,359.09,Creative,
2387,CAMP  00000025,CH00000014,2021-12-11,381.46,Platform,
2388,CAMP00000025,CH00000004,2021-12-11,462.92,Agency,
2389,CAMP00000025,CH00000006,2021-12-12,499.64,Creative,
2390,CAMP00000025,CH  00000006,2021-12-12,440.93,Creative,
2391,CAMP00000025,CH00000005,2021-12-13,512.36,Media,
2392,CAMP00000025,CH00000009,2021-12-13,389.82,Agency,
2393,CAMP00000025,CH00000011,2021-12-14,414.35,Agency,
2394,CAMP00000025,CH00000005,2021-12-14,505.59,Media,
2395,CAMP00000025,CH00000012,2021-12-14,511.7,Agency,
2396,CAMP00000025,CH00000009,2021-12-15,436.27,Media,
2397,CAMP00000025,CH  00000015,2021-12-16,320.78,Platform,
2398,camp00000025,CH00000006,2021-12-16,498.47,Platform,
2399,CAMP00000025,CH00000005,2021-12-17,385.91,Media,
2400,CAMP00000025,CH  00000012,2021-12-17,393.46,Media,
2401,CAMP00000025,CH00000009,2021-12-17,406.7,Media,
2402,CAMP00000025,CH00000009,2021-12-18,370.14,Creative,
2403,CAMP00000025,CH00000005,2021-12-18,402.67,Creative,
2404,CAMP00000025,CH00000005,2021-12-19,404.85,Creative,
2405,CAMP00000025,CH00000007,2021-12-19,401.64,Media,
2406,CAMP00000025,CH00000011,2021-12-20,489.04,Creative,
2407,CAMP00000025,CH00000014,2021-12-20,461.57,Media,
2408,CAMP00000025,CH00000010,2021-12-21,327.69,Platform,
2409,CAMP00000025,CH00000006,2021-12-22,469.86,Media,
2410,CAMP00000025,CH00000011,2021-12-22,393.94,Creative,
2411,CAMP00000025,CH00000009,2021-12-23,358.33,Agency,
2412,CAMP00000025,CH00000012,2021-12-23,491.96,Agency,
2413,CAMP00000025,CH  00000006,2021-12-23,391.01,Platform,
2414,CAMP00000025,CH00000010,2021-12-24,540.54,Platform,
2415,CAMP00000025,CH00000008,2021-12-24,466.39,Creative,
2416,CAMP00000025,CH00000004,2021-12-25,445.22,Platform,
2417,CAMP00000025,CH00000007,2021-12-25,493.03,Platform,
2418,CAMP00000025,CH00000004,2021-12-26,369.67,Platform,
2419,CAMP00000026,CH00000003,2021-04-08,182.57,Platform,
2420,CAMP00000026,CH00000013,2021-04-08,197.06,Creative,
2421,CAMP00000026,CH00000010,2021-04-09,215.89,Platform,
2422,CAMP00000026,CH  00000011,2021-04-09,210.43,Creative,
2423,CAMP00000026,CH00000001,2021-04-09,191.54,Agency,
2424,CAMP00000026,CH00000008,2021-04-10,150.88,Media,
2425,CAMP00000026,CH00000006,2021-04-10,181.64,Media,
2426,CAMP00000026,CH00000001,2021-04-10,144.64,Creative,
2427,CAMP00000026,CH00000006,2021-04-11,169.8,Agency,
2428,CAMP00000026,CH00000008,2021-04-11,157.23,Media,
2429,CAMP00000026,CH00000006,2021-04-11,194.85,Platform,
2430,CAMP00000026,CH00000013,2021-04-12,198.58,Creative,
2431,CAMP00000026,CH00000010,2021-04-12,149.18,Media,
2432,camp00000026,CH00000008,2021-04-12,208.37,Platform,
2433,CAMP00000026,CH  00000006,2021-04-13,170.36,Media,
2434,CAMP00000026,CH00000011,2021-04-14,252.41,Media,
2435,CAMP00000026,CH00000009,2021-04-14,141.12,Agency,
2436,CAMP00000026,CH00000001,2021-04-14,193.33,Creative,
2437,CAMP00000026,CH00000013,2021-04-15,214.9,Platform,
2438,CAMP00000026,CH00000013,2021-04-15,185.07,Agency,
2439,CAMP00000026,CH00000011,2021-04-16,250.95,Agency,
2440,CAMP00000026,CH00000006,2021-04-16,225.78,Agency,
2441,CAMP00000026,CH00000007,2021-04-17,252.15,Platform,
2442,CAMP00000026,CH00000010,2021-04-17,242.3,Creative,
2443,CAMP00000026,CH00000015,2021-04-17,209.14,Agency,
2444,CAMP00000026,CH00000003,2021-04-18,196.21,Agency,
2445,CAMP00000026,CH00000014,2021-04-18,169.01,Creative,
2446,CAMP00000026,CH00000001,2021-04-19,187.27,Platform,
2447,CAMP00000026,CH00000002,2021-04-19,192.5,Creative,
2448,CAMP00000026,CH00000013,2021-04-20,195.71,Agency,
2449,CAMP00000026,CH00000008,2021-04-20,249.85,Platform,
2450,CAMP00000026,CH00000004,2021-04-20,164.08,Media,
2451,CAMP00000026,CH00000011,2021-04-21,154.5,Media,
2452,CAMP00000026,CH00000006,2021-04-21,188.75,Agency,
2453,CAMP00000026,CH00000004,2021-04-22,145.23,Agency,
2454,CAMP00000026,CH00000014,2021-04-23,205.92,Media,
2455,CAMP00000026,CH00000005,2021-04-23,148.95,Creative,
2456,CAMP00000026,CH00000004,2021-04-23,157.41,Creative,
2457,CAMP00000026,CH00000004,2021-04-24,173.38,Agency,
2458,CAMP00000026,CH00000003,2021-04-25,238.28,Creative,
2459,CAMP00000026,CH00000007,2021-04-25,158.34,Creative,
2460,CAMP  00000026,CH00000013,2021-04-26,190.91,Agency,
2461,camp00000026,CH00000007,2021-04-26,224.35,Creative,
2462,CAMP00000026,CH00000002,2021-04-27,153.54,Agency,
2463,CAMP00000026,CH00000002,2021-04-27,210.95,Platform,
2464,CAMP00000026,CH00000006,2021-04-28,204.91,Agency,
2465,CAMP00000026,CH00000004,2021-04-28,144.13,Media,
2466,CAMP00000026,CH00000010,2021-04-28,232.45,Agency,
2467,CAMP00000026,CH00000013,2021-04-29,186.38,Media,
2468,CAMP00000026,CH00000012,2021-04-29,138.33,Agency,
2469,CAMP00000026,CH00000007,2021-04-29,240.09,Platform,
2470,CAMP00000026,CH00000003,2021-04-30,209.83,Media,
2471,CAMP00000026,CH00000015,2021-04-30,188.7,Media,
2472,CAMP00000026,CH00000005,2021-04-30,244.49,Platform,
2473,CAMP00000026,CH00000003,2021-05-01,219.9,Media,
2474,CAMP00000026,CH00000009,2021-05-01,157.63,Media,
2475,CAMP00000026,CH00000003,2021-05-02,181.34,Platform,
2476,CAMP00000026,CH00000001,2021-05-02,227.38,Media,
2477,CAMP  00000026,CH00000011,2021-05-02,186.78,Media,
2478,CAMP00000026,CH00000005,2021-05-03,253.96,Creative,
2479,CAMP00000026,CH00000010,2021-05-03,146.02,Agency,
2480,CAMP  00000026,CH00000002,2021-05-04,179.22,Creative,
2481,CAMP00000026,CH00000005,2021-05-04,217.22,Media,
2482,CAMP00000026,CH00000014,2021-05-04,203.84,Media,
2483,CAMP00000026,CH00000002,2021-05-05,202.45,Media,
2484,CAMP00000026,CH00000002,2021-05-05,227.48,Agency,
2485,CAMP00000026,CH00000011,2021-05-05,209.76,Platform,
2486,CAMP00000026,CH00000002,2021-05-06,217.91,Creative,
2487,CAMP00000026,CH00000006,2021-05-06,146.0,Platform,
2488,CAMP00000027,CH00000006,2022-04-05,382.26,Agency,
2489,CAMP00000027,CH  00000014,2022-04-05,340.53,Media,
2490,CAMP00000027,CH00000009,2022-04-05,476.59,Media,
2491,CAMP00000027,CH00000008,2022-04-06,317.79,Media,
2492,CAMP00000027,CH00000007,2022-04-07,356.21,Agency,
2493,CAMP00000027,CH00000015,2022-04-08,408.55,Agency,
2494,CAMP00000027,CH00000015,2022-04-08,492.41,Media,
2495,CAMP00000027,CH00000012,2022-04-08,354.18,Media,
2496,CAMP00000027,CH00000013,2022-04-09,478.96,Creative,
2497,CAMP00000027,CH00000006,2022-04-09,356.53,Media,
2498,CAMP00000027,CH00000014,2022-04-10,359.26,Creative,
2499,camp00000027,CH00000001,2022-04-10,442.15,Platform,
2500,CAMP00000027,CH00000007,2022-04-10,524.93,Platform,
2501,CAMP00000027,CH00000009,2022-04-11,455.05,Platform,
2502,CAMP00000027,CH00000013,2022-04-11,331.87,Agency,
2503,CAMP00000027,CH  00000008,2022-04-12,454.61,Media,
2504,CAMP00000027,CH00000002,2022-04-12,337.59,Platform,
2505,CAMP00000027,CH00000003,2022-04-12,362.11,Media,
2506,CAMP00000027,CH  00000005,2022-04-13,416.96,Creative,
2507,CAMP00000027,CH00000001,2022-04-13,477.06,Creative,
2508,CAMP00000028,CH00000013,2022-08-29,241.84,Agency,
2509,CAMP00000028,CH00000009,2022-08-30,281.03,Platform,
2510,CAMP  00000028,CH00000002,2022-08-31,233.32,Agency,
2511,CAMP00000028,CH00000002,2022-09-01,212.75,Platform,
2512,CAMP00000028,CH00000001,2022-09-01,166.79,Media,
2513,CAMP00000028,CH  00000009,2022-09-01,169.41,Creative,
2514,CAMP00000028,CH00000012,2022-09-02,276.32,Creative,
2515,CAMP00000028,CH00000006,2022-09-02,212.59,Agency,
2516,camp00000028,CH00000009,2022-09-02,179.33,Creative,
2517,CAMP00000028,CH00000001,2022-09-03,161.85,Media,
2518,CAMP00000028,CH00000004,2022-09-03,191.7,Platform,
2519,CAMP00000028,CH00000006,2022-09-04,180.59,Creative,
2520,CAMP00000028,CH00000009,2022-09-05,249.19,Creative,
2521,CAMP00000028,CH00000001,2022-09-05,177.42,Media,
2522,CAMP00000028,CH00000005,2022-09-05,245.36,Agency,
2523,CAMP00000028,CH00000013,2022-09-06,280.23,Agency,
2524,CAMP00000028,CH00000004,2022-09-06,216.46,Creative,
2525,CAMP00000028,CH00000015,2022-09-06,291.24,Media,
2526,CAMP00000028,CH00000013,2022-09-07,181.29,Agency,
2527,CAMP00000028,CH  00000011,2022-09-07,171.7,Agency,
2528,CAMP00000028,CH00000002,2022-09-08,221.34,Creative,
2529,CAMP00000028,CH00000013,2022-09-08,177.23,Platform,
2530,CAMP00000028,CH00000003,2022-09-08,231.83,Platform,
2531,CAMP00000028,CH00000013,2022-09-09,263.28,Media,
2532,CAMP00000028,CH00000003,2022-09-10,231.14,Platform,
2533,CAMP00000028,CH00000005,2022-09-10,158.29,Platform,
2534,CAMP00000028,CH00000003,2022-09-10,186.09,Platform,
2535,CAMP00000028,CH00000012,2022-09-11,179.1,Agency,
2536,CAMP  00000028,CH00000001,2022-09-11,248.84,Platform,
2537,CAMP00000028,CH00000002,2022-09-12,208.62,Platform,
2538,camp00000028,CH00000006,2022-09-12,158.36,Platform,
2539,CAMP00000028,CH00000001,2022-09-12,205.84,Platform,
2540,CAMP00000028,CH00000012,2022-09-13,165.56,Platform,
2541,CAMP00000028,CH00000009,2022-09-14,191.98,Media,
2542,CAMP00000028,CH00000001,2022-09-15,207.56,Creative,
2543,CAMP00000028,CH  00000014,2022-09-15,229.83,Platform,
2544,CAMP00000028,CH00000005,2022-09-15,187.4,Creative,
2545,CAMP00000028,CH00000007,2022-09-16,175.57,Platform,
2546,CAMP00000028,CH00000014,2022-09-16,272.94,Platform,
2547,CAMP00000028,CH00000004,2022-09-16,270.95,Agency,
2548,CAMP00000028,CH00000014,2022-09-17,254.69,Media,
2549,CAMP00000028,CH00000014,2022-09-18,202.17,Media,
2550,CAMP00000028,CH00000013,2022-09-18,182.49,Agency,
2551,CAMP00000028,CH  00000001,2022-09-18,227.29,Platform,
2552,CAMP00000028,CH00000007,2022-09-19,167.72,,
2553,CAMP00000028,CH00000001,2022-09-19,181.58,Agency,
2554,CAMP  00000028,CH00000006,2022-09-20,209.42,Creative,
2555,CAMP00000028,CH00000001,2022-09-20,224.21,Creative,
2556,CAMP00000028,CH00000003,2022-09-21,172.35,Creative,
2557,CAMP00000028,CH00000012,2022-09-21,185.22,Platform,
2558,CAMP00000028,CH00000001,2022-09-21,231.95,Platform,
2559,CAMP00000028,CH00000009,2022-09-22,181.67,Agency,
2560,CAMP00000028,CH00000004,2022-09-22,269.85,Agency,
2561,CAMP00000028,CH00000010,2022-09-23,208.67,Media,
2562,CAMP00000028,CH00000010,2022-09-24,175.09,Agency,
2563,CAMP00000028,CH00000004,2022-09-24,243.73,Agency,
2564,CAMP00000028,CH00000011,2022-09-25,180.27,Agency,
2565,CAMP00000028,CH00000003,2022-09-25,248.35,Creative,
2566,CAMP00000028,CH00000012,2022-09-26,162.23,Platform,
2567,CAMP00000028,CH00000008,2022-09-26,214.92,Agency,
2568,CAMP00000028,CH00000005,2022-09-27,208.64,Media,
2569,CAMP00000028,CH00000005,2022-09-27,257.48,Platform,
2570,CAMP00000028,CH00000003,2022-09-27,231.84,Platform,
2571,CAMP00000028,CH00000015,2022-09-28,293.17,Creative,
2572,CAMP00000028,CH00000008,2022-09-28,236.9,Creative,
2573,CAMP00000028,CH00000001,2022-09-29,178.7,Platform,
2574,CAMP00000028,CH00000013,2022-09-30,275.72,Platform,
2575,CAMP00000028,CH00000005,2022-10-01,265.52,Agency,
2576,CAMP00000028,CH00000012,2022-10-01,216.08,Media,
2577,CAMP00000028,CH00000003,2022-10-02,213.96,Media,
2578,CAMP00000028,CH00000006,2022-10-02,244.0,Platform,
2579,CAMP00000028,CH00000003,2022-10-02,255.81,Platform,
2580,CAMP00000028,CH00000001,2022-10-03,279.32,Media,
2581,CAMP00000028,CH00000012,2022-10-04,225.26,Platform,
2582,CAMP00000028,CH00000003,2022-10-04,268.03,Agency,
2583,CAMP00000028,CH00000014,2022-10-04,269.19,Creative,
2584,CAMP00000028,CH00000005,2022-10-05,283.66,Creative,
2585,CAMP00000028,CH00000008,2022-10-05,209.73,Media,
2586,CAMP00000028,CH00000006,2022-10-05,274.52,Platform,
2587,CAMP00000028,CH00000007,2022-10-06,183.65,Agency,
2588,CAMP00000028,CH00000005,2022-10-07,228.02,Media,
2589,CAMP00000028,CH00000007,2022-10-07,285.81,Media,
2590,CAMP00000028,CH00000011,2022-10-07,164.85,Creative,
2591,CAMP  00000028,CH00000013,2022-10-08,162.82,Creative,
2592,CAMP00000028,CH00000001,2022-10-08,233.8,Platform,
2593,CAMP00000028,CH00000008,2022-10-08,209.3,Creative,
2594,CAMP00000028,CH00000004,2022-10-09,162.41,Creative,
2595,CAMP00000028,CH00000015,2022-10-09,293.04,Platform,
2596,CAMP00000028,CH  00000015,2022-10-10,289.26,Creative,
2597,CAMP00000028,CH00000013,2022-10-10,164.06,Creative,
2598,CAMP00000028,CH00000009,2022-10-11,277.77,Creative,
2599,CAMP00000028,CH00000011,2022-10-11,183.53,Media,
2600,CAMP00000028,CH00000006,2022-10-11,263.14,Platform,
2601,CAMP00000028,CH00000004,2022-10-12,163.91,Media,
2602,CAMP00000028,CH00000004,2022-10-13,261.66,Media,
2603,CAMP00000028,CH00000001,2022-10-14,271.11,Creative,
2604,CAMP00000028,CH00000015,2022-10-14,184.27,Media,
2605,CAMP00000028,CH00000005,2022-10-14,214.6,Creative,
2606,CAMP00000028,CH00000009,2022-10-15,255.3,Media,
2607,CAMP00000028,CH00000009,2022-10-16,271.72,Agency,
2608,CAMP00000028,CH00000002,2022-10-16,225.14,Media,
2609,CAMP00000028,CH00000001,2022-10-17,272.29,Platform,
2610,CAMP00000028,CH  00000014,2022-10-17,263.51,Creative,
2611,CAMP00000028,CH00000012,2022-10-17,233.1,Creative,
2612,CAMP00000028,CH00000004,2022-10-18,199.12,Creative,
2613,CAMP00000028,CH00000003,2022-10-19,286.45,Media,
2614,CAMP00000028,CH00000005,2022-10-19,168.7,Platform,
2615,CAMP  00000028,CH00000008,2022-10-20,228.61,Creative,
2616,CAMP00000028,ch00000011,2022-10-20,267.68,Media,
2617,CAMP00000028,CH00000008,2022-10-21,239.44,Creative,
2618,CAMP00000028,CH00000009,2022-10-22,262.98,,
2619,CAMP00000028,CH00000007,2022-10-22,214.62,Platform,
2620,CAMP00000028,CH00000010,2022-10-23,240.2,Platform,
2621,CAMP00000028,CH00000001,2022-10-23,225.21,Media,
2622,CAMP00000028,CH00000010,2022-10-23,240.41,Platform,
2623,CAMP00000028,CH00000007,2022-10-24,285.84,Media,
2624,CAMP00000028,CH00000009,2022-10-24,173.14,Creative,
2625,CAMP00000028,CH00000011,2022-10-25,261.57,Agency,
2626,CAMP00000028,CH00000004,2022-10-25,253.14,Creative,
2627,CAMP00000028,CH00000013,2022-10-25,208.67,Platform,
2628,CAMP00000028,CH00000009,2022-10-26,180.05,Media,
2629,CAMP00000028,CH00000013,2022-10-26,225.54,Agency,
2630,CAMP00000028,CH00000011,2022-10-27,257.12,Platform,
2631,CAMP00000028,CH00000009,2022-10-28,202.21,Agency,
2632,CAMP00000028,CH00000008,2022-10-28,159.22,Creative,
