impression_key,campaign_id,channel_id,impression_timestamp,impression_id,user_id,device_type,placement,creative_id,cost
17593,CAMP00000004,CH00000012,2022-06-29 15:24:53,IMP00017593,USR00100969,Tablet,Feed,CRE0016,0.0238
17594,CAMP00000004,CH00000013,2022-07-11 21:01:15,IMP00017594,USR00079485,Tablet,Sidebar,CRE0036,0.0219
17595,CAMP00000004,CH00000014,2022-06-18 11:51:18,IMP00017595,USR00108520,Tablet,Story,CRE0002,0.0112
17596,CAMP00000004,CH00000014,2022-06-02 07:28:39,IMP00017596,USR00090891,Tablet,Top Banner,CRE0038,0.0292
17597,CAMP00000004,CH00000002,2022-05-15 06:48:40,IMP00017597,USR00053503,Tablet,Feed,CRE0016,0.0181
17598,CAMP00000004,CH00000001,2022-06-22 06:14:02,IMP00017598,USR00034957,Mobile,Sidebar,CRE0028,0.0354
17599,CAMP00000004,CH00000005,2022-06-12 11:42:23,IMP00017599,USR00129077,Desktop,Feed,CRE0012,0.0315
17600,CAMP00000004,CH00000002,2022-06-24 10:23:36,IMP00017600,USR00000987,Tablet  ,STORY,CRE0040,0.0137
17601,CAMP00000004,CH00000011,2022-06-02 15:13:07,IMP00017601,USR00010990,Mobile,Story,CRE0035,0.0297
17602,CAMP00000004,CH00000006,2022-06-14 10:07:56,IMP00017602,USR00093072,Mobile,Feed,CRE0048,0.0296
17603,CAMP00000004,CH00000010,2022-05-27 00:08:17,IMP00017603,USR00112492,Tablet,Story,CRE0022,0.0343
17604,CAMP00000004,CH00000009,2022-06-18 00:50:35,IMP00017604,USR00144999,MOBILE,Sidebar,CRE0028,
17605,CAMP00000004,CH00000008,2022-06-16 14:04:51,IMP00017605,USR00126773,Tablet,Sidebar,CRE0041,0.0347
17606,CAMP00000004,CH00000007,2022-05-14 18:05:00,IMP00017606,USR00139710,Tablet,Top Banner,CRE0047,0.0352
17607,CAMP00000004,CH00000014,2022-05-31 17:37:44,IMP00017607,USR00120048,Desktop,Sidebar,CRE0031,0.0413
17608,CAMP00000004,CH00000008,2022-05-15 08:19:53,IMP00017608,USR00117711,Desktop,Feed,CRE0018,0.0068
17609,CAMP00000004,CH00000007,2022-06-12 10:53:22,IMP00017609,USR00069352,Mobile,Sidebar,CRE0007,0.0055
17610,CAMP00000004,CH00000003,2022-06-22 19:19:43,IMP00017610,USR00095118,Tablet,Top Banner,CRE0049,0.0274
17611,CAMP00000004,CH00000012,2022-06-13 21:33:22,IMP00017611,USR00130975,Tablet,Story,CRE0029,0.0494
17612,CAMP00000004,CH00000008,2022-07-05 09:13:01,IMP00017612,USR00126841,Desktop,Feed,CRE0006,0.0281
17613,CAMP00000004,CH00000002,2022-06-15 01:47:05,IMP00017613,USR00141255,Mobile,Story,CRE0035,0.0072
17614,CAMP00000004,CH00000015,2022-06-27 20:30:45,IMP00017614,USR00129725,Mobile,Sidebar,CRE0029,0.0332
17615,CAMP00000004,CH00000010,2022-05-21 18:21:58,IMP00017615,USR00027646,Tablet,Story,CRE0035,0.0193
17616,CAMP00000004,CH00000008,2022-06-07 00:26:00,IMP00017616,USR00039682,Tablet,Feed  ,CRE0008,0.0322
17617,CAMP00000004,CH00000002,2022-05-21 14:08:35,IMP00017617,USR00100149,Mobile,STORY,CRE0011,0.0064
17618,CAMP00000004,CH00000015,2022-05-12 13:56:46,IMP00017618,USR00131419,Desktop,Sidebar,CRE0044,0.0233
17619,CAMP00000004,CH00000014,2022-07-05 07:38:09,IMP00017619,USR00122410,Mobile,Story,CRE0032,0.0091
17620,CAMP00000004,CH00000008,2022-06-27 21:39:15,IMP00017620,USR00081452,Mobile,Sidebar,CRE0041,0.025
17621,CAMP00000004,CH00000006,2022-07-04 13:54:30,IMP00017621,USR00105225,Tablet,Sidebar,CRE0032,0.0182
17622,CAMP00000004,CH00000009,2022-07-02 20:15:16,IMP00017622,USR00134158,Tablet,Story,CRE0020,0.013
17623,CAMP00000004,CH00000001,2022-07-01 05:37:58,IMP00017623,USR00077555,  Desktop,Story,CRE0006,0.0135
17624,CAMP00000004,CH00000013,2022-05-10 12:09:37,IMP00017624,USR00059614,Desktop,Sidebar,CRE0008,0.049
17625,CAMP00000004,CH00000011,2022-05-18 01:11:58,IMP00017625,USR00032967,Mobile,Sidebar,CRE0007,0.0344
17626,CAMP00000004,CH00000004,2022-06-15 05:38:40,IMP00017626,USR00009652,Desktop,Feed,CRE0040,0.0372
17627,CAMP00000004,CH00000005,2022-07-12 15:16:03,IMP00017627,USR00107108,Desktop,Feed,CRE0032,0.0278
17628,CAMP00000004,CH00000012,2022-06-04 11:27:13,IMP00017628,USR00135414,Mobile,Feed,CRE0046,0.0131
17629,CAMP00000004,CH00000003,2022-07-12 04:19:03,IMP00017629,USR00042960,Tablet,Feed,CRE0019,0.0237
17630,CAMP00000004,CH00000011,2022-05-23 23:20:42,IMP00017630,USR00095531,Mobile,Feed,CRE0022,0.0137
17631,CAMP00000004,CH00000011,2022-05-25 10:38:49,IMP00017631,USR00129602,Mobile,Feed,CRE0033,0.0023
17632,CAMP00000004,CH00000004,2022-06-09 21:03:23,IMP00017632,USR00107837,desktop,Feed,CRE0040,0.0061
17633,CAMP00000004,CH00000014,2022-07-07 22:02:11,IMP00017633,USR00036475,Desktop,Feed,CRE0017,0.0307
17634,CAMP00000004,CH00000002,2022-06-16 15:32:39,IMP00017634,USR00137858,Mobile,Sidebar,CRE0023,0.018
17635,CAMP00000004,CH00000012,2022-05-15 12:07:58,IMP00017635,USR00007440,  Tablet,Sidebar,CRE0007,0.0242
17636,CAMP00000004,CH00000005,2022-06-07 10:40:49,IMP00017636,USR00059701,Mobile,Sidebar,CRE0022,0.005
17637,CAMP00000004,CH00000010,2022-05-11 13:12:50,IMP00017637,USR00009782,TABLET,Sidebar,CRE0050,0.048
17638,CAMP00000004,CH00000010,2022-06-23 01:27:26,IMP00017638,USR00008280,Mobile,Sidebar,CRE0039,0.0209
17639,CAMP00000004,CH00000010,2022-05-25 20:21:38,IMP00017639,USR00138330,Tablet,Feed,CRE0013,0.0245
17640,CAMP00000004,CH00000008,2022-05-11 18:15:09,IMP00017640,USR00123041,Tablet,Story,CRE0015,0.0084
17641,CAMP00000004,CH00000004,2022-05-18 12:32:00,IMP00017641,USR00063741,Tablet,Feed,CRE0035,0.0463
17642,CAMP00000004,CH00000010,2022-05-11 13:54:24,IMP00017642,USR00006575,Mobile,Feed,CRE0042,0.0314
17643,CAMP00000004,CH00000005,2022-06-20 17:53:36,IMP00017643,USR00128291,tablet,Top Banner,CRE0036,0.046
17644,CAMP00000004,CH00000006,2022-05-10 03:20:05,IMP00017644,USR00082080,Tablet,Top Banner,CRE0006,0.0266
17645,CAMP00000004,CH00000012,2022-05-29 03:26:45,IMP00017645,USR00115128,Mobile,Sidebar,CRE0018,0.019
17646,CAMP00000004,CH00000003,2022-05-16 15:16:55,IMP00017646,USR00038854,MOBILE,FEED,CRE0045,0.0129
17647,CAMP00000004,CH00000006,2022-05-15 09:45:00,IMP00017647,USR00086316,Mobile,Top Banner,CRE0027,0.0257
17648,CAMP00000004,CH00000012,2022-06-14 22:03:18,IMP00017648,USR00147652,Desktop,Story,CRE0006,0.0242
17649,CAMP00000004,CH00000009,2022-06-15 14:49:50,IMP00017649,USR00087517,tablet,  Feed,CRE0044,0.0092
17650,CAMP00000004,CH00000007,2022-05-17 20:52:38,IMP00017650,USR00022759,Desktop,Top Banner,CRE0021,0.0321
17651,CAMP00000004,CH00000008,2022-06-16 23:44:50,IMP00017651,USR00046045,Mobile,Story,CRE0025,0.0188
17652,CAMP00000004,CH00000012,2022-06-22 20:29:08,IMP00017652,USR00020356,Desktop,Feed,CRE0037,0.0438
17653,CAMP00000004,CH00000003,2022-06-22 17:35:40,IMP00017653,USR00043213,Tablet,Feed,CRE0005,0.0376
17654,CAMP00000004,CH00000015,2022-06-19 22:26:51,IMP00017654,USR00074359,Desktop,feed,CRE0013,0.0124
17655,CAMP00000004,CH00000005,2022-07-10 15:52:04,IMP00017655,USR00119543,Desktop,Sidebar,CRE0033,0.0421
17656,CAMP00000004,CH00000003,2022-06-21 14:55:04,IMP00017656,USR00040140,Tablet,Story,CRE0029,0.0241
17657,CAMP00000004,CH00000014,2022-07-05 10:40:49,IMP00017657,USR00053979,Desktop,Feed,CRE0042,0.0226
17658,CAMP00000004,CH00000013,2022-06-24 20:37:13,IMP00017658,USR00004336,Desktop,Top Banner,CRE0039,0.0099
17659,CAMP00000004,CH00000005,2022-06-13 05:47:44,IMP00017659,USR00067363,Desktop,Feed,CRE0027,0.0075
17660,CAMP00000004,CH00000007,2022-07-10 21:27:13,IMP00017660,USR00128385,Mobile,  Feed,CRE0028,0.022
17661,CAMP00000004,CH00000002,2022-07-01 20:30:07,IMP00017661,USR00014644,Desktop,Top Banner,CRE0020,0.0423
17662,CAMP00000004,CH00000008,2022-07-05 08:16:35,IMP00017662,USR00050355,Desktop,Feed,CRE0031,0.0205
17663,CAMP00000004,CH00000009,2022-06-15 04:01:04,IMP00017663,USR00084514,Mobile,Top Banner,CRE0027,0.04
17664,CAMP00000004,CH00000015,2022-06-06 18:18:33,IMP00017664,USR00025697,Tablet,Top Banner,CRE0043,0.0421
17665,CAMP00000004,CH00000012,2022-05-19 15:51:41,IMP00017665,USR00001359,Tablet,  Feed,CRE0014,0.0295
17666,CAMP00000004,CH00000005,2022-06-28 04:40:54,IMP00017666,USR00078314,Mobile,Sidebar,CRE0035,0.049
17667,CAMP00000004,CH00000007,2022-06-25 06:47:21,IMP00017667,USR00078400,Tablet,Top Banner,CRE0033,0.0333
17668,CAMP00000004,CH00000004,2022-06-15 07:09:15,IMP00017668,USR00028084,Mobile,Story,CRE0048,0.0357
17669,CAMP00000004,CH00000002,2022-07-05 23:04:59,IMP00017669,USR00006213,Tablet,Sidebar,CRE0013,0.0498
17670,CAMP00000004,CH00000008,2022-06-29 03:18:59,IMP00017670,USR00030608,Desktop,Sidebar,CRE0030,0.0447
17671,CAMP00000004,CH00000013,2022-06-29 22:55:22,IMP00017671,USR00128671,Mobile,Story,CRE0045,0.0283
17672,CAMP00000004,CH00000013,2022-06-18 23:55:42,IMP00017672,USR00106998,Tablet,Top Banner,CRE0020,0.025
17673,CAMP00000004,CH00000001,2022-06-16 02:18:01,IMP00017673,USR00120180,Mobile,Feed,CRE0031,0.0184
17674,CAMP00000004,CH00000006,2022-05-29 15:43:42,IMP00017674,USR00059879,Desktop,Sidebar,CRE0044,0.0444
17675,CAMP00000004,CH00000011,2022-05-23 18:30:35,IMP00017675,USR00125358,Desktop,Story,CRE0004,0.0416
17676,CAMP00000004,CH00000013,2022-06-02 00:53:12,IMP00017676,USR00049532,Desktop,Feed,CRE0050,0.0173
17677,CAMP00000004,CH00000014,2022-05-26 11:00:03,IMP00017677,USR00096664,Tablet,Story,CRE0022,0.0091
17678,CAMP00000004,CH00000012,2022-06-05 06:14:36,IMP00017678,USR00019054,Desktop,Feed,CRE0043,0.0336
17679,CAMP00000004,CH00000015,2022-06-10 09:22:43,IMP00017679,USR00135107,Tablet,Story,CRE0038,0.0332
17680,CAMP00000004,CH00000007,2022-05-13 03:17:06,IMP00017680,USR00073282,Tablet,Sidebar,CRE0011,0.0129
17681,CAMP00000004,CH00000013,2022-07-09 10:17:49,IMP00017681,USR00132007,  Desktop,Feed,CRE0009,0.0446
17682,CAMP00000004,CH00000006,2022-05-11 22:09:45,IMP00017682,USR00143615,Mobile,Story,CRE0042,0.0377
17683,CAMP00000004,CH00000001,2022-05-24 14:42:25,IMP00017683,USR00045823,Mobile  ,Top Banner,CRE0044,0.0338
17684,CAMP00000004,CH00000015,2022-05-31 09:19:22,IMP00017684,USR00087799,Tablet,Feed,CRE0048,0.0243
17685,CAMP00000004,CH00000002,2022-05-25 21:34:13,IMP00017685,USR00048277,MOBILE,Top Banner,CRE0027,
17686,CAMP00000004,CH00000011,2022-06-14 03:13:26,IMP00017686,USR00138545,Tablet,Feed,CRE0011,0.0427
17687,CAMP00000004,CH00000009,2022-05-20 18:07:07,IMP00017687,USR00081421,DESKTOP,Story,CRE0011,0.002
17688,CAMP00000004,CH00000009,2022-05-12 01:26:03,IMP00017688,USR00068705,Desktop,SIDEBAR,CRE0011,0.0113
17689,CAMP00000004,CH00000001,2022-05-22 20:33:38,IMP00017689,USR00058506,Desktop,  Sidebar,CRE0014,
17690,CAMP00000004,CH00000001,2022-06-24 23:15:25,IMP00017690,USR00093892,Mobile,  Story,CRE0049,0.02
17691,CAMP00000004,CH00000004,2022-07-05 14:56:57,IMP00017691,USR00014812,Tablet,Sidebar,CRE0043,0.0308
17692,CAMP00000004,CH00000015,2022-06-15 07:26:31,IMP00017692,USR00032519,Desktop,Sidebar,CRE0050,0.0177
17693,CAMP00000004,CH00000011,2022-05-15 08:20:50,IMP00017693,USR00110422,Mobile,Sidebar,CRE0049,0.0274
17694,CAMP00000004,CH00000010,2022-05-10 11:17:18,IMP00017694,USR00013971,Tablet,Story,CRE0014,0.023
17695,CAMP00000004,CH00000012,2022-07-12 15:58:21,IMP00017695,USR00068900,Desktop,Story,CRE0001,0.023
17696,CAMP00000004,CH00000013,2022-05-23 20:25:49,IMP00017696,USR00046078,Tablet,Feed,CRE0009,0.0157
17697,CAMP00000004,CH00000003,2022-06-12 14:54:06,IMP00017697,USR00117933,Desktop  ,Feed,CRE0035,0.0317
17698,CAMP00000004,CH00000003,2022-05-19 06:07:38,IMP00017698,USR00081658,Desktop,Sidebar,CRE0026,0.0344
17699,CAMP00000004,CH00000003,2022-06-13 06:20:06,IMP00017699,USR00040064,desktop,Feed,CRE0003,0.037
17700,CAMP00000004,CH00000007,2022-06-09 06:40:49,IMP00017700,USR00044886,Mobile,Feed,CRE0014,0.0187
17701,CAMP00000004,CH00000013,2022-06-05 11:29:11,IMP00017701,USR00048948,Desktop,Sidebar,CRE0034,
17702,CAMP00000004,CH00000012,2022-06-13 19:17:42,IMP00017702,USR00130837,Desktop,Story,CRE0033,0.0285
17703,CAMP00000004,CH00000008,2022-05-10 11:08:21,IMP00017703,USR00038206,TABLET,Top Banner,CRE0004,0.0451
17704,CAMP00000004,CH00000013,2022-06-30 21:03:38,IMP00017704,USR00034416,TABLET,Sidebar,CRE0025,0.0175
17705,CAMP00000004,CH00000004,2022-05-26 19:12:38,IMP00017705,USR00126480,Tablet,Feed,CRE0010,0.038
17706,CAMP00000004,CH00000010,2022-07-11 16:42:15,IMP00017706,USR00064362,Tablet,Top Banner,CRE0015,0.0226
17707,CAMP00000004,CH00000002,2022-05-26 05:28:08,IMP00017707,USR00136840,Desktop,Feed  ,CRE0019,0.0237
17708,CAMP00000004,CH00000008,2022-05-16 13:47:47,IMP00017708,USR00068638,Mobile,Story,CRE0035,0.005
17709,CAMP00000004,CH00000001,2022-05-25 08:05:05,IMP00017709,USR00092628,Tablet,STORY,CRE0048,0.0114
17710,CAMP00000004,CH00000003,2022-05-23 23:25:15,IMP00017710,USR00114711,Mobile,Feed,CRE0021,0.0313
17711,CAMP00000004,CH00000004,2022-05-12 05:25:54,IMP00017711,USR00019732,  Mobile,Feed,CRE0009,
17712,CAMP00000004,CH00000001,2022-06-25 08:56:46,IMP00017712,USR00107472,Tablet,Top Banner,CRE0027,0.0354
17713,CAMP00000004,CH00000005,2022-06-11 19:27:29,IMP00017713,USR00109228,Tablet,Feed,CRE0035,0.0496
17714,CAMP00000004,CH00000009,2022-07-07 16:23:09,IMP00017714,USR00048527,Mobile,story,CRE0023,0.0328
17715,CAMP00000004,CH00000006,2022-06-23 11:10:17,IMP00017715,USR00145795,Desktop,Feed,CRE0003,0.0477
17716,CAMP00000004,CH00000012,2022-05-24 10:30:53,IMP00017716,USR00099347,Desktop,  Sidebar,CRE0033,0.048
17717,CAMP00000004,CH00000008,2022-07-01 17:48:41,IMP00017717,USR00144226,Tablet,Feed,CRE0038,0.0431
17718,CAMP00000004,CH00000008,2022-06-24 10:42:36,IMP00017718,USR00104988,Tablet,Story,CRE0017,0.0381
17719,CAMP00000004,CH00000009,2022-05-17 16:14:49,IMP00017719,USR00077240,Mobile,Feed,CRE0048,0.0074
17720,CAMP00000004,CH00000004,2022-06-17 00:14:58,IMP00017720,USR00002404,Desktop,Top Banner,CRE0045,0.0246
17721,CAMP00000004,CH00000005,2022-06-22 12:10:24,IMP00017721,USR00001910,Desktop,Sidebar,CRE0049,0.0243
17722,CAMP00000004,CH00000004,2022-06-19 23:14:07,IMP00017722,USR00105484,Mobile,Top Banner,CRE0013,0.0089
17723,CAMP00000004,CH00000012,2022-07-12 20:12:14,IMP00017723,USR00059108,Desktop,Feed,CRE0036,
17724,CAMP00000004,CH00000008,2022-06-15 20:17:18,IMP00017724,USR00122035,Mobile,Top Banner,CRE0028,0.014
17725,CAMP00000004,CH00000008,2022-06-12 00:14:09,IMP00017725,USR00024204,DESKTOP,Feed,CRE0037,0.0301
17726,CAMP00000004,CH00000006,2022-05-25 12:10:31,IMP00017726,USR00035440,Tablet,Feed,CRE0028,
17727,CAMP00000004,CH00000003,2022-06-27 02:14:54,IMP00017727,USR00061904,Mobile,Sidebar,CRE0013,0.0206
17728,CAMP00000004,CH00000006,2022-07-06 17:36:24,IMP00017728,USR00105981,Desktop,Story,CRE0034,0.0412
17729,CAMP00000004,CH00000007,2022-06-20 09:14:57,IMP00017729,USR00058555,TABLET,Feed,CRE0025,0.044
17730,CAMP00000004,CH00000001,2022-05-21 16:05:35,IMP00017730,USR00113351,Desktop,Feed  ,CRE0009,0.0081
17731,CAMP00000004,CH00000008,2022-06-21 18:46:56,IMP00017731,USR00022606,Desktop,Feed,CRE0035,0.0098
17732,CAMP00000004,CH00000010,2022-05-21 23:50:42,IMP00017732,USR00099216,Mobile,Top Banner,CRE0012,0.0186
17733,CAMP00000004,CH00000015,2022-06-29 08:50:27,IMP00017733,USR00101093,Tablet,Sidebar,CRE0019,0.0295
17734,CAMP00000004,CH00000004,2022-05-13 13:49:53,IMP00017734,USR00138040,Desktop,Feed,CRE0008,0.0278
17735,CAMP00000004,CH00000013,2022-05-11 12:08:12,IMP00017735,USR00067689,Desktop  ,feed,CRE0026,
17736,CAMP00000004,CH00000010,2022-07-03 09:55:35,IMP00017736,USR00052530,Desktop,Sidebar,CRE0007,0.0467
17737,CAMP00000004,CH00000004,2022-05-20 21:20:16,IMP00017737,USR00067474,Tablet,Sidebar,CRE0030,0.0061
17738,CAMP00000004,CH00000013,2022-06-28 07:58:27,IMP00017738,USR00092552,Desktop,Sidebar,CRE0042,0.0493
17739,CAMP00000004,CH00000013,2022-06-04 01:00:16,IMP00017739,USR00026657,Desktop,Feed,CRE0037,0.0275
17740,CAMP00000004,CH00000012,2022-06-11 21:02:47,IMP00017740,USR00076954,Mobile,Story,CRE0035,0.0012
17741,CAMP00000004,CH00000015,2022-07-01 03:22:47,IMP00017741,USR00092696,Mobile,Sidebar,CRE0001,0.0188
17742,CAMP00000004,CH00000006,2022-05-26 20:05:34,IMP00017742,USR00068433,Mobile,Story,CRE0049,0.0429
17743,CAMP00000004,CH00000002,2022-05-29 06:38:25,IMP00017743,USR00027238,Mobile,Top Banner,CRE0014,0.0433
17744,CAMP00000004,CH00000002,2022-06-07 02:28:51,IMP00017744,USR00128008,  Mobile,Story,CRE0032,0.0041
17745,CAMP00000004,CH00000012,2022-06-14 19:20:14,IMP00017745,USR00134663,Tablet,Story,CRE0011,0.0399
17746,CAMP00000004,CH00000007,2022-05-21 12:31:36,IMP00017746,USR00129439,Mobile,Story,CRE0039,0.0155
17747,CAMP00000004,CH00000014,2022-07-01 23:19:41,IMP00017747,USR00109905,desktop  ,Top Banner,CRE0019,
17748,CAMP00000004,CH00000001,2022-07-08 12:30:29,IMP00017748,USR00066173,Tablet,Sidebar,CRE0038,0.0382
17749,CAMP00000004,CH00000012,2022-05-22 12:20:19,IMP00017749,USR00038617,Desktop,Sidebar,CRE0001,0.0226
17750,CAMP00000004,CH00000013,2022-06-09 09:28:32,IMP00017750,USR00126993,Mobile,Sidebar,CRE0047,0.0418
17751,CAMP00000004,CH00000002,2022-05-22 18:34:07,IMP00017751,USR00147816,tablet,Top Banner,CRE0022,
17752,CAMP00000004,CH00000011,2022-07-03 21:25:42,IMP00017752,USR00025749,Mobile,Story  ,CRE0001,0.0277
17753,CAMP00000004,CH00000006,2022-06-16 07:05:58,IMP00017753,USR00078456,Tablet,Feed,CRE0006,0.0373
17754,CAMP00000004,CH00000009,2022-05-12 03:21:37,IMP00017754,USR00027289,Desktop,Feed,CRE0012,0.0128
17755,CAMP00000004,CH00000015,2022-06-23 08:55:58,IMP00017755,USR00066684,Tablet,Top Banner,CRE0001,0.0311
17756,CAMP00000004,CH00000008,2022-06-13 07:47:12,IMP00017756,USR00044073,Tablet,  Feed,CRE0016,0.0399
17757,CAMP00000004,CH00000003,2022-07-07 16:49:22,IMP00017757,USR00098503,Tablet,Top Banner,CRE0019,0.0257
17758,CAMP00000004,CH00000014,2022-06-29 12:50:27,IMP00017758,USR00110789,Tablet,Story,CRE0014,
17759,CAMP00000004,CH00000015,2022-06-11 14:51:53,IMP00017759,USR00065780,Tablet,sidebar,CRE0022,0.0084
17760,CAMP00000004,CH00000013,2022-06-22 18:59:18,IMP00017760,USR00117904,Mobile,Feed,CRE0028,0.013
17761,CAMP00000004,CH00000014,2022-06-16 18:46:37,IMP00017761,USR00110194,Mobile,Sidebar,CRE0042,0.0117
17762,CAMP00000004,CH00000006,2022-07-02 06:03:10,IMP00017762,USR00038908,Desktop,Story,CRE0003,0.0044
17763,CAMP00000004,CH00000002,2022-06-12 15:30:51,IMP00017763,USR00147818,Desktop,Sidebar,CRE0015,0.0482
17764,CAMP00000004,CH00000015,2022-05-25 22:09:18,IMP00017764,USR00133258,Mobile,Story,CRE0006,0.0427
17765,CAMP00000004,CH00000001,2022-06-24 14:32:10,IMP00017765,USR00115288,Desktop,Story,CRE0021,0.0488
17766,CAMP00000004,CH00000002,2022-05-19 11:49:27,IMP00017766,USR00143217,Mobile,Feed,CRE0031,0.0351
17767,CAMP00000004,CH00000008,2022-06-18 23:10:03,IMP00017767,USR00022246,Tablet,Feed,CRE0007,0.0147
17768,CAMP00000004,CH00000009,2022-05-22 22:58:17,IMP00017768,USR00042395,Desktop  ,Top Banner,CRE0039,0.009
17769,CAMP00000004,CH00000013,2022-07-09 13:01:01,IMP00017769,USR00036559,tablet  ,Feed,CRE0002,0.0478
17770,CAMP00000004,CH00000009,2022-06-07 01:46:37,IMP00017770,USR00061304,Tablet,Top Banner,CRE0019,0.0487
17771,CAMP00000004,CH00000007,2022-05-17 03:43:41,IMP00017771,USR00028898,Mobile,Sidebar,CRE0004,0.0428
17772,CAMP00000004,CH00000010,2022-05-21 19:09:56,IMP00017772,USR00033672,DESKTOP,Top Banner,CRE0032,0.0379
17773,CAMP00000004,CH00000012,2022-06-15 07:16:37,IMP00017773,USR00142339,Tablet,Feed,CRE0015,0.0041
17774,CAMP00000004,CH00000013,2022-06-29 18:38:01,IMP00017774,USR00143242,Tablet,Feed,CRE0043,0.0212
17775,CAMP00000004,CH00000010,2022-06-24 14:25:01,IMP00017775,USR00030290,Desktop,Feed,CRE0006,0.0463
17776,CAMP00000004,CH00000014,2022-07-04 10:57:58,IMP00017776,USR00111045,Tablet,Story,CRE0050,0.004
17777,CAMP00000004,CH00000009,2022-06-01 15:05:27,IMP00017777,USR00081685,Tablet,FEED,CRE0042,0.0154
17778,CAMP00000004,CH00000004,2022-06-24 13:16:03,IMP00017778,USR00036900,Desktop,Sidebar,CRE0004,0.0458
17779,CAMP00000004,CH00000007,2022-06-05 13:31:34,IMP00017779,USR00023296,Desktop,Sidebar,CRE0019,0.0033
17780,CAMP00000004,CH00000010,2022-05-15 20:08:14,IMP00017780,USR00117260,Tablet,Sidebar,CRE0035,0.0127
17781,CAMP00000004,CH00000015,2022-06-11 16:15:00,IMP00017781,USR00132554,Desktop,Story,CRE0003,0.0475
17782,CAMP00000004,CH00000008,2022-06-11 15:42:00,IMP00017782,USR00010338,Desktop,Feed,CRE0003,0.0117
17783,CAMP00000004,CH00000002,2022-05-16 17:03:51,IMP00017783,USR00149105,Desktop,Top Banner,CRE0006,0.0107
17784,CAMP00000004,CH00000010,2022-07-09 19:41:03,IMP00017784,USR00049616,Desktop,Feed  ,CRE0001,0.0465
17785,CAMP00000004,CH00000003,2022-07-11 05:24:56,IMP00017785,USR00133560,Tablet,Feed,CRE0044,0.0431
17786,CAMP00000004,CH00000011,2022-06-19 19:53:20,IMP00017786,USR00035618,Desktop,Story,CRE0026,0.0041
17787,CAMP00000004,CH00000008,2022-05-21 22:33:37,IMP00017787,USR00031011,Tablet,Sidebar,CRE0038,0.0089
17788,CAMP00000004,CH00000010,2022-07-11 19:57:16,IMP00017788,USR00029155,Tablet,Story,CRE0009,0.0499
17789,CAMP00000004,CH00000002,2022-05-30 04:43:17,IMP00017789,USR00146858,desktop,Feed,CRE0037,0.0203
17790,CAMP00000004,CH00000012,2022-07-11 21:47:26,IMP00017790,USR00000767,mobile,Sidebar,CRE0040,0.0267
17791,CAMP00000004,CH00000010,2022-06-06 01:37:10,IMP00017791,USR00030526,Mobile,Top Banner,CRE0008,0.0362
17792,CAMP00000004,CH00000008,2022-07-03 18:20:29,IMP00017792,USR00098620,mobile,Sidebar,CRE0001,0.0347
17793,CAMP00000004,CH00000003,2022-06-24 05:49:32,IMP00017793,USR00097961,Mobile,Story,CRE0026,
17794,CAMP00000004,CH00000006,2022-07-11 18:17:31,IMP00017794,USR00090831,Desktop,STORY,CRE0049,0.0295
17795,CAMP00000004,CH00000001,2022-05-31 11:52:09,IMP00017795,USR00032782,Mobile,Top Banner,CRE0017,0.0468
17796,CAMP00000004,CH00000009,2022-06-23 11:28:34,IMP00017796,USR00132886,Desktop,Feed,CRE0007,0.0167
17797,CAMP00000004,CH00000002,2022-06-25 21:27:45,IMP00017797,USR00086238,Tablet  ,Feed,CRE0034,0.0142
17798,CAMP00000004,CH00000010,2022-06-06 15:05:00,IMP00017798,USR00101704,Mobile,Feed,CRE0023,0.0018
17799,CAMP00000004,CH00000010,2022-07-09 11:30:23,IMP00017799,USR00130021,Tablet,Feed,CRE0048,0.0212
17800,CAMP00000004,CH00000004,2022-07-12 11:02:56,IMP00017800,USR00060554,Tablet,Top Banner,CRE0012,0.0159
17801,CAMP00000004,CH00000009,2022-05-31 04:31:19,IMP00017801,USR00063891,Tablet,Feed,CRE0024,0.0066
17802,CAMP00000004,CH00000003,2022-06-26 13:53:08,IMP00017802,USR00118976,Desktop,Top Banner,CRE0040,0.0388
17803,CAMP00000004,CH00000006,2022-07-03 23:41:37,IMP00017803,USR00053277,Mobile,Sidebar,CRE0034,0.0406
17804,CAMP00000004,CH00000002,2022-06-18 13:31:33,IMP00017804,USR00097234,tablet,Top Banner,CRE0030,0.02
17805,CAMP00000004,CH00000009,2022-06-01 19:02:58,IMP00017805,USR00053435,Desktop,Top Banner,CRE0027,0.0325
17806,CAMP00000004,CH00000003,2022-05-23 12:00:39,IMP00017806,USR00148783,Desktop,Sidebar  ,CRE0049,0.0237
17807,CAMP00000004,CH00000001,2022-06-09 10:46:18,IMP00017807,USR00110807,  Tablet,Story,CRE0020,0.0024
17808,CAMP00000004,CH00000013,2022-05-11 21:40:13,IMP00017808,USR00017969,Desktop,Feed,CRE0035,0.0227
17809,CAMP00000004,CH00000014,2022-05-16 11:42:54,IMP00017809,USR00107304,Mobile,Top Banner,CRE0028,0.0406
17810,CAMP00000004,CH00000008,2022-05-16 04:27:09,IMP00017810,USR00146891,Desktop,Story,CRE0017,0.0448
17811,CAMP00000004,CH00000013,2022-05-22 10:16:44,IMP00017811,USR00057181,Mobile,  TOP BANNER,CRE0037,0.0221
