click_key,campaign_id,channel_id,click_timestamp,click_id,impression_id,user_id,device_type,landing_page_url,cost
384,CAMP00000020,CH00000013,2022-08-18 12:00:17,CLK00000384,IMP00099547,USR00053238,Tablet,https://bookhoarder.com/bestsellers,0.6841
385,CAMP00000010,CH00000002,2022-09-27 21:01:50,clk00000385,IMP00049803,USR00021830,Tablet,https://bookhoarder.com/home,2.3699
386,CAMP00000011,CH00000009,2021-02-07 10:57:41,clk00000386,IMP00051616,USR00080956,Mobile,https://bookhoarder.com/home,0.3827
387,CAMP00000018,CH00000005,2021-07-26 21:38:46,CLK00000387,IMP00085347,USR00072612,Mobile,https://bookhoarder.com/bestsellers,0.993
388,CAMP00000010,CH00000001,2022-10-22 23:59:57,CLK00000388,IMP00049625,USR00123020,Desktop,https://bookhoarder.com/bestsellers,1.5806
389,CAMP00000002,CH00000005,2022-10-31 11:19:01,CLK00000389,IMP00007477,USR00076592,Tablet,https://bookhoarder.com/home,0.3766
390,CAMP00000007,CH00000014,2021-12-18 02:35:47,CLK00000390,IMP00033254,USR00133864,Desktop,https://bookhoarder.com/bestsellers,0.9148
391,CAMP00000015,CH00000001,2021-04-16 20:38:36,CLK00000391,IMP00073565,USR00072285,Tablet,https://bookhoarder.com/home,1.8719
392,CAMP00000004,CH00000009,2022-06-08 03:28:17,CLK00000392,IMP00016032,USR00046589,Tablet,https://bookhoarder.com/home,1.6272
393,CAMP00000020,CH00000001,2022-08-15 11:21:08,CLK00000393,IMP00098911,USR00063246,Desktop,https://bookhoarder.com/bestsellers,0.5997
394,CAMP00000015,CH00000005,2021-04-28 13:48:18,CLK  00000394,imp00074811,USR00119942,Tablet,https://bookhoarder.com/home,1.1179
395,CAMP00000003,CH00000007,2021-12-10 06:16:02,CLK00000395,IMP00011142,USR00031523,,https://bookhoarder.com/bestsellers,2.2696
396,CAMP00000012,CH00000004,2022-03-13 05:35:24,CLK00000396,IMP00055806,USR00098686,Mobile,https://bookhoarder.com/deals,0.7056
397,CAMP00000012,CH00000004,2022-03-11 19:54:37,CLK00000397,IMP00058419,USR00011371,Tablet,https://bookhoarder.com/deals,0.2923
398,CAMP00000010,CH00000013,2022-10-04 09:36:58,CLK00000398,IMP00049924,USR00044748,Desktop,https://bookhoarder.com/deals,0.9275
399,CAMP00000015,CH00000013,2021-04-24 09:03:27,CLK00000399,IMP00073214,USR00087979,Desktop,https://bookhoarder.com/bestsellers,1.6981
400,CAMP  00000009,CH00000001,2021-10-20 20:43:25,CLK00000400,IMP00041277,USR00072597,Mobile,https://bookhoarder.com/home,0.6902
401,CAMP00000017,CH00000001,2022-08-20 23:25:38,CLK00000401,IMP00080327,USR00040064,Tablet,https://bookhoarder.com/home,0.7682
402,CAMP00000008,CH00000007,2022-12-19 09:36:33,CLK00000402,IMP00038676,USR00115773,Tablet,https://bookhoarder.com/bestsellers,0.5055
403,CAMP00000011,ch00000008,2021-01-15 17:14:46,CLK00000403,IMP00051804,USR00054710,Desktop,https://bookhoarder.com/bestsellers,0.6147
404,CAMP00000003,CH00000008,2021-12-15 03:09:14,CLK00000404,IMP00011202,USR00103877,Tablet,https://bookhoarder.com/bestsellers,0.2234
405,CAMP00000010,CH00000014,2022-11-09 03:34:10,CLK00000405,IMP00045614,USR00088384,Tablet,https://bookhoarder.com/home,2.2149
406,CAMP00000015,CH00000008,2021-04-27 06:44:10,CLK00000406,IMP00074131,USR00047481,Mobile,https://bookhoarder.com/home,2.0133
407,CAMP00000009,CH00000013,2021-10-25 01:11:25,CLK00000407,IMP00044132,USR00000877,Mobile,https://bookhoarder.com/bestsellers,0.7498
408,CAMP00000009,CH00000005,2021-10-25 17:17:15,CLK00000408,IMP00044284,USR00029996,Tablet,https://bookhoarder.com/home,0.2692
409,CAMP00000010,ch00000015,2022-11-20 11:35:27,CLK00000409,IMP00048574,USR00082497,Tablet,https://bookhoarder.com/deals,0.8374
410,CAMP00000018,CH00000003,2021-07-04 05:05:10,CLK00000410,IMP00085068,USR00073821,Mobile,https://bookhoarder.com/deals,2.366
411,CAMP00000009,CH00000009,2021-10-12 13:08:13,CLK00000411,IMP00041202,USR00050532,Mobile,https://bookhoarder.com/deals,1.5974
412,CAMP00000015,CH00000009,2021-04-15 21:46:44,CLK00000412,IMP00073660,USR00085544,Mobile,https://bookhoarder.com/deals,0.7136
413,camp00000010,CH00000001,2022-09-24 04:18:12,CLK  00000413,IMP00047851,USR00108103,Mobile,https://bookhoarder.com/home,2.4209
414,CAMP00000013,ch00000005,2021-02-14 13:20:32,CLK00000414,IMP00063314,USR00125586,Tablet,https://bookhoarder.com/deals,2.2822
415,CAMP00000017,CH00000014,2022-08-04 19:08:07,CLK00000415,IMP00084550,USR00074775,Tablet,https://bookhoarder.com/home,0.9645
416,CAMP  00000009,CH00000012,2021-10-17 00:17:17,CLK00000416,IMP00044168,USR00047828,Tablet,https://bookhoarder.com/home,1.626
417,CAMP00000009,CH00000003,2021-10-20 17:09:07,CLK00000417,IMP00042348,USR00013501,Desktop,https://bookhoarder.com/deals,2.2477
418,CAMP00000018,CH00000007,2021-07-16 12:13:49,CLK00000418,IMP  00088765,USR00059372,Tablet,https://bookhoarder.com/deals,0.3443
419,CAMP00000017,CH00000012,2022-08-05 13:22:37,CLK00000419,IMP  00082992,USR00011906,Desktop,https://bookhoarder.com/deals,1.5518
420,CAMP00000002,CH00000003,2022-11-21 10:10:26,CLK00000420,IMP00008290,USR00020170,Tablet,https://bookhoarder.com/bestsellers,1.0827
421,CAMP00000019,CH00000001,2021-03-15 10:33:38,CLK00000421,IMP00094578,USR00055778,Tablet,https://bookhoarder.com/deals,1.8356
422,CAMP00000019,CH00000002,2021-03-11 03:56:12,CLK00000422,IMP00093989,USR00066815,Tablet,https://bookhoarder.com/bestsellers,2.3118
423,CAMP  00000010,CH00000012,2022-11-13 16:29:14,CLK00000423,IMP00047391,USR00142148,Desktop,https://bookhoarder.com/home,1.3815
424,CAMP00000017,CH00000014,2022-08-05 17:35:52,CLK00000424,IMP00084285,USR00147505,Tablet,https://bookhoarder.com/bestsellers,1.8084
425,CAMP00000011,CH00000006,2021-01-25 18:47:52,CLK00000425,IMP00050875,USR00103520,Tablet,https://bookhoarder.com/bestsellers,1.5179
426,CAMP00000003,CH00000005,2022-01-16 19:15:24,CLK00000426,IMP00013919,USR00046373,Mobile,https://bookhoarder.com/home,0.326
427,CAMP00000008,CH00000004,2022-12-23 23:29:47,CLK00000427,IMP00035460,USR00105127,Mobile,https://bookhoarder.com/home,2.2319
428,CAMP00000004,CH00000015,2022-06-01 02:44:24,clk00000428,IMP00018165,USR00116008,Desktop,https://bookhoarder.com/deals,0.9125
429,CAMP00000001,CH00000006,2023-02-06 23:19:29,CLK00000429,IMP00004448,USR00141857,Desktop,https://bookhoarder.com/bestsellers,0.7566
430,CAMP00000006,CH00000001,2022-05-21 21:01:58,CLK00000430,IMP00028156,USR00031947,Mobile,https://bookhoarder.com/bestsellers,2.4692
431,CAMP00000006,CH00000002,2022-05-13 11:14:41,CLK00000431,IMP00025149,USR00078291,Mobile,https://bookhoarder.com/deals,2.0722
432,CAMP00000011,CH00000008,2021-02-13 04:47:20,CLK00000432,IMP00054214,USR00102878,Desktop,https://bookhoarder.com/home,2.1296
433,CAMP00000003,CH00000003,2022-01-01 07:54:35,CLK00000433,IMP00010375,USR00137063,Mobile,https://bookhoarder.com/home,0.6024
434,CAMP00000001,CH  00000014,2023-01-20 07:12:41,CLK00000434,IMP00003318,USR00131883,,https://bookhoarder.com/bestsellers,0.9456
435,CAMP00000019,ch00000007,2021-03-10 17:44:49,CLK00000435,IMP00092403,USR00119475,Tablet,https://bookhoarder.com/bestsellers,0.3875
436,CAMP00000009,CH00000012,2021-10-18 11:43:18,CLK00000436,IMP00043554,USR00140496,Tablet,https://bookhoarder.com/bestsellers,0.9169
437,CAMP00000016,CH00000012,2021-04-20 21:06:50,CLK00000437,IMP00076934,USR00010449,Mobile,https://bookhoarder.com/bestsellers,0.5451
438,CAMP00000015,CH00000004,2021-04-21 16:48:35,CLK00000438,IMP00070417,USR00112063,Mobile,https://bookhoarder.com/home,1.4473
439,CAMP00000010,CH00000013,2022-10-15 22:02:01,CLK00000439,IMP00046256,USR00078802,Tablet,https://bookhoarder.com/deals,2.1346
440,CAMP00000001,CH00000013,2023-01-06 12:12:44,CLK00000440,IMP00002598,USR00042563,Desktop,https://bookhoarder.com/bestsellers,1.6788
441,CAMP00000015,CH  00000001,2021-04-30 12:07:52,CLK00000441,imp00073964,USR00081986,Mobile,https://bookhoarder.com/home,0.2424
442,CAMP00000008,CH00000013,2022-12-24 08:32:19,CLK00000442,IMP00037280,USR00145409,Mobile,https://bookhoarder.com/home,0.7728
443,CAMP00000020,CH00000001,2022-08-13 04:10:07,CLK00000443,IMP00095566,USR00019577,Desktop,https://bookhoarder.com/deals,2.4101
444,CAMP00000006,CH00000010,2022-05-18 01:03:36,CLK00000444,IMP00028572,USR00100635,Tablet,https://bookhoarder.com/home,2.3449
445,CAMP00000018,CH00000008,2021-07-06 14:32:04,CLK00000445,IMP00089448,USR00146695,Desktop,https://bookhoarder.com/bestsellers,0.9896
446,CAMP00000017,CH00000010,2022-08-16 04:15:59,CLK00000446,IMP00080120,USR00049973,Tablet,https://bookhoarder.com/bestsellers,2.3793
447,CAMP00000006,CH00000008,2022-05-16 23:00:46,CLK00000447,IMP  00026770,USR00087842,Tablet,https://bookhoarder.com/home,1.9057
448,CAMP00000015,CH00000004,2021-04-24 06:43:04,CLK00000448,IMP00074891,USR00000480,Desktop,https://bookhoarder.com/deals,1.0555
449,CAMP00000007,CH00000014,2021-11-23 08:57:53,CLK00000449,IMP00031906,USR00096540,Desktop,https://bookhoarder.com/home,1.7439
450,CAMP00000017,CH00000005,2022-07-23 05:16:41,CLK00000450,IMP  00083655,USR00031901,Mobile,https://bookhoarder.com/deals,1.4848
451,CAMP00000013,CH00000015,2021-03-18 11:06:55,CLK00000451,IMP00064729,USR00102671,Tablet,https://bookhoarder.com/home,0.8927
452,CAMP00000008,CH00000003,2022-12-01 21:52:26,CLK00000452,IMP00037118,USR00019997,Mobile,https://bookhoarder.com/bestsellers,0.5776
453,CAMP00000002,CH00000005,2022-11-02 20:08:25,CLK00000453,IMP00008065,USR00050399,Tablet,https://bookhoarder.com/deals,1.3658
454,CAMP00000018,CH00000005,2021-07-23 04:12:43,CLK00000454,IMP00086696,USR00077869,Mobile,https://bookhoarder.com/deals,2.0825
455,CAMP00000005,CH00000011,2022-08-25 02:25:39,CLK00000455,IMP00024137,USR00062831,Desktop,https://bookhoarder.com/bestsellers,1.4468
456,CAMP00000014,CH  00000004,2021-12-07 07:04:23,CLK00000456,IMP00067107,USR00113915,Tablet,https://bookhoarder.com/deals,0.1309
457,CAMP00000020,CH00000001,2022-08-20 08:33:53,CLK00000457,IMP00098922,USR00060491,Tablet,https://bookhoarder.com/bestsellers,1.3658
458,CAMP00000004,CH00000005,2022-05-12 12:56:24,CLK00000458,IMP00017045,USR00142143,Mobile,https://bookhoarder.com/deals,1.2646
459,CAMP  00000003,CH00000009,2021-12-13 23:20:23,CLK00000459,IMP00012246,USR00010238,Desktop,https://bookhoarder.com/bestsellers,1.0715
460,CAMP00000011,CH00000006,2021-03-13 11:53:32,CLK00000460,IMP00054160,USR00021392,Mobile,https://bookhoarder.com/deals,0.8189
461,CAMP00000009,CH00000013,2021-10-11 17:45:55,CLK00000461,IMP00044249,USR00052434,Mobile,https://bookhoarder.com/deals,0.4814
462,CAMP00000016,CH00000001,2021-05-08 06:42:45,CLK00000462,IMP00079205,USR00045285,Tablet,https://bookhoarder.com/bestsellers,0.6034
463,CAMP00000017,CH00000009,2022-07-15 04:05:21,CLK00000463,imp00082263,USR00141393,Tablet,https://bookhoarder.com/home,2.4702
464,CAMP00000011,CH00000006,2021-03-16 03:03:04,CLK  00000464,IMP00052944,USR00093706,Desktop,https://bookhoarder.com/home,1.968
465,CAMP00000007,CH00000004,2021-12-17 06:53:04,CLK00000465,IMP00034350,USR00090624,Tablet,https://bookhoarder.com/home,1.5918
466,CAMP00000011,CH00000008,2021-02-07 13:39:56,CLK00000466,IMP00051167,USR00127068,Tablet,https://bookhoarder.com/deals,1.6417
467,CAMP00000002,CH00000001,2022-11-11 06:36:04,CLK00000467,IMP  00005696,USR00001290,Desktop,https://bookhoarder.com/home,0.4689
468,CAMP00000010,CH00000002,2022-09-15 23:27:53,CLK  00000468,IMP00045391,USR00007644,Tablet,https://bookhoarder.com/home,2.0606
469,CAMP  00000015,CH00000010,2021-04-26 12:29:46,CLK00000469,IMP00074681,USR00056104,Desktop,https://bookhoarder.com/deals,0.724
470,CAMP00000008,CH00000003,2022-12-02 07:14:07,CLK00000470,IMP00036578,USR00031846,Tablet,https://bookhoarder.com/bestsellers,0.6514
471,CAMP00000015,CH00000002,2021-04-28 10:29:34,CLK00000471,imp00070964,USR00108464,Mobile,https://bookhoarder.com/home,0.6496
472,CAMP00000006,CH00000005,2022-05-20 18:37:19,CLK00000472,IMP00029502,USR00073498,Desktop,https://bookhoarder.com/home,1.9523
473,CAMP00000006,CH00000013,2022-05-11 21:46:13,CLK00000473,IMP  00029596,USR00133681,Tablet,https://bookhoarder.com/deals,0.2627
474,CAMP00000008,CH00000010,2023-01-12 09:37:07,CLK00000474,IMP00039266,USR00029749,Tablet,https://bookhoarder.com/bestsellers,0.6409
475,CAMP00000013,CH00000005,2021-02-16 00:05:11,CLK00000475,IMP00062934,USR00110104,Desktop,https://bookhoarder.com/deals,1.7321
476,CAMP00000010,CH00000007,2022-11-14 19:28:58,CLK00000476,imp00049978,USR00011798,Desktop,https://bookhoarder.com/deals,1.5823
477,CAMP00000007,CH00000009,2021-11-28 10:43:04,CLK00000477,IMP00033097,USR00127138,Tablet,https://bookhoarder.com/bestsellers,1.4273
478,CAMP00000010,CH00000011,2022-10-02 09:22:01,CLK00000478,IMP00048125,USR00085201,Mobile,https://bookhoarder.com/home,2.1517
479,CAMP  00000018,CH00000008,2021-07-24 18:40:52,CLK00000479,IMP00087231,USR00069714,Tablet,https://bookhoarder.com/deals,1.9149
480,camp00000005,CH00000007,2022-08-14 09:50:08,CLK00000480,IMP00021705,USR00015782,Desktop,https://bookhoarder.com/bestsellers,0.7814
481,CAMP00000012,CH00000004,2022-03-02 09:36:27,CLK00000481,imp00059287,USR00139721,Mobile,https://bookhoarder.com/home,1.5042
482,CAMP  00000008,CH00000011,2023-01-08 11:24:14,CLK00000482,IMP00038435,USR00006342,Mobile,https://bookhoarder.com/home,0.3411
483,CAMP00000014,CH00000013,2022-01-01 07:51:08,CLK00000483,IMP00069341,USR00040423,Tablet,https://bookhoarder.com/bestsellers,1.3497
484,CAMP00000016,CH00000003,2021-04-14 11:42:35,CLK00000484,IMP00075677,USR00118028,Mobile,https://bookhoarder.com/home,0.2814
485,camp00000011,CH  00000014,2021-01-11 05:00:03,CLK00000485,imp00054551,USR00019167,Mobile,https://bookhoarder.com/deals,2.0461
486,CAMP00000007,CH00000004,2021-12-13 00:35:35,CLK00000486,IMP00032803,USR00115005,Tablet,https://bookhoarder.com/deals,1.3738
487,CAMP  00000011,CH00000004,2021-01-15 14:45:42,CLK00000487,IMP00052561,USR00057408,Mobile,https://bookhoarder.com/bestsellers,1.1872
488,CAMP00000016,CH00000003,2021-04-03 23:35:57,CLK00000488,IMP00075889,USR00073108,Desktop,https://bookhoarder.com/bestsellers,0.7043
489,CAMP00000020,ch00000010,2022-08-17 13:13:45,CLK00000489,IMP00098925,USR00057049,Desktop,https://bookhoarder.com/deals,0.9228
490,CAMP00000003,CH00000011,2021-12-17 16:28:58,CLK00000490,IMP00012554,USR00134685,Tablet,https://bookhoarder.com/deals,0.599
491,CAMP00000002,CH00000002,2022-10-16 23:54:36,CLK  00000491,IMP00007538,USR00109111,Tablet,https://bookhoarder.com/home,0.138
492,CAMP00000020,CH00000004,2022-08-17 14:45:11,CLK00000492,IMP00099721,USR00101657,Tablet,https://bookhoarder.com/home,1.0514
493,CAMP00000017,CH00000004,2022-07-25 19:18:33,CLK00000493,IMP00084054,USR00134017,Desktop,https://bookhoarder.com/bestsellers,1.5138
494,CAMP  00000010,CH00000001,2022-09-08 06:15:29,CLK00000494,IMP00045783,USR00072056,Mobile,https://bookhoarder.com/bestsellers,0.4995
495,camp00000006,CH00000002,2022-05-20 14:20:39,CLK00000495,IMP00027931,USR00130994,Tablet,https://bookhoarder.com/bestsellers,0.8327
496,CAMP00000005,CH00000011,2022-08-01 12:56:07,CLK00000496,IMP00021860,USR00037413,Mobile,https://bookhoarder.com/bestsellers,1.794
497,CAMP00000007,CH00000004,2021-12-12 13:20:26,CLK00000497,IMP00030610,USR00018468,Mobile,https://bookhoarder.com/deals,0.5036
498,CAMP00000012,CH00000009,2022-01-29 04:16:16,CLK00000498,IMP00057165,USR00002990,Mobile,https://bookhoarder.com/deals,1.1779
499,CAMP00000017,CH00000005,2022-08-11 08:40:46,CLK00000499,IMP  00080140,USR00028298,,https://bookhoarder.com/deals,0.8552
500,CAMP00000015,CH00000010,2021-04-25 23:23:19,CLK00000500,IMP00071463,USR00132994,Mobile,https://bookhoarder.com/deals,1.2742
501,CAMP00000001,CH00000012,2022-12-29 11:00:32,CLK00000501,IMP00000672,USR00066276,Desktop,https://bookhoarder.com/deals,0.8261
502,CAMP00000019,CH00000008,2021-03-24 11:55:26,CLK00000502,IMP00093770,USR00138720,Tablet,https://bookhoarder.com/deals,2.3495
503,CAMP00000010,CH00000004,2022-10-10 19:19:29,CLK00000503,IMP00045609,USR00147596,Mobile,https://bookhoarder.com/bestsellers,1.5657
504,CAMP00000003,CH00000002,2022-01-04 05:39:34,CLK00000504,IMP00011369,USR00129843,Tablet,https://bookhoarder.com/home,2.1611
505,CAMP00000003,CH00000004,2022-01-20 00:41:39,CLK  00000505,IMP00010089,USR00035086,Tablet,https://bookhoarder.com/deals,2.3629
506,CAMP00000004,CH00000003,2022-06-26 13:21:48,CLK  00000506,IMP  00015166,USR00076541,Desktop,https://bookhoarder.com/deals,1.5555
507,CAMP00000004,CH00000009,2022-05-18 02:28:08,CLK00000507,IMP00019746,USR00142634,Desktop,https://bookhoarder.com/bestsellers,1.286
508,CAMP00000009,ch00000013,2021-10-23 13:06:31,CLK00000508,IMP00042320,USR00129497,Mobile,https://bookhoarder.com/deals,1.2057
509,CAMP00000003,CH00000004,2022-01-18 09:18:19,CLK00000509,IMP00011687,USR00143575,Desktop,https://bookhoarder.com/home,2.3274
510,CAMP  00000020,CH00000007,2022-08-18 15:14:44,CLK00000510,IMP00097630,USR00079395,Desktop,https://bookhoarder.com/deals,0.6605
511,camp00000020,CH00000001,2022-08-09 12:47:30,CLK00000511,IMP00095637,USR00050174,Mobile,https://bookhoarder.com/deals,1.6964
512,CAMP00000018,CH00000015,2021-07-04 12:01:13,CLK00000512,IMP00086883,USR00025293,Desktop,https://bookhoarder.com/deals,1.2419
513,CAMP00000012,CH00000013,2022-02-04 00:00:27,CLK00000513,IMP00058034,USR00014246,Mobile,https://bookhoarder.com/deals,1.8523
514,CAMP  00000009,CH00000003,2021-10-22 08:56:50,CLK00000514,IMP00043711,USR00058281,Desktop,https://bookhoarder.com/home,0.7413
515,CAMP00000014,CH00000007,2021-12-29 20:37:25,CLK00000515,IMP00066815,USR00063928,Desktop,https://bookhoarder.com/bestsellers,1.3334
516,CAMP00000018,CH00000004,2021-08-07 20:51:17,CLK00000516,IMP00089030,USR00024963,Desktop,https://bookhoarder.com/home,2.215
517,CAMP00000020,CH00000008,2022-08-20 11:22:44,CLK00000517,IMP00099342,USR00090611,Desktop,https://bookhoarder.com/home,0.9371
518,CAMP00000007,CH00000013,2021-12-21 22:30:02,CLK00000518,IMP00034937,USR00002124,Desktop,https://bookhoarder.com/home,1.516
519,CAMP00000005,CH00000011,2022-07-07 19:59:41,CLK00000519,IMP00024037,USR00007529,Desktop,https://bookhoarder.com/deals,2.1961
520,CAMP00000005,CH00000008,2022-08-07 02:07:25,CLK00000520,IMP00022488,USR00025591,Desktop,https://bookhoarder.com/deals,0.6362
521,CAMP00000009,CH00000001,2021-10-16 04:29:18,CLK00000521,IMP00041606,USR00057202,Mobile,https://bookhoarder.com/home,2.1989
522,CAMP00000002,CH00000004,2022-10-22 18:31:14,CLK00000522,IMP00006364,USR00112032,Mobile,https://bookhoarder.com/deals,1.0389
523,CAMP00000009,CH00000001,2021-10-15 08:26:34,CLK00000523,IMP00041739,USR00149098,Tablet,https://bookhoarder.com/home,1.2702
524,CAMP00000016,CH00000012,2021-04-20 05:38:12,CLK00000524,IMP00079571,USR00018755,Desktop,https://bookhoarder.com/deals,2.1776
525,CAMP00000001,CH00000015,2023-01-31 09:46:34,clk00000525,IMP00002184,USR00106362,,https://bookhoarder.com/deals,0.647
526,camp00000009,CH00000015,2021-10-20 23:38:45,CLK00000526,IMP  00041582,USR00086794,Tablet,https://bookhoarder.com/bestsellers,0.5008
527,CAMP00000020,CH00000004,2022-08-19 18:04:35,CLK00000527,IMP00098861,USR00037203,Mobile,https://bookhoarder.com/bestsellers,2.2902
528,CAMP00000018,CH00000014,2021-07-11 09:28:40,CLK00000528,IMP00087874,USR00126674,Desktop,https://bookhoarder.com/home,1.6228
529,CAMP00000013,CH00000008,2021-03-05 20:38:48,CLK00000529,IMP00063510,USR00035519,Mobile,https://bookhoarder.com/home,2.3255
530,CAMP00000007,CH00000008,2021-11-27 05:50:45,CLK00000530,IMP  00032083,USR00130934,Mobile,https://bookhoarder.com/bestsellers,1.0938
531,CAMP  00000012,CH00000012,2022-01-14 19:24:22,CLK00000531,IMP00055502,USR00056212,Tablet,https://bookhoarder.com/bestsellers,0.5913
532,CAMP00000018,CH00000002,2021-07-24 21:01:29,CLK00000532,IMP00088293,USR00003834,Mobile,https://bookhoarder.com/home,1.4457
533,CAMP00000012,CH00000002,2022-02-01 21:43:59,CLK00000533,IMP  00056292,USR00063572,Desktop,https://bookhoarder.com/home,1.5621
534,CAMP00000018,CH  00000005,2021-07-14 22:03:47,CLK00000534,IMP00088697,USR00058453,Tablet,https://bookhoarder.com/deals,1.7233
535,CAMP00000018,CH00000006,2021-07-21 05:09:28,CLK00000535,IMP00089597,USR00092172,Mobile,https://bookhoarder.com/bestsellers,1.1721
536,CAMP00000020,CH00000012,2022-08-14 02:17:32,CLK00000536,IMP00096968,USR00007611,Desktop,https://bookhoarder.com/bestsellers,1.9272
537,CAMP  00000007,CH00000011,2021-12-13 13:28:33,CLK  00000537,IMP00032860,USR00031162,Desktop,https://bookhoarder.com/deals,0.8661
538,CAMP00000002,CH00000002,2022-11-06 12:13:42,CLK00000538,IMP00007707,USR00076016,Tablet,https://bookhoarder.com/deals,0.5943
539,CAMP00000016,CH00000015,2021-04-13 06:51:22,CLK00000539,IMP00075207,USR00012253,Desktop,https://bookhoarder.com/home,0.8273
540,CAMP00000020,CH00000010,2022-08-23 08:11:02,CLK00000540,IMP00096215,USR00127525,Tablet,https://bookhoarder.com/home,1.7114
541,CAMP00000006,CH00000008,2022-05-14 14:37:58,clk00000541,IMP00028578,USR00028937,Mobile,https://bookhoarder.com/bestsellers,1.2283
542,CAMP00000006,CH00000001,2022-05-20 13:08:21,CLK00000542,IMP00026303,USR00113193,Mobile,https://bookhoarder.com/home,1.8414
543,CAMP00000004,CH00000013,2022-05-13 08:12:52,CLK00000543,IMP00019498,USR00001912,Tablet,https://bookhoarder.com/bestsellers,1.8497
544,CAMP00000011,CH00000007,2021-01-25 11:01:58,CLK00000544,IMP00052312,USR00052570,Tablet,https://bookhoarder.com/home,0.5248
545,CAMP00000017,CH00000010,2022-07-20 01:58:15,CLK00000545,IMP00082576,USR00086862,Desktop,https://bookhoarder.com/deals,2.2008
546,CAMP00000020,CH00000014,2022-08-23 11:49:56,CLK00000546,IMP00098832,USR00000002,Mobile,https://bookhoarder.com/deals,1.7534
547,CAMP00000019,CH00000009,2021-03-08 18:51:38,CLK00000547,IMP00091350,USR00103172,Mobile,https://bookhoarder.com/home,0.1142
548,CAMP00000018,CH00000008,2021-07-25 02:06:54,CLK00000548,IMP00089815,USR00148683,Mobile,https://bookhoarder.com/deals,2.0576
549,CAMP00000015,CH00000003,2021-04-30 21:23:31,CLK00000549,IMP00073945,USR00034802,Desktop,https://bookhoarder.com/home,1.745
550,CAMP00000006,CH00000009,2022-05-21 17:19:04,CLK00000550,IMP00029100,USR00039800,Mobile,https://bookhoarder.com/deals,0.3652
551,CAMP00000011,CH00000001,2021-03-17 21:34:12,CLK00000551,IMP00052454,USR00093611,Mobile,https://bookhoarder.com/bestsellers,0.453
552,CAMP00000013,CH00000015,2021-02-16 03:21:04,CLK00000552,IMP00064330,USR00097846,Tablet,https://bookhoarder.com/deals,1.5271
553,CAMP00000019,CH00000008,2021-04-02 14:22:13,CLK00000553,IMP00094847,USR00032007,Tablet,https://bookhoarder.com/home,0.9192
554,CAMP00000006,CH00000008,2022-05-17 00:22:30,CLK00000554,IMP00027194,USR00041682,Mobile,https://bookhoarder.com/home,0.9864
555,CAMP00000002,CH00000008,2022-10-30 19:17:25,CLK00000555,IMP00005278,USR00004400,Desktop,https://bookhoarder.com/bestsellers,0.153
556,CAMP00000005,CH00000009,2022-08-03 15:51:42,CLK00000556,IMP00024629,USR00059939,Mobile,https://bookhoarder.com/deals,0.777
557,CAMP00000013,CH00000003,2021-04-07 13:22:27,CLK00000557,IMP00061169,USR00003419,Tablet,https://bookhoarder.com/bestsellers,0.8691
558,CAMP00000007,CH00000001,2021-11-30 09:40:28,clk00000558,IMP00034823,USR00046812,Desktop,https://bookhoarder.com/bestsellers,2.3508
559,CAMP00000005,CH00000007,2022-08-02 19:19:44,CLK00000559,IMP00023836,USR00076320,Mobile,https://bookhoarder.com/bestsellers,0.5189
560,CAMP00000010,CH00000006,2022-09-25 01:50:38,CLK00000560,IMP00046821,USR00023145,Tablet,https://bookhoarder.com/home,1.2435
561,CAMP00000003,CH00000011,2022-02-17 04:53:29,CLK00000561,IMP00014977,USR00105506,Mobile,https://bookhoarder.com/home,0.3865
562,CAMP00000017,CH00000006,2022-08-02 12:30:14,CLK00000562,IMP00084069,USR00079398,Tablet,https://bookhoarder.com/deals,0.3804
563,CAMP00000008,CH00000002,2022-12-18 21:32:10,CLK00000563,IMP00038012,USR00110819,Desktop,https://bookhoarder.com/home,1.0842
564,CAMP00000008,CH00000005,2022-12-11 23:53:49,CLK00000564,IMP00037817,USR00004952,Tablet,https://bookhoarder.com/bestsellers,2.3133
565,CAMP00000017,CH00000013,2022-08-15 02:36:14,CLK00000565,IMP00080554,USR00040738,Mobile,https://bookhoarder.com/bestsellers,0.8807
566,CAMP00000016,CH00000001,2021-03-25 13:56:05,CLK00000566,IMP00077065,USR00033444,Mobile,https://bookhoarder.com/home,1.6002
567,CAMP  00000004,CH00000004,2022-05-12 16:29:21,CLK00000567,IMP00016131,USR00004458,Tablet,https://bookhoarder.com/deals,1.0556
568,CAMP00000012,CH00000005,2022-01-27 05:51:37,CLK00000568,IMP00058538,USR00094537,Mobile,https://bookhoarder.com/home,1.7509
569,CAMP00000007,CH00000015,2021-12-04 09:50:22,CLK00000569,IMP00033168,USR00081907,Tablet,https://bookhoarder.com/deals,0.7282
570,CAMP00000015,CH00000002,2021-04-13 03:29:21,CLK00000570,IMP00074467,USR00127793,Mobile,https://bookhoarder.com/deals,0.3677
571,CAMP00000005,CH00000006,2022-09-06 19:54:52,CLK00000571,IMP00023350,USR00029124,Tablet,https://bookhoarder.com/bestsellers,1.7447
572,CAMP00000011,CH00000015,2021-02-23 12:38:28,CLK00000572,IMP00052366,USR00101012,Desktop,https://bookhoarder.com/home,0.1497
