order_key,order_id,customer_id,order_timestamp,order_status,order_channel,store_id,subtotal,discount_amount,shipping_cost,tax_amount,total_amount,payment_method,shipping_method,shipping_address_line1,shipping_address_line2,shipping_city,shipping_postal_code,shipping_country,promo_code,discount_percent,first_purchase_flag,gift_order_flag
369,ORD00000369,CUST00015397,2022-05-11 12:32:19,Completed,Online,,128.71,0.0,14.47,10.3,153.48000000000002,Credit Card,Express,,,,,,,0,0,0
370,ORD00000370,CUST00041099,2024-09-09 16:57:10,Completed  ,Online,,20.82,0.0,8.49,1.67,30.980000000000004,Credit Card,Express,,,,,,,0,0,0
371,ORD00000371,CUST00014481,2023-08-31 01:55:55,  Completed,Online,,152.86,0.0,0.42,12.23,165.51,Debit Card,Express,,,,,,,0,0,0
372,ORD00000372,CUST00013455,2022-04-26 15:57:53,Completed,Online,,138.46,0.0,10.33,11.08,159.87000000000003,PayPal,Express,,,,,,,0,0,0
373,ORD00000373,CUST00003141,2022-12-07 20:01:15,Completed,Online,,132.81,0.0,4.99,10.62,148.42000000000002,Credit Card,Express,,,,,,,0,0,0
374,ORD00000374,CUST00032478,2022-08-23 20:41:29,Completed,Online,,96.26,0.0,2.4,7.7,106.36000000000001,Credit Card,  Standard,,,,,,,0,0,0
375,ORD00000375,CUST00004470,2024-07-12 15:42:18,Completed,Online,,98.6,0.0,4.42,7.89,110.91,PayPal,Express,,,,,,,0,0,0
376,ORD00000376,CUST00035366,2023-10-03 01:37:45,Completed,Online,,52.61,0.0,11.09,4.21,67.91,debit card,Express,,,,,,,0,0,0
377,ORD00000377,CUST00030610,2023-12-29 14:36:45,COMPLETED,ONLINE,,180.25,0.0,4.4,14.42,199.07,PayPal,Express,,,,,,,0,0,1
378,ORD00000378,CUST00032460,2024-09-05 00:49:47,Completed,Online,,107.43,0.0,1.13,8.59,117.15,PayPal  ,Express,,,,,,,0,0,0
379,ORD00000379,CUST00000863,2021-09-17 13:19:51,completed,  Online,,22.32,0.0,1.29,1.79,25.4,Debit Card,Express,,,,,,,0,0,0
380,ORD00000380,CUST00042161,2023-07-19 09:06:37,Completed,Online,,36.73,0.0,9.67,2.94,49.339999999999996,Debit Card,Express,,,,,,,0,0,0
381,ORD00000381,CUST00005018,2024-01-28 04:27:52,Completed  ,Online,,170.24,0.0,13.85,13.62,197.71,DEBIT CARD,Express,,,,,,,0,0,0
382,ORD00000382,CUST00017157,2023-03-03 17:42:39,Completed,  Online,,126.71,0.0,3.59,10.14,140.44,Credit Card,Standard,,,,,,,0,0,0
383,ORD00000383,CUST00036919,2024-09-19 13:13:44,Completed,Online,,162.93,0.0,7.35,13.03,183.31,Debit Card,Standard,,,,,,,0,0,0
384,ORD00000384,CUST00001566,2024-03-10 03:58:33,Completed,Online,,80.56,0.0,2.46,6.44,89.46,PayPal,STANDARD,,,,,,,0,0,0
385,ORD00000385,CUST00018330,2023-09-22 00:10:18,Completed,Online,,67.58,0.0,9.26,5.41,82.25,Credit Card,Express,,,,,,,0,0,0
386,ORD00000386,CUST00042873,2024-05-12 21:20:41,Completed,Online,,30.17,0.0,13.37,2.41,45.95,PayPal,standard,,,,,,,0,0,0
387,ORD00000387,CUST00015299,2023-05-07 07:40:00,Completed,Online,,103.98,0.0,5.17,8.32,117.47,Debit Card,EXPRESS  ,,,,,,,0,0,0
388,ORD00000388,CUST00031440,2023-07-06 21:54:20,Completed,Online,,40.47,0.0,8.89,3.24,52.6,Debit Card,Standard,,,,,,,0,0,0
389,ORD00000389,CUST00039625,2024-10-03 09:24:27,Completed,Online,,105.38,0.0,14.26,8.43,128.07,Credit Card,Standard,,,,,,,0,0,0
390,ORD00000390,CUST00022962,2024-10-01 23:54:02,Completed,online,,120.6,0.0,14.29,9.65,144.54,Credit Card,Standard,,,,,,,0,0,0
391,ORD00000391,CUST00047398,2022-07-03 05:02:05,COMPLETED,Online,,117.26,0.0,10.14,9.38,136.78,Debit Card,Standard,,,,,,,0,0,0
392,ORD00000392,CUST00017090,2023-12-02 00:07:48,Completed,Online,,90.46,0.0,2.64,7.24,100.33999999999999,Debit Card,express,,,,,,,0,0,0
393,ORD00000393,CUST00001800,2022-05-22 20:49:25,Completed,Online,,119.12,0.0,10.96,9.53,139.61,PayPal,Standard,,,,,,,0,0,0
394,ORD00000394,CUST00015527,2023-09-22 06:52:44,Completed,online,,48.0,0.0,2.49,3.84,54.33,debit card,Standard,,,,,,,0,0,0
395,ORD00000395,CUST00011087,2024-09-04 14:27:39,Completed,Online,,120.92,0.0,1.08,9.67,131.67,PayPal,Standard,,,,,,,0,0,0
396,ORD00000396,CUST00026592,2024-08-15 18:09:21,Completed,Online,,126.77,0.0,14.51,10.14,151.42000000000002,PayPal,Express,,,,,,,0,0,0
397,ORD00000397,CUST00013368,2024-03-05 14:19:14,COMPLETED,Online,,42.47,0.0,6.48,3.4,52.35,Debit Card,Standard,,,,,,,0,0,0
398,ORD00000398,CUST00016830,2024-01-14 19:32:50,Completed,Online,,32.27,0.0,12.27,2.58,47.120000000000005,  Credit Card,Express,,,,,,,0,0,0
399,ORD00000399,CUST00045809,2024-12-21 15:23:37,completed,Online,,73.04,0.0,14.9,5.84,93.78000000000002,PayPal,Express,,,,,,,0,0,1
400,ORD00000400,CUST00016008,2022-09-15 03:00:11,Completed,Online,,,0.0,0.53,11.52,156.07000000000002,  Debit Card,Standard,,,,,,,0,0,0
401,ORD00000401,CUST00041400,2024-07-17 12:58:01,  Completed,Online,,191.56,0.0,3.58,15.32,210.46,PayPal,Standard,,,,,,,0,0,0
402,ORD00000402,CUST00024173,2022-05-04 13:30:22,Completed,Online,,112.36,0.0,9.53,8.99,130.88,Debit Card,Standard,,,,,,,0,0,0
403,ORD00000403,CUST00009495,2024-09-07 10:05:33,Completed,ONLINE,,167.57,0.0,10.48,13.41,191.45999999999998,PayPal,Standard  ,,,,,,,0,0,0
404,ORD00000404,CUST00035362,2024-03-26 04:58:43,Completed,Online,,109.52,0.0,12.1,8.76,130.38,Credit Card,Standard,,,,,,,0,0,0
405,ORD00000405,CUST00024451,2024-02-14 11:03:33,Completed,Online,,140.91,0.0,10.56,11.27,162.74,Debit Card,Express,,,,,,,0,0,0
406,ORD00000406,CUST00039349,2024-03-26 06:18:22,Completed,Online,,105.55,0.0,7.22,8.44,121.21,  Credit Card,Express  ,,,,,,,0,0,0
407,ORD00000407,CUST00042510,2022-08-07 04:03:30,completed,Online,,76.8,0.0,10.42,6.14,93.36,PayPal,Express,,,,,,,0,0,0
408,ORD00000408,CUST00011840,2023-08-06 17:17:00,Completed,Online,,47.59,0.0,3.79,3.81,55.190000000000005,Credit Card,Standard,,,,,,,0,0,0
409,ORD00000409,CUST00026354,2024-04-25 00:38:17,Completed,Online,,94.63,0.0,8.71,7.57,110.91,Credit Card,Express,,,,,,,0,0,0
410,ORD00000410,CUST00035282,2024-12-29 07:06:52,Completed,Online,,64.45,0.0,4.61,5.16,74.22,Credit Card,Standard,,,,,,,0,0,0
411,ORD00000411,CUST00013129,2024-02-01 09:35:14,Completed,  Online,,71.92,0.0,6.22,5.75,83.89,Debit Card,  Standard,,,,,,,0,0,0
412,ORD00000412,CUST00041376,2023-07-22 12:18:37,Completed,Online,,25.83,0.0,13.57,2.07,41.47,Debit Card,Express,,,,,,,0,0,0
413,ORD00000413,CUST00024926,2024-07-02 03:08:38,Completed,Online,,68.5,0.0,8.69,5.48,82.67,PayPal,Standard,,,,,,,0,0,0
414,ORD00000414,CUST00043734,2022-08-13 09:53:58,Completed,Online,,102.5,0.0,6.86,8.2,117.56,PayPal,Standard,,,,,,,0,0,0
415,ORD00000415,CUST00022411,2021-12-19 15:57:52,completed,Online,,91.71,0.0,7.11,7.34,106.16,Debit Card,express,,,,,,,0,0,0
416,ORD00000416,CUST00046831,2024-06-29 18:53:46,completed,Online,,75.41,0.0,10.22,6.03,91.66,Debit Card,Standard,,,,,,,0,0,0
417,ORD00000417,CUST00020606,2023-02-16 17:34:04,completed,Online,,28.57,0.0,3.54,2.29,34.4,Debit Card,  Standard,,,,,,,0,0,0
418,ORD00000418,CUST00037795,2023-07-05 22:05:51,Completed,Online,,174.74,0.0,13.52,13.98,202.24,Credit Card  ,Standard,,,,,,,0,0,0
419,ORD00000419,CUST00047247,2024-02-27 08:01:44,Completed,Online,,75.43,0.0,4.37,6.03,85.83000000000001,PayPal,Standard,,,,,,,0,0,0
420,ORD00000420,CUST00027142,2024-12-28 18:00:32,Completed,Online,,156.04,0.0,14.56,12.48,183.07999999999998,  PayPal,Express,,,,,,,0,0,0
421,ORD00000421,CUST00011416,2024-12-27 02:43:31,Completed,Online,,,0.0,0.31,14.96,202.27,Debit Card,Standard,,,,,,,0,0,0
422,ORD00000422,CUST00015513,2024-08-04 17:51:46,Completed,Online,,168.9,0.0,11.08,13.51,193.49,Debit Card,Express,,,,,,,0,0,0
423,ORD00000423,CUST00047273,2024-02-10 10:29:58,Completed,Online,,28.08,0.0,9.07,2.25,39.4,Debit Card,Express,,,,,,,0,0,0
424,ORD00000424,CUST00013473,2024-05-24 23:17:43,Completed,Online,,185.47,0.0,4.81,14.84,205.12,Debit Card,Standard,,,,,,,0,0,0
425,ORD00000425,CUST00046303,2024-12-19 15:38:47,Completed  ,Online,,32.14,0.0,10.38,2.57,45.09,paypal,Express,,,,,,,0,0,0
426,ORD00000426,CUST00003131,2022-03-27 02:49:48,Completed,Online,,102.84,0.0,2.02,8.23,113.09,Debit Card,Standard,,,,,,,0,0,0
427,ORD00000427,CUST00006565,2024-07-05 13:46:04,Completed,Online,,196.77,0.0,7.87,15.74,220.38000000000002,Credit Card,Standard,,,,,,,0,0,0
428,ORD00000428,CUST00039283,2024-05-29 10:12:14,COMPLETED,Online,,110.12,0.0,11.78,8.81,130.71,Debit Card,Standard,,,,,,,0,0,0
429,ORD00000429,CUST00027203,2024-05-21 11:56:53,COMPLETED  ,Online,,133.17,0.0,11.99,10.65,155.81,PayPal,Express,,,,,,,0,0,0
430,ORD00000430,CUST00030815,2023-06-10 04:27:34,Completed,Online,,66.77,0.0,11.52,5.34,83.63,Debit Card,Standard,,,,,,,0,0,0
431,ORD00000431,CUST00038943,2022-06-01 06:53:34,Completed,Online,,35.84,0.0,6.62,2.87,45.33,Debit Card,express,,,,,,,0,0,0
432,ORD00000432,CUST00013725,2024-08-16 16:10:54,Completed,Online,,,0.0,5.06,8.82,124.19,Credit Card,Express,,,,,,,0,0,0
433,ORD00000433,CUST00046986,2023-08-27 09:28:44,completed,Online,,44.24,0.0,0.53,3.54,48.31,Credit Card,Express,,,,,,,0,0,0
434,ORD00000434,CUST00016440,2022-08-21 07:40:46,Completed,Online,,72.18,0.0,12.62,5.77,90.57000000000001,Debit Card,Express,,,,,,,0,0,0
435,ORD00000435,CUST00024952,2023-07-16 04:47:05,Completed,Online,,178.99,0.0,3.83,14.32,197.14000000000001,Debit Card,Standard,,,,,,,0,0,0
436,ORD00000436,CUST00035858,2023-12-05 17:53:44,Completed,Online,,54.53,0.0,13.71,4.36,72.60000000000001,Credit Card,  STANDARD,,,,,,,0,0,0
437,ORD00000437,CUST00009468,2023-10-03 12:26:19,Completed,Online,,166.89,0.0,13.69,13.35,193.92999999999998,Credit Card,Express,,,,,,,0,0,1
438,ORD00000438,CUST00029570,2023-04-26 00:06:52,Completed,Online,,175.1,0.0,14.6,14.01,203.70999999999998,Debit Card,Express  ,,,,,,,0,0,1
439,ORD00000439,CUST00023080,2023-08-06 02:34:09,Completed,Online  ,,59.15,0.0,1.26,4.73,65.14,Credit Card,Standard,,,,,,,0,0,0
440,ORD00000440,CUST00008719,2022-10-29 07:35:02,Completed,Online,,62.35,6.24,11.23,4.49,71.83,PayPal,Express,,,,,,AUTUMN10,10,0,1
441,ORD00000441,CUST00023424,2021-11-27 11:00:01,  Completed,Online,,21.49,0.0,14.25,1.72,37.459999999999994,Credit Card,Express,,,,,,,0,0,0
442,ORD00000442,CUST00025706,2023-01-21 12:49:06,Completed,Online  ,,127.06,12.71,9.31,9.15,132.81,Credit Card,Express,,,,,,GIFT10,10,0,0
443,ORD00000443,CUST00046063,2025-01-14 12:09:42,Completed,  Online,,21.17,0.0,2.04,1.69,24.900000000000002,PayPal,Express,,,,,,,0,0,0
444,ORD00000444,CUST00019176,2022-09-17 23:08:22,Completed,Online,,172.2,0.0,1.28,13.78,187.26,credit card,Express,,,,,,,0,0,0
445,ORD00000445,CUST00039555,2024-09-11 09:59:37,  Completed,online,,193.23,0.0,0.95,15.46,209.64,Debit Card,Standard,,,,,,,0,0,0
446,ORD00000446,CUST00002594,2023-09-16 04:50:58,Completed,Online,,153.71,23.06,13.43,10.45,154.53,Debit Card,  Express,,,,,,SAVE15,15,0,0
447,ORD00000447,CUST00011185,2023-07-02 16:32:26,Completed,Online,,,0.0,9.93,14.65,207.69000000000003,PayPal,Standard,,,,,,,0,0,1
448,ORD00000448,CUST00026021,2023-02-28 07:23:32,Completed,Online,,185.13,0.0,14.33,14.81,214.27,Credit Card,Express,,,,,,,0,0,0
449,ORD00000449,CUST00001202,2024-12-31 05:49:13,Completed,Online,,97.89,0.0,3.42,7.83,109.14,Debit Card,Express,,,,,,,0,0,0
450,ORD00000450,CUST00023002,2023-06-28 13:51:35,  Completed,Online,,27.85,0.0,11.08,2.23,41.16,PayPal,Standard,,,,,,,0,0,0
451,ORD00000451,CUST00013863,2024-11-30 05:44:31,Completed,Online,,129.49,0.0,6.83,10.36,146.68,PayPal,Standard,,,,,,,0,0,0
452,ORD00000452,CUST00027997,2023-06-17 03:12:58,Completed,Online,,94.17,0.0,13.17,7.53,114.87,PayPal,Express,,,,,,,0,0,0
453,ORD00000453,CUST00046327,2024-10-10 05:00:19,Completed  ,Online,,188.92,0.0,5.89,15.11,209.91999999999996,PayPal,Standard,,,,,,,0,0,0
454,ORD00000454,CUST00033927,2021-08-29 16:55:20,Completed,Online,,144.65,0.0,9.1,11.57,165.32,PayPal,Standard,,,,,,,0,0,0
455,ORD00000455,CUST00008728,2024-03-06 15:28:19,Completed,Online,,114.98,0.0,9.42,9.2,133.6,PayPal,Express,,,,,,,0,0,0
456,ORD00000456,CUST00010437,2024-07-06 08:02:06,Completed,Online,,199.82,0.0,9.24,15.99,225.05,PayPal,Express,,,,,,,0,0,0
457,ORD00000457,CUST00027761,2023-04-19 04:08:23,Completed,Online,,178.55,0.0,5.77,14.28,198.60000000000002,  PayPal,Standard  ,,,,,,,0,0,0
458,ORD00000458,CUST00048482,2024-01-19 18:19:27,Completed,Online,,147.79,0.0,5.93,11.82,165.54,PayPal,Express,,,,,,,0,0,0
459,ORD00000459,CUST00038651,2023-11-01 11:04:48,Completed,Online,,187.98,0.0,3.9,15.04,206.92,PayPal,Standard,,,,,,,0,0,1
460,ORD00000460,CUST00019917,2022-06-30 16:34:04,Completed,Online,,162.68,0.0,13.45,13.01,189.14,Credit Card,EXPRESS,,,,,,,0,0,0
461,ORD00000461,CUST00025240,2024-11-19 17:01:40,Completed,Online,,197.39,0.0,11.47,15.79,224.64999999999998,Credit Card,Standard,,,,,,,0,0,0
462,ORD00000462,CUST00032226,2023-12-14 20:31:18,Completed,Online,,65.31,0.0,9.53,5.22,80.06,Debit Card,Standard,,,,,,,0,0,0
463,ORD00000463,CUST00044964,2024-06-05 00:32:57,Completed,Online,,179.74,0.0,0.26,14.38,194.38,  Credit Card,Standard,,,,,,,0,0,0
464,ORD00000464,CUST00034888,2023-05-27 23:38:34,Completed,Online,,187.02,0.0,13.92,14.96,215.9,debit card,Standard,,,,,,,0,0,0
465,ORD00000465,CUST00023397,2024-06-03 06:13:22,Completed,Online,,73.33,0.0,9.62,5.87,88.82000000000001,PayPal,Standard,,,,,,,0,0,0
466,ORD00000466,CUST00030994,2022-02-24 00:28:27,Completed,Online,,61.54,0.0,8.55,4.92,75.01,PayPal,Standard,,,,,,,0,0,0
467,ORD00000467,CUST00044391,2024-10-31 19:39:47,Completed,  Online,,105.8,0.0,0.89,8.46,115.15,PayPal,EXPRESS,,,,,,,0,0,0
468,ORD00000468,CUST00012939,2024-04-20 10:54:31,Completed,Online,,58.08,0.0,2.84,4.65,65.57000000000001,  DEBIT CARD,Express,,,,,,,0,0,0
469,ORD00000469,CUST00030979,2024-10-21 00:09:41,Completed,Online,,46.46,0.0,14.35,3.72,64.53,PAYPAL,standard,,,,,,,0,0,0
470,ORD00000470,CUST00027518,2024-07-14 11:41:38,Completed,  Online,,133.2,0.0,7.38,10.66,151.23999999999998,Credit Card,Express  ,,,,,,,0,0,0
471,ORD00000471,CUST00046056,2022-09-26 16:38:44,COMPLETED,Online,,25.65,0.0,6.97,2.05,34.669999999999995,Credit Card,  Standard,,,,,,,0,0,0
472,ORD00000472,CUST00020896,2024-11-13 03:01:14,completed,Online,,168.36,0.0,10.97,13.47,192.8,  paypal,Standard,,,,,,,0,0,0
473,ORD00000473,CUST00038139,2023-06-04 14:48:50,Completed,Online,,81.2,0.0,9.44,6.5,97.14,PayPal,Standard,,,,,,,0,0,0
474,ORD00000474,CUST00036939,2024-07-25 15:17:06,Completed,Online  ,,75.27,0.0,8.66,6.02,89.94999999999999,Debit Card,Express,,,,,,,0,0,0
475,ORD00000475,CUST00002331,2022-08-21 22:46:54,Completed,Online,,91.72,0.0,7.33,7.34,106.39,PayPal,Standard,,,,,,,0,0,0
476,ORD00000476,CUST00026470,2024-01-01 09:07:29,Completed,ONLINE,,62.37,0.0,12.59,4.99,79.94999999999999,PayPal,Standard,,,,,,,0,0,0
477,ORD00000477,CUST00039960,2023-08-14 15:32:42,Completed,Online,,31.42,0.0,9.49,2.51,43.42,Debit Card  ,Express,,,,,,,0,0,0
478,ORD00000478,CUST00037668,2024-03-23 08:25:36,Completed,Online,,184.37,0.0,13.94,14.75,213.06,paypal,Standard,,,,,,,0,0,0
479,ORD00000479,CUST00048537,2023-11-08 03:39:00,Completed,Online,,103.83,0.0,8.3,8.31,120.44,PayPal,Express,,,,,,,0,0,0
480,ORD00000480,CUST00040582,2024-10-23 20:02:44,Completed,Online,,126.1,0.0,5.14,10.09,141.32999999999998,Credit Card,Express,,,,,,,0,0,0
481,ORD00000481,CUST00015210,2024-12-05 04:34:24,Completed,Online,,,0.0,11.19,6.99,105.58999999999999,Credit Card,  Express,,,,,,,0,0,0
482,ORD00000482,CUST00048796,2021-10-28 09:49:18,Completed,Online,,118.18,0.0,14.36,9.45,141.99,  Credit Card,Standard,,,,,,,0,0,0
483,ORD00000483,CUST00041109,2024-07-30 21:08:47,Completed,Online,,39.43,0.0,12.76,3.15,55.339999999999996,Credit Card,Standard,,,,,,,0,0,0
484,ORD00000484,CUST00015776,2023-08-26 19:13:58,Completed,Online  ,,30.86,0.0,0.34,2.47,33.67,Credit Card,Express,,,,,,,0,0,0
485,ORD00000485,CUST00031576,2024-10-17 18:13:46,Completed,  Online,,116.45,0.0,13.8,9.32,139.57,Debit Card,Express,,,,,,,0,0,0
486,ORD00000486,CUST00020756,2024-07-16 16:18:18,Completed,Online,,,0.0,6.86,11.1,156.70000000000002,PayPal,Standard,,,,,,,0,0,0
487,ORD00000487,CUST00041843,2023-01-13 19:09:16,COMPLETED,Online,,46.99,4.7,9.62,3.38,55.29,Credit Card,Standard,,,,,,AUTUMN10,10,0,0
488,ORD00000488,CUST00048902,2024-03-13 12:22:47,Completed  ,Online,,23.28,0.0,6.37,1.86,31.51,PayPal,Standard,,,,,,,0,0,0
489,ORD00000489,CUST00024183,2024-03-15 21:33:15,Completed,ONLINE,,164.73,0.0,4.18,13.18,182.09,PayPal,Standard,,,,,,,0,0,0
490,ORD00000490,CUST00029053,2024-08-20 06:40:41,Completed,  Online,,87.0,0.0,8.45,6.96,102.41,Debit Card,Standard,,,,,,,0,0,0
491,ORD00000491,CUST00012270,2021-10-05 14:42:45,Completed  ,Online,,98.7,0.0,14.95,7.9,121.55000000000001,PayPal,Standard,,,,,,,0,0,0
492,ORD00000492,CUST00015588,2023-05-15 03:52:17,Completed,Online,,85.28,0.0,8.05,6.82,100.15,Credit Card,Standard,,,,,,,0,0,0
493,ORD00000493,CUST00000078,2024-10-03 00:15:36,Completed,Online,,68.5,0.0,5.75,5.48,79.73,PayPal,Standard,,,,,,,0,0,0
494,ORD00000494,CUST00038007,2021-12-13 08:27:36,Completed,online,,145.59,0.0,2.35,11.65,159.59,PayPal,  Express,,,,,,,0,0,0
495,ORD00000495,CUST00024534,2022-08-06 05:14:44,Completed,Online,,38.08,0.0,13.98,3.05,55.11,PayPal,Express,,,,,,,0,0,0
496,ORD00000496,CUST00002130,2024-10-16 12:44:22,Completed,Online,,170.97,0.0,10.34,13.68,194.99,paypal,STANDARD,,,,,,,0,0,0
497,ORD00000497,CUST00048184,2022-12-13 07:39:08,Completed,Online,,36.43,3.64,7.58,2.62,42.989999999999995,Debit Card,Standard,,,,,,AUTUMN10,10,0,0
498,ORD00000498,CUST00022195,2024-09-04 01:35:49,Completed,Online,,166.37,0.0,0.28,13.31,179.96,Credit Card,Express,,,,,,,0,0,0
499,ORD00000499,CUST00021307,2023-09-02 07:03:12,Completed,Online,,184.57,0.0,7.11,14.77,206.45000000000002,Credit Card,Standard,,,,,,,0,0,0
500,ORD00000500,CUST00030265,2024-08-12 11:55:39,Completed,Online,,149.72,0.0,9.73,11.98,171.42999999999998,Credit Card,Express,,,,,,,0,0,0
501,ORD00000501,CUST00024489,2023-11-14 00:35:38,Completed,Online,,182.07,0.0,13.42,14.57,210.05999999999997,PayPal,Standard,,,,,,,0,0,0
502,ORD00000502,CUST00007390,2023-08-07 04:19:47,Completed,  Online,,195.33,0.0,14.58,15.63,225.54000000000002,Credit Card,Express,,,,,,,0,0,0
503,ORD00000503,CUST00044159,2024-08-18 03:00:49,Completed,Online,,149.1,0.0,9.73,11.93,170.76,Debit Card,Express,,,,,,,0,0,0
504,ORD00000504,CUST00008646,2023-01-15 11:42:22,Completed,Online,,30.03,0.0,0.96,2.4,33.39,Debit Card,Standard,,,,,,,0,0,0
505,ORD00000505,CUST00023774,2023-10-16 19:29:16,Completed,Online,,58.13,0.0,11.73,4.65,74.51,Credit Card,Express,,,,,,,0,0,0
506,ORD00000506,CUST00015187,2024-10-11 07:39:47,COMPLETED,Online,,28.52,0.0,12.89,2.28,43.69,debit card,Standard,,,,,,,0,0,0
507,ORD00000507,CUST00004308,2023-07-19 09:14:57,completed,Online,,51.9,0.0,5.71,4.15,61.76,PayPal,Standard,,,,,,,0,0,0
508,ORD00000508,CUST00038844,2023-07-04 12:26:24,Completed,Online,,88.61,0.0,8.38,7.09,104.08,Debit Card,Standard,,,,,,,0,0,0
509,ORD00000509,CUST00006893,2024-02-04 04:19:33,Completed,Online,,164.39,0.0,10.65,13.15,188.19,Credit Card,Standard,,,,,,,0,0,0
510,ORD00000510,CUST00043361,2024-06-13 17:06:21,Completed,Online,,48.16,0.0,14.41,3.85,66.41999999999999,Credit Card,Express,,,,,,,0,0,0
511,ORD00000511,CUST00020882,2022-10-10 02:13:36,Completed,  Online,,30.76,0.0,7.11,2.46,40.330000000000005,Debit Card,Express,,,,,,,0,0,0
512,ORD00000512,CUST00042757,2023-07-08 16:54:14,completed,Online,,142.21,0.0,4.83,11.38,158.42000000000002,Credit Card,Standard,,,,,,,0,0,0
513,ORD00000513,CUST00032061,2024-10-12 13:57:41,Completed,Online,,,0.0,10.43,14.8,210.21,PayPal,Express,,,,,,,0,0,0
514,ORD00000514,CUST00041080,2023-11-05 11:06:12,Completed,Online,,199.84,0.0,6.35,15.99,222.18,Credit Card  ,Express,,,,,,,0,0,0
515,ORD00000515,CUST00001232,2024-12-07 03:52:14,Completed,Online  ,,165.77,0.0,4.27,13.26,183.3,Debit Card,Express,,,,,,,0,0,0
516,ORD00000516,CUST00047496,2023-09-27 19:20:43,Completed,Online,,153.55,23.03,11.32,10.44,152.28,PayPal,Standard,,,,,,SAVE15,15,0,0
517,ORD00000517,CUST00033374,2024-07-17 01:21:52,Completed,Online,,173.1,0.0,4.25,13.85,191.2,PayPal,Standard,,,,,,,0,0,0
518,ORD00000518,CUST00036376,2024-10-18 16:36:25,Completed,Online,,135.69,0.0,3.18,10.86,149.73000000000002,Credit Card,Standard,,,,,,,0,0,0
519,ORD00000519,CUST00047375,2023-12-17 06:48:26,Completed,Online,,66.13,0.0,3.04,5.29,74.46000000000001,Debit Card,standard,,,,,,,0,0,0
520,ORD00000520,CUST00017376,2025-01-11 01:11:00,completed,Online  ,,96.34,0.0,2.85,7.71,106.89999999999999,Debit Card,Standard,,,,,,,0,0,0
521,ORD00000521,CUST00002496,2024-08-29 05:39:44,Completed,Online,,26.85,0.0,13.21,2.15,42.21,PAYPAL,Standard  ,,,,,,,0,0,0
522,ORD00000522,CUST00047835,2023-03-15 04:37:46,Completed,Online,,20.91,0.0,4.56,1.67,27.14,Credit Card,Express,,,,,,,0,0,0
523,ORD00000523,CUST00025945,2023-05-15 06:38:34,Completed,Online,,148.65,0.0,1.55,11.89,162.09000000000003,PayPal,Express,,,,,,,0,0,0
524,ORD00000524,CUST00033830,2024-11-27 20:21:50,Completed,Online,,113.48,0.0,10.95,9.08,133.51000000000002,Credit Card,express,,,,,,,0,0,0
525,ORD00000525,CUST00032535,2023-09-16 12:08:54,Completed,Online,,42.67,6.4,12.57,2.9,51.74,Credit Card,Standard,,,,,,SAVE15,15,0,0
526,ORD00000526,CUST00009011,2023-11-08 11:01:23,Completed  ,Online,,128.77,0.0,4.87,10.3,143.94000000000003,Credit Card,Express,,,,,,,0,0,0
527,ORD00000527,CUST00003744,2022-10-23 08:41:01,Completed,ONLINE,,186.19,0.0,5.7,14.9,206.79,PayPal,STANDARD,,,,,,,0,0,0
528,ORD00000528,CUST00011930,2024-02-29 22:40:49,Completed,Online,,68.09,0.0,12.12,5.45,85.66000000000001,Debit Card,Express,,,,,,,0,0,0
529,ORD00000529,CUST00006862,2023-07-08 08:51:00,Completed,Online,,87.46,0.0,7.62,7.0,102.08,PayPal,Standard,,,,,,,0,0,0
530,ORD00000530,CUST00027035,2023-01-22 04:54:20,Completed,Online,,77.53,0.0,10.92,6.2,94.65,Credit Card,Standard,,,,,,,0,0,0
531,ORD00000531,CUST00043028,2024-02-13 14:00:19,Completed,Online,,194.26,0.0,7.49,15.54,217.29,Credit Card,Express,,,,,,,0,0,0
532,ORD00000532,CUST00026496,2023-06-09 22:16:35,Completed,Online,,172.74,0.0,8.05,13.82,194.61,Debit Card,Standard,,,,,,,0,0,0
533,ORD00000533,CUST00005605,2022-11-27 23:52:25,  completed,Online,,63.48,6.35,7.38,4.57,69.07999999999998,Credit Card,Express,,,,,,SAVE10,10,0,0
534,ORD00000534,CUST00040417,2024-09-29 03:51:17,Completed,  Online,,22.02,0.0,6.89,1.76,30.67,Debit Card,Express,,,,,,,0,0,0
535,ORD00000535,CUST00031933,2023-04-29 13:30:46,Completed,Online,,177.14,0.0,3.16,14.17,194.46999999999997,PayPal,EXPRESS,,,,,,,0,0,0
536,ORD00000536,CUST00021504,2023-01-20 18:15:20,Completed,Online,,140.73,0.0,6.46,11.26,158.45,Debit Card,  Standard,,,,,,,0,0,0
537,ORD00000537,CUST00001532,2025-01-10 03:50:09,Completed,Online,,60.03,0.0,14.39,4.8,79.22,Credit Card,Standard,,,,,,,0,0,0
538,ORD00000538,CUST00049264,2023-06-18 15:42:33,Completed,Online,,132.74,0.0,1.23,10.62,144.59,Debit Card,Express,,,,,,,0,0,0
539,ORD00000539,CUST00001980,2022-04-10 21:09:41,Completed,Online  ,,128.82,0.0,0.56,10.31,139.69,Debit Card  ,Standard  ,,,,,,,0,0,0
540,ORD00000540,CUST00047787,2024-11-12 19:55:26,Completed,Online,,57.6,0.0,2.44,4.61,64.65,Debit Card,Standard,,,,,,,0,0,0
