product_key,product_id,isbn,title,author,publisher,publication_date,product_type,genre,sub_genre,language,page_count,duration_minutes,price,cost,in_stock,stock_quantity,bestseller_flag,new_release_flag,effective_date,expiry_date
665,PROD00000531,,red dirt heart 2,N.R. Walker,HarperCollins,2014-03-16,Physical,Romance,Historical Romance,Spanish,352,,29.12,10.92,1,249,0,0,2017-02-02,
666,PROD00000532,,Burn,Paula Weston,Simon & Schuster,2015-05-09,physical,  Fiction,Historical Fiction,English,300,,33.56,12.14,1,272,0,0,2016-03-31,
667,PROD00000533,9780756413316,The Brightest Fell,Seanan McGuire,Macmillan,2017-06-03,E-book,Fantasy,  Dark Fantasy,German,368,,20.35,14.42,1,40,0,0,2018-11-09,
668,PROD00000534,9781634765794,How To Be A Normal Person,T.J. Klune,HarperCollins,2015-07-27,Physical,  Romance,Historical Romance,Spanish,290,,18.46,6.93,1,461,0,0,2017-01-18,
669,PROD00000535,  9781484712900,Sea Spell,Jennifer Donnelly,Penguin Random House,2016-08-19,Physical,Fantasy,Urban Fantasy,ENGLISH,357,,16.85,8.86,1,150,0,0,2017-07-08,
670,PROD00000536,,REPUBLIC,lindsay buroker,Penguin Random House,2014-06-04,Physical,Fantasy,Dark Fantasy,German,619,,14.26,9.07,1,131,0,0,2017-01-26,2016-08-02
671,PROD00000536,,Republic,Lindsay Buroker,  Penguin Random House,2014-06-04,Physical,Fantasy,Dark Fantasy,German,,,12.68,8.07,1,245,0,0,2016-10-27,2017-06-02
672,PROD00000536,,Republic  ,Lindsay Buroker,Penguin Random House,2014-06-04,Physical,Fantasy,Dark Fantasy,German,619,,11.41,7.26,1,411,0,0,2017-06-02,
673,PROD00000537,9780575098114,The Ace of Skulls,Chris Wooding,Penguin Random House,2013-11-15,E-book,Fantasy,Dark Fantasy,English,492,,19.09,3.92,1,400,0,0,2014-07-16,
674,PROD00000538,9784088802206,NARUTO -naruto- 72,Masashi Kishimoto,Macmillan,2015-09-04,Physical,Fantasy,Urban Fantasy,English,216,,36.32,8.09,1,467,0,0,2016-02-01,
675,PROD00000539,9781482590951,Senlin Ascends,  Josiah Bancroft,Hachette,2013-12-20,E-book,Fantasy,Urban Fantasy,English,401,,21.97,4.68,1,104,0,0,2013-12-29,
676,PROD00000540,,Deluge  ,Lisa Tawn Bergren  ,Hachette,2014-11-17,E-book,Fiction,Contemporary Fiction,French,430  ,,35.79,9.82,1,240,0,0,2018-06-16,
677,PROD00000541,,Wicked Bond,Sawyer Bennett,Macmillan,2016-04-21,Audiobook,Romance,Historical Romance,french,,768,39.1,13.19,1,204,0,0,2017-05-28,
678,PROD00000542,,Spencer Cohen Book Three,N.R. Walker,Simon & Schuster,2016-10-07,Physical,Romance,Contemporary Romance,French,189,,36.7,14.91,1,194,0,0,2018-11-13,
679,PROD00000543,9781623806316,Dirty Laundry,Rhys Ford,Hachette,2013-04-08,E-book,Mystery,Cozy Mystery,German,260,,15.96,4.6,1,315,0,0,2013-06-18,
680,PROD00000544,9781941230114,Hoarfrost,Jordan L. Hawk,HarperCollins,2015-06-21,  Audiobook,History,Ancient History,German,,456  ,35.33,4.6,1,261,0,0,2019-06-07,
681,PROD00000545,,Evenfall,Santino Hassell,,,E-book,romance,Contemporary Romance,Spanish,,,13.37,17.39,1,257,0,0,2019-08-06,2018-10-07
682,PROD00000545,,Evenfall,Santino Hassell,HarperCollins,2014-12-03,E-book,Romance,,spanish,344,,12.19,15.86,1,297,0,0,2019-02-28,2018-01-18
683,PROD00000545,,Evenfall,Santino Hassell,Harpercollins,2014-12-03,E-book,Romance,Contemporary Romance,SPANISH,,,11.2,14.57,1,280,0,0,2018-10-28,2018-01-29
684,PROD00000545,,Evenfall,Santino Hassell,HarperCollins  ,2014-12-03,E-book,Romance,Contemporary Romance,Spanish,344,,10.36,13.48,1,89,0,0,2018-08-15,
685,PROD00000546,9781499715606,The Man I Love,Suanne Laqueur,Penguin Random House  ,2014-02-09,Audiobook,Romance,Contemporary Romance,German,,805,32.05,3.14,1,208,0,0,2015-05-02,
686,PROD00000547,9781419953279,Mirror of My Soul,Joey W. Hill,Simon & Schuster,2006-12-07,Audiobook,Romance  ,Historical Romance,German,,593,34.76,4.13,1,297,0,0,2010-10-10,
687,PROD00000548,  9781596324657,Adrien English Mysteries: Fatal Shadows & A Dangerous Thing,Josh Lanyon,Macmillan,2007-01-11,E-book,Mystery,Detective Fiction,German,290,,25.68,6.78,1,93,0,0,2010-12-02,
688,PROD00000549,9781442483194,THE GIRL AND THE BICYCLE,Mark Pett,HarperCollins,2014-06-06,Physical,FICTION  ,Contemporary Fiction,German,40,,36.57,12.59,1,448,0,0,2018-03-05,
689,PROD00000550,9780805098884,Beyond Words: What Animals Think and Feel,Carl Safina,Macmillan,2015-12-13,Physical,Fiction,Contemporary Fiction,German  ,737,,21.42,9.05,1,492,0,0,2019-12-28,
690,PROD00000551,9781627987400,Dirty Deeds,Rhys Ford,Simon & Schuster,2014-08-04,Audiobook,MYSTERY,POLICE PROCEDURAL,Spanish,,380,10.57,10.63,1,321,0,0,2015-11-29,
691,PROD00000552,9781481426404,Ida Always,Caron Levis,Hachette,2016-08-11,Physical,Fiction,Historical Fiction,German,40,,35.49,8.28,1,77,0,0,2016-09-20,
692,PROD00000553,,Shatter,Jocelynn Drake,Penguin Random House,2016-11-25,Audiobook,ROMANCE,Paranormal Romance,,,550,42.36,10.55,1,156,0,0,2020-03-20,2019-08-23
693,PROD00000553,,Shatter,Jocelynn Drake,PENGUIN RANDOM HOUSE,2016-11-25,Audiobook,Romance,Paranormal Romance,German,,550,36.01,8.97,1,60,0,0,2019-10-07,
694,PROD00000554,,BLAIRE,Anita Gray,Penguin Random House,2016-12-17,Audiobook,Romance  ,Paranormal Romance,Spanish,,830,35.23,13.42,1,293,0,0,2018-12-06,
695,PROD00000555,,Win Some Lose Some,Shay Savage,Penguin Random House,2016-04-23,E-book,Romance,Paranormal Romance,German,425,,16.47,12.29,,59,0,0,2019-11-02,
696,PROD00000556,9781421542683,Tu Shu Guan Zhan Zheng 8,Sean McCoy,Penguin Random House,2011-05-14,Physical,Romance,Contemporary Romance,English,200,,21.47,7.34,1,496,0,0,2014-10-15,
697,PROD00000557,9780765377654,  Within the Sanctuary of Wings,Marie Brennan,Hachette,2017-06-10,E-book,Fantasy,Urban Fantasy,Spanish,352,,13.69,3.01,1,433,0,0,2017-09-07,
698,PROD00000558,,1/27: An ICoS Anthology,Santino Hassell,macmillan,2014-07-27,Physical,Fiction,  Literary Fiction,German,109,,20.31,8.35,1,35,0,0,2016-01-27,
699,PROD00000559,,Fallow,Jordan L. Hawk,  Penguin Random House,2025-10-26,E-book,History,Military History,English,  210,,14.98,5.92,1,230,0,0,2018-04-09,
700,PROD00000560,,Memorizing You,Dan Skinner,Hachette,2013-05-12,Physical,Romance,Historical Romance,French,292,,12.69,7.82,1,371,0,0,2017-06-08,
701,PROD00000561,9780439023481,The Hunger Games,Suzanne Collins,Penguin Random House,2008-01-07,Audiobook,Fiction,Literary Fiction,German,,623,38.15,6.09,1,15,0,0,2011-05-01,
702,PROD00000562,9780061120084,To Kill a Mockingbird,Harper Lee,Penguin Random House,1960-12-04,Audiobook,Fiction,historical fiction,english,,540,39.4,7.06,1,401,0,0,1961-05-19,
703,PROD00000563,  9780525478812,The Fault in Our Stars,John Green,Hachette  ,2012-12-03,Physical,Fiction,Historical Fiction,French,313,,35.72,12.43,1,54,0,0,2013-04-06,
704,PROD00000564,9780439023498,Catching Fire,Suzanne Collins,macmillan,2009-08-05,physical,Fiction,Contemporary Fiction,French,  391,,23.88,10.35,1,55,0,0,2011-03-11,
705,PROD00000565,9781594480003,The Kite Runner,Khaled Hosseini,,,Physical,FICTION,Literary Fiction,German,,,17.61,14.84,1,248,0,0,2003-10-06,2005-05-14
706,PROD00000565,  9781594480003,The Kite Runner,Khaled Hosseini,Macmillan,2003-02-07,  physical,Fiction,Literary Fiction,German,371,,16.06,13.53,1,172,0,0,2005-05-14,2004-07-13
707,PROD00000565,9781594480003,The Kite Runner,Khaled Hosseini,  Macmillan,2003-02-07,Physical,FICTION,Literary Fiction  ,,371,,14.76,12.43,1,62,0,0,2005-02-19,2005-09-03
708,PROD00000565,9781594480003,The Kite Runner,  Khaled Hosseini,Macmillan,2003-02-07,Physical,Fiction,Literary Fiction,German,371,,13.65,11.5,1,313,0,0,2005-09-03,
709,PROD00000566,9780618346257,The Fellowship of the Ring,J.R.R. Tolkien,Penguin Random House,1954-07-08,audiobook,Fantasy,  Epic Fantasy,English,,663,37.6,13.66,1,331,0,0,1957-08-06,
710,PROD00000567,9780446675536,Gone with the Wind,Margaret Mitchell,Macmillan,,Physical  ,Fiction,,French,1037,,34.54,7.19,,172,0,0,1937-09-28,1937-01-10
711,PROD00000567,9780446675536,Gone with the Wind,Margaret Mitchell,Macmillan,1936-06-18,Physical,  FICTION,Contemporary Fiction,French,1037  ,,30.7,6.39,1,203,0,0,1937-05-31,1936-07-26
712,PROD00000567,9780446675536,Gone with the Wind,Margaret Mitchell,Macmillan,1936-06-18,Physical,Fiction,Contemporary Fiction,French,1037,,27.63,5.75,1,345,0,0,1937-05-28,
713,PROD00000568,9780812550702,Ender's Game,Orson Scott Card  ,HarperCollins,1985-07-23,E-book,Fiction,Contemporary Fiction,Spanish,324,,35.5,10.97,1,392,0,0,1986-06-19,
714,PROD00000569,9780156012195,Le Petit Prince,Antoine De Saint-Exupery,HarperCollins,1943-09-07,Physical,Fiction,Contemporary Fiction,English,93,,36.69,13.94,1,122,0,0,1946-12-20,
715,PROD00000570,9781594489501,A Thousand Splendid Suns,Khaled Hosseini,Hachette,2007-08-03,Physical,Fiction,CONTEMPORARY FICTION,French,372,,30.57,3.66,1,127,0,0,2010-04-25,
716,PROD00000571,9780670026609,Me Before You,Jojo Moyes,Penguin Random House,2012-03-07,Physical,Romance,Paranormal Romance,German,369,,33.61,10.22,1,323,0,0,2013-10-18,
717,PROD00000572,9780374500016,Un di Velt Hot Geshvign  ,Elie Wiesel,Simon & Schuster,1958-01-06,E-Book,Fiction,Historical Fiction,English,120,,25.92,6.43,1,81,0,0,1959-06-27,
718,PROD00000573,9780345418265,The Princess Bride,William Goldman,Macmillan,1973-01-02,E-book,Fantasy,EPIC FANTASY,Spanish,398,,26.74,6.49,1,247,0,0,1975-07-01,
719,PROD00000574,9781416914303,City of Glass,Cassandra Clare,Penguin Random House  ,2009-09-12,  Audiobook,Fantasy,Urban Fantasy,German,,901,13.19,7.1,1,62,0,0,2012-06-21,
720,PROD00000575,9781416975861,Clockwork Angel,Cassandra Clare,Penguin Random House,2010-11-09,Physical,FANTASY  ,Urban Fantasy,German,481,,21.32,14.42,1,70,0,0,2012-07-23,
721,PROD00000576,9780451207142,The Pillars of the Earth,Ken Follett,Simon & Schuster,1989-05-19,Physical,Fiction,Contemporary Fiction,Spanish,973,,30.02,13.44,1,458,0,0,1990-01-29,
722,PROD00000577,9780141382890,The Titan's Curse,Rick Riordan,Penguin Random House,2007-06-25,Physical,Fantasy,URBAN FANTASY,German,320,,12.77,6.53,1,94,0,0,2007-10-11,
723,PROD00000578,9781423113393,The Lost Hero,Rick Riordan,,2010-07-10,Audiobook,  Fantasy,Urban Fantasy,Spanish,,928,21.02,9.67,1,244,0,0,2011-04-20,2010-08-23
724,PROD00000578,9781423113393,The Lost Hero,Rick Riordan,Macmillan,2010-07-10,Audiobook,Fantasy,Urban Fantasy,Spanish,,928,18.69,8.6,1,247,0,0,2011-03-29,2010-12-07
725,PROD00000578,9781423113393,  The Lost Hero,Rick Riordan,MACMILLAN,2010-07-10,Audiobook,Fantasy,Urban Fantasy,Spanish,,928,16.82,7.74,1,80,0,0,2011-03-26,
726,PROD00000579,9780385199575,The Stand,Stephen King,Penguin Random House,1978-01-11,Physical,Fiction,Historical Fiction,French,1153,,12.66,13.95,1,295,0,0,1981-11-10,
727,PROD00000580,9780141301068,Matilda,Roald Dahl,simon & schuster,1988-08-24,Physical,Fiction,Historical Fiction,Spanish,418,,13.71,13.12,1,178,0,0,1992-05-27,1992-02-22
728,PROD00000580,9780141301068,Matilda,Roald Dahl,Simon & Schuster,1988-08-24,Physical,Fiction,Historical Fiction,  SPANISH,418,,11.65,11.15,1,421,0,0,1992-05-19,
729,PROD00000581,9780394800165,Green Eggs and Ham,DR. SEUSS,  Macmillan,1960-05-21,Physical,Fiction,Literary Fiction,  German,62,,23.25,8.25,1,218,0,0,1963-11-07,
730,PROD00000582,,A Dance with Dragons,George R.R. Martin,Macmillan,2011-04-28,Physical,Fantasy,Urban Fantasy,French,1125,,16.4,6.7,1,24,0,0,2013-01-11,
731,PROD00000583,9780142000656,East of Eden,John Steinbeck,HarperCollins,1952-01-09,E-book,Fiction,Historical Fiction,German,601,,17.69,4.34,1,121,0,0,1955-12-01,
732,PROD00000584,9780060853983,Good Omens: The Nice and Accurate Prophecies of Agnes Nutter Witch,Terry Pratchett  ,Penguin Random House,1990-11-10,AUDIOBOOK,Fantasy  ,Urban Fantasy,German,,686,39.25,14.51,1,205,0,0,1993-04-04,
733,PROD00000585,9781442416864,City of Lost Souls,  Cassandra Clare,Penguin Random House,2012-08-13,Audiobook,Fantasy,Urban Fantasy,English,,726,22.25,9.88,1,19,0,0,2016-01-23,2014-12-13
734,PROD00000585,9781442416864,City of Lost Souls,Cassandra Clare  ,Penguin Random House,2012-08-13,Audiobook,Fantasy,,English,,726,20.28,9.01,1,206,0,0,2015-08-25,2014-09-16
735,PROD00000585,9781442416864,City of Lost Souls,  Cassandra Clare,Penguin Random House,2012-08-13,  Audiobook,Fantasy,Urban Fantasy,English,,726,18.64,8.28,1,77,0,0,2015-06-21,2014-10-04
736,PROD00000585,9781442416864,City of Lost Souls  ,Cassandra Clare,Penguin Random House,2012-08-13,Audiobook,Fantasy,Urban Fantasy,English,,726,17.24,7.66,1,36,0,0,2015-06-03,
737,PROD00000586,9780241003008,The Very Hungry Caterpillar,Eric Carle,Penguin Random House,1969-10-05,Physical,Fiction,Literary Fiction,German,26,,20.07,4.06,1,199,0,0,1970-08-13,
738,PROD00000587,9781451627282,11/22/63,Stephen King  ,Penguin Random House,2011-07-14,Physical,Fiction,Contemporary Fiction,Spanish,849,,24.14,5.01,1,419,0,0,2015-07-21,
739,PROD00000588,9780375414497,Cutting for Stone,Abraham Verghese,HarperCollins,2009-11-18,Physical,Fiction,Literary Fiction,  Spanish,541,,37.89,11.97,1,497,0,0,2013-02-25,
740,PROD00000589,9781476738017,En man som heter Ove,Fredrik Backman,Simon & Schuster,2012-07-06,Audiobook,Fiction,  Literary Fiction,English,,561,30.16,9.34,1,487,0,0,2015-08-21,
741,PROD00000590,9781595141750  ,Frostbite,Richelle Mead,HarperCollins,2008-10-10,E-book,Fiction,Literary Fiction,German,327,,18.54,12.11,1,478,0,0,2010-09-03,
742,PROD00000591,9780425263914,Reflected in You  ,Sylvia Day,Macmillan,2012-04-25,Audiobook,Romance,Contemporary Romance,English,,563,15.95,14.99,1,107,0,0,2013-09-05,
743,PROD00000592,9780595440092,Still Alice,lisa genova,Penguin Random House  ,2007-12-14,E-book,Fiction,  Historical Fiction,French,292,,16.53,11.1,,206,0,0,2010-02-17,
744,PROD00000593,9781595141989,Blood Promise,Richelle Mead,Macmillan,2009-10-11,Audiobook,Fiction,  Contemporary Fiction,Spanish  ,,838,35.15,4.44,1,201,0,0,2012-05-13,
745,PROD00000594,9780375508417,Fried Green Tomatoes at the Whistle Stop Cafe  ,Fannie Flagg,HarperCollins,1987-11-24,Physical,Fiction,Historical Fiction,German,416,,16.18,8.91,1,305,0,0,1988-12-08,
746,PROD00000595,9780312642969,Scarlet,Marissa Meyer,,,AUDIOBOOK,fantasy,Urban Fantasy,,,756,34.85,7.29,1,132,0,0,2014-06-23,2016-01-15
747,PROD00000595,9780312642969,Scarlet,Marissa Meyer,harpercollins,2013-07-13,Audiobook,Fantasy,,French,,756,31.78,6.65,1,171,0,0,2016-01-15,2014-08-24
748,PROD00000595,9780312642969,Scarlet,Marissa Meyer,HarperCollins,2013-07-13,Audiobook,Fantasy,Urban Fantasy,French,,756,29.2,6.11,1,62,0,0,2015-08-21,2014-08-07
749,PROD00000595,  9780312642969,Scarlet,Marissa Meyer,HarperCollins,2013-07-13,Audiobook,Fantasy,Urban Fantasy,French,,756,27.01,5.65,1,500,0,0,2015-05-16,
750,PROD00000596,9780525467564,Winnie-the-Pooh,A.A. Milne,hachette,1926-02-24,Audiobook,Fiction  ,Historical Fiction,English,,241,39.15,7.45,,380,0,0,1928-01-05,
751,PROD00000597,9780385335973,Dragonfly In Amber,Diana Gabaldon,Simon & Schuster,1992-08-14,Physical,Fiction  ,Contemporary Fiction,German,743,,21.57,7.43,1,244,0,0,1996-09-18,
752,PROD00000598,9781301949823,Hopeless,Colleen Hoover,  Simon & Schuster,2012-07-16,Physical,Romance,Contemporary Romance,Spanish,410,,12.55,10.26,1,161,0,0,2014-11-24,
753,PROD00000599,9781619634442,A Court of Thorns and Roses,Sarah J. Maas,Macmillan  ,2015-02-26,Audiobook,Fantasy,Dark Fantasy,English,,693,30.89,13.22,1,310,0,0,2018-05-02,
754,PROD00000600,  9780380002559,The Velveteen Rabbit,Margery Williams Bianco  ,Penguin Random House,1922-02-24,Audiobook,Fiction  ,Contemporary Fiction,German,,66,19.67,3.99,1,360,0,0,1922-12-21,
755,PROD00000601,9780192835086,The Adventures of Sherlock Holmes,Arthur Conan Doyle,Hachette,1892-12-02,Physical,Mystery  ,Cozy Mystery,Spanish,339,,35.3,4.7,1,404,0,0,1893-12-12,
756,PROD00000602,,When Breath Becomes Air,Paul Kalanithi,Simon & Schuster,2016-08-02,E-book,Fiction,contemporary fiction,  French,244,,10.85,13.05,1,126,0,0,2018-11-27,
757,PROD00000603,9780374528379,Brat'ia Karamazovy,Fyodor Dostoyevsky,Penguin Random House,1880-06-24,e-book,FICTION,Historical Fiction,German,796,,39.13,4.99,1,210,0,0,1883-07-30,
758,PROD00000604,,Slammed,Colleen Hoover,Simon & Schuster,,Physical,Romance,Historical Romance,,354,,30.62,13.25,1,274,0,0,2012-02-20,2011-04-22
759,PROD00000604,,Slammed,Colleen Hoover,,2012-03-12,Physical  ,  Romance,Historical Romance,Spanish,354,,27.22,11.78,1,85,0,0,2011-11-05,2012-11-09
760,PROD00000604,,Slammed,COLLEEN HOOVER,Simon & Schuster,2012-03-12,Physical,Romance,Historical Romance,Spanish,354,,24.5,10.6,1,299,0,0,2012-11-09,
761,PROD00000605,9780395389492  ,The Polar Express,  Chris Van Allsburg,,1985-01-05,Physical  ,Fiction,Contemporary Fiction,,32,,12.92,10.13,1,222,0,0,1988-02-13,1987-03-23
762,PROD00000605,9780395389492,The Polar Express,chris van allsburg,  Macmillan,,Physical,Fiction,,,32,,11.78,9.24,1,299,0,0,1988-01-05,1987-11-01
763,PROD00000605,9780395389492,The Polar Express,Chris Van Allsburg,Macmillan,1985-01-05,Physical,Fiction,Contemporary Fiction,German,32,,10.82,8.49,1,96,0,0,1987-12-27,1987-07-16
764,PROD00000605,9780395389492,The Polar Express,chris van allsburg,Macmillan,1985-01-05,Physical,Fiction,Contemporary Fiction,German,32,,10.01,7.85,1,444,0,0,1987-12-02,
765,PROD00000606,9781582406725,The Walking Dead Vol. 1: Days Gone Bye,robert kirkman,Penguin Random House,2004-05-16,Physical,Fiction,Literary Fiction,Spanish,144,,11.62,13.75,1,142,0,0,2006-11-19,
766,PROD00000607,9780920668375,Love You Forever,Robert Munsch,HarperCollins,1986-05-19,E-book,Fiction  ,Contemporary Fiction,German,347,,39.84,12.28,1,78,0,0,1990-01-10,
767,PROD00000608,9780399256769,Prodigy,Marie Lu,Hachette,2013-04-11,Physical,Fiction,Literary Fiction,English,371,,14.08,9.66,1,376,0,0,2016-11-25,
768,PROD00000609,9780679760801,Master i Margarita,Mikhail Bulgakov,Simon & Schuster,1967-07-14,Audiobook,Fiction,Contemporary Fiction,German,,611,19.25,14.05,1,356,0,0,1968-01-27,
769,PROD00000610,9780743455961,On Writing: A Memoir of the Craft  ,Stephen King,  Macmillan,2000-04-09,E-book,Fiction,Historical Fiction,French  ,320,,27.17,7.57,1,298,0,0,2000-07-14,
770,PROD00000611,9780385335980,Drums of Autumn,Diana Gabaldon,Penguin Random House,1996-08-19,Physical,Fiction,Historical Fiction,German,880,,16.78,13.68,1,466,0,0,1999-06-01,
771,PROD00000612,9780670025817,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,Macmillan,2013-06-10,Physical  ,Fiction,Contemporary Fiction,Spanish,416,,28.77,6.89,1,453,0,0,2013-12-16,
772,PROD00000613,9781563892271,PRELUDES & NOCTURNES,Neil Gaiman  ,HarperCollins,1989-06-02,Audiobook,Fiction,Historical Fiction,English  ,,565,10.9,5.41,1,430,0,0,1992-11-17,
773,PROD00000614,9780064410342,Howl's moving castle #1-3,Diana Wynne Jones,Hachette,,E-book,Fantasy,Epic Fantasy,,  329,,14.76,10.74,1,38,0,0,1989-11-17,1989-08-16
774,PROD00000614,9780064410342,Howl's moving castle #1-3,Diana Wynne Jones,Hachette  ,,E-book,Fantasy,Epic Fantasy,English,329,,13.46,9.79,,228,0,0,1989-11-09,1988-07-07
775,PROD00000614,9780064410342,Howl's moving castle #1-3,Diana Wynne Jones  ,Hachette,1986-07-06,E-Book,Fantasy,Epic Fantasy,  English,329,,12.37,8.99,1,214,0,0,1989-06-21,1988-10-13
776,PROD00000614,9780064410342,HOWL'S MOVING CASTLE #1-3,DIANA WYNNE JONES,hachette,1986-07-06,E-book,Fantasy,epic fantasy,English,329,,11.44,8.32,1,490,0,0,1989-02-19,
777,PROD00000615,9780553804676,The Lies of Locke Lamora,scott lynch,Hachette,2006-05-18,Physical,fantasy,Dark Fantasy,English,499,,27.28,13.12,1,237,0,0,2006-05-25,
778,PROD00000616,9780307271082,Americanah,chimamanda ngozi adichie,Simon & Schuster  ,2013-11-11,E-book,FICTION,historical fiction,German,477,,22.35,3.91,1,368,0,0,2015-04-02,
779,PROD00000617,  9780345539786,Red Rising,Pierce Brown,Macmillan,2014-08-20,Physical,Fiction,CONTEMPORARY FICTION,Spanish  ,382,,15.14,13.17,1,6,0,0,2017-01-02,
780,PROD00000618,9781442408920,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Saenz,Macmillan,,  Audiobook,Fiction,,German,,598,45.69,16.61,1,107,0,0,2012-04-19,2014-01-02
781,PROD00000618,9781442408920,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Saenz,Macmillan,2012-08-26,Audiobook,Fiction,Historical Fiction  ,,,598,40.61,14.77,,194,0,0,2014-01-02,2012-12-19
782,PROD00000618,9781442408920,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Saenz,Macmillan,2012-08-26,Audiobook,Fiction,Historical Fiction,German,,598,36.55,13.29,1,463,0,0,2013-09-01,
783,PROD00000619,9781480095533,The Edge of Never,J.A. Redmerski,  Penguin Random House,2012-12-08,Audiobook,Romance,Historical Romance,Spanish,,710,34.05,6.68,1,99,0,0,2015-08-29,
784,PROD00000620,9781439102763,The Storyteller,Jodi Picoult,HarperCollins,2013-04-26,Physical,Fiction,Literary Fiction,French,460,,13.78,11.54,1,16,0,0,2015-01-17,
785,PROD00000621,9780765342409,Ender's Shadow,Orson Scott Card,HarperCollins,1998-02-25,Physical,Fiction,Historical Fiction,French,469,,33.28,11.56,1,63,0,0,1998-05-09,
786,PROD00000622,9780380813810,Lamb: The Gospel According to Biff Christ's Childhood Pal,Christopher Moore,HarperCollins,2002-08-04,Physical,Fiction,Literary Fiction,Spanish,444,,14.27,7.65,1,340,0,0,2006-08-01,
787,PROD00000623,,Point of Retreat,Colleen Hoover,Penguin Random House,2012-06-21,Audiobook,Romance,CONTEMPORARY ROMANCE  ,English,,1053,15.94,5.37,1,233,0,0,2014-10-30,
788,PROD00000624,,Maybe Someday,Colleen Hoover,Macmillan,2014-12-12,Audiobook,Romance,Contemporary Romance,French,,641,20.61,11.86,,449,0,0,2018-01-09,
789,PROD00000625,9780307266309,Born to Run: A Hidden Tribe Superathletes and the Greatest Race the World Has Never Seen,Christopher McDougall,HarperCollins,2009-09-06,Physical,Fiction,Historical Fiction,Spanish,  287,,21.24,7.82,1,119,0,0,2010-07-10,
790,PROD00000626,9780440221661,The Fiery Cross,Diana Gabaldon,Penguin Random House  ,2001-07-05,Audiobook,Fiction,Historical Fiction,GERMAN,,2405,13.9,7.2,1,350,0,0,2001-10-24,
791,PROD00000627,9780061020643,Guards! Guards!,Terry Pratchett,Hachette,1989-09-14,Physical,Fantasy,Urban Fantasy,German,376,,16.56,4.7,1,239,0,0,1990-07-20,
792,PROD00000628,9781620610114,Onyx,Jennifer L. Armentrout,Simon & Schuster,,E-book,Fiction,contemporary fiction,English  ,,,42.48,5.97,1,72,0,0,2014-09-14,2014-07-15
793,PROD00000628,9781620610114,Onyx,Jennifer L. Armentrout,SIMON & SCHUSTER,2012-11-25,E-book,Fiction,,English,366,,38.73,5.45,,134,0,0,2014-09-08,2014-05-14
794,PROD00000628,9781620610114  ,Onyx,Jennifer L. Armentrout,,2012-11-25,E-book,Fiction,Contemporary Fiction,English,366,,35.59,5.01,1,283,0,0,2014-08-11,2014-04-02
795,PROD00000628,9781620610114,Onyx,Jennifer L. Armentrout,Simon & Schuster,2012-11-25,E-book,Fiction  ,Contemporary Fiction,English,366,,32.92,4.63,1,337,0,0,2014-07-20,
796,PROD00000629,  9780062085535,  Unravel Me,Tahereh Mafi,Macmillan,2013-02-11,Physical  ,Fantasy,Dark Fantasy,German,461,,38.31,12.82,1,456,0,0,2013-05-30,
797,PROD00000630,,UGLY LOVE,Colleen Hoover,HarperCollins,2014-12-05,Audiobook,Romance,Contemporary Romance,German,,561,36.09,12.43,1,296,0,0,2016-02-22,
798,PROD00000631,9781416524526,The Dark Tower,Stephen King,Penguin Random House,2004-07-04,Physical,Fantasy,Epic Fantasy,English,1050,,27.09,8.81,1,79,0,0,2008-02-14,2007-06-03
799,PROD00000631,9781416524526,The Dark Tower,Stephen King,Penguin Random House,2004-07-04,Physical,Fantasy,epic fantasy,English,1050,,23.03,7.49,1,67,0,0,2008-01-31,
800,PROD00000632,9780451412355,Lover Revealed,J.R. Ward,HACHETTE,2007-09-13,Physical,Fantasy,Urban Fantasy,Spanish,455,,22.18,13.74,1,247,0,0,2008-06-28,
801,PROD00000633,9780451222350,Lover Unbound,J.R. Ward,Hachette,2007-12-21,Physical,Fantasy,Epic Fantasy,Spanish,502,,11.04,13.26,1,229,0,0,2008-02-14,
802,PROD00000634,9781400030651,a fine balance,Rohinton Mistry,Macmillan,1995-04-14,Audiobook,Fiction,Literary Fiction,Spanish,,1005,16.94,11.31,1,463,0,0,1997-04-07,
803,PROD00000635,9780440238607,His Dark Materials,Philip Pullman,HarperCollins,2000-06-28,Audiobook,Fiction,LITERARY FICTION,French,,1813,14.17,8.59,1,454,0,0,2003-12-25,
804,PROD00000636,9780765302304,The Gathering Storm,ROBERT JORDAN,Penguin Random House,2009-07-13,Physical,Fantasy,Epic Fantasy,French  ,783  ,,38.39,11.38,1,273,0,0,2012-08-22,
805,PROD00000637,9780393316049,Surely You're Joking Mr. Feynman! Adventures of a Curious Character,Richard Feynman,Penguin Random House,1984-12-18,E-book,History,Ancient History,Spanish,391,,14.78,3.92,1,487,0,0,1986-12-24,
806,PROD00000638,9780451458926,Summer Knight,Jim Butcher,Hachette,2002-01-19,Physical,Fantasy,Dark Fantasy,English,446,,12.87,8.41,1,318,0,0,2005-03-25,
807,PROD00000639,9781595148049,An Ember in the Ashes,Sabaa Tahir,Hachette,2015-05-09,E-book,FANTASY,Urban Fantasy,German,446,,10.16,11.06,1,329,0,0,2015-12-20,
